Time,AX,AY,AZ,GX,GY,GZ,T
0.0000,0.1830,0.2080,1.0800,-7.7560,25.4810,-44.8240,32.4800
0.0004,0.1460,0.2120,1.0680,-7.5270,27.0990,-44.5800,32.6200
0.0008,0.1160,0.1990,1.0640,-7.0530,25.0380,-43.0840,32.5300
0.0013,0.1260,0.1780,1.0460,-6.2900,23.0080,-41.7400,32.4400
0.0017,0.1430,0.1610,1.0640,-5.5730,19.9080,-41.4050,32.5800
0.0021,0.1580,0.1600,1.0330,-5.2520,18.6720,-40.8090,32.5300
0.0025,0.1640,0.1880,1.0490,-6.0920,18.7790,-39.4660,32.4800
0.0029,0.1560,0.2070,1.0450,-6.1680,21.5570,-38.5650,32.5300
0.0033,0.1450,0.2150,1.0570,-6.0760,22.3820,-36.8090,32.5300
0.0038,0.1420,0.2240,1.0700,-5.2060,25.4960,-34.2600,32.5300
0.0042,0.1630,0.2330,1.0260,-5.8780,28.2290,-33.0230,32.5300
0.0048,0.1510,0.2290,1.0060,-8.5800,24.9010,-34.8240,32.5800
0.0052,0.1320,0.2330,1.0170,-11.5570,20.2900,-36.7940,32.5300
0.0056,0.1430,0.2080,1.0450,-11.7400,17.3890,-39.0380,32.4800
0.0060,0.1370,0.1910,1.0240,-12.6260,14.7790,-41.1600,32.4400
0.0064,0.1350,0.1600,1.0470,-12.4580,10.7940,-41.3130,32.4800
0.0067,0.1440,0.1490,1.0350,-13.3740,12.0610,-40.1980,32.5300
0.0071,0.1480,0.1560,1.0840,-12.2900,8.6720,-38.6260,32.5300
0.0075,0.1750,0.1620,1.1000,-10.5500,14.5500,-36.8850,32.4800
0.0079,0.1730,0.1580,1.0880,-9.0380,17.0080,-35.2210,32.6200
0.0083,0.1750,0.1580,1.0910,-9.4500,17.8470,-35.8930,32.5800
0.0086,0.1570,0.1390,1.0890,-6.7790,12.7330,-37.7100,32.5300
0.0090,0.1600,0.1470,1.0090,-8.6870,11.4200,-39.2820,32.5800
0.0094,0.1470,0.1700,1.0100,-13.1600,3.6640,-40.4580,32.4400
0.0097,0.1440,0.1700,1.0680,-12.2440,2.2900,-40.1830,32.4400
0.0100,0.1450,0.1530,1.0770,-13.1450,4.1370,-37.1150,32.5800
0.0103,0.2090,0.1360,1.1340,-12.5190,4.0310,-33.1910,32.5300
0.0106,0.2810,0.1310,1.1380,-10.4890,12.7790,-30.6720,32.4800
0.0110,0.2970,0.1250,1.1520,-6.9310,18.9310,-29.4500,32.5300
0.0113,0.3130,0.1200,1.0920,-6.9160,25.9540,-29.7860,32.4800
0.0118,0.2830,0.1680,1.0740,-9.3280,28.4580,-30.7940,32.4400
0.0126,0.2500,0.2140,1.0680,-8.9470,27.4200,-33.0230,32.4800
0.0130,0.1900,0.2320,1.0520,-10.3360,21.2670,-35.0080,32.4800
0.0134,0.1720,0.2360,1.0430,-12.7180,16.7940,-34.6260,32.5300
