Time,AX,AY,AZ,GX,GY,GZ,T
0.0000,0.1890,0.2350,1.1080,-3.1450,13.4350,-41.9240,32.2000
0.0005,0.2580,0.2100,1.1490,-1.1760,14.5950,-43.6030,32.0600
0.0009,0.2890,0.2080,1.1270,-0.0920,17.8320,-48.6870,32.0600
0.0013,0.2500,0.1990,1.1040,0.5500,13.1600,-54.0460,32.1500
0.0017,0.2020,0.1970,1.0720,0.0150,12.2750,-56.2900,32.2000
0.0021,0.1510,0.1860,1.0240,-2.0460,10.7940,-54.9470,32.1500
0.0025,0.1570,0.1630,1.0470,-5.4050,12.1680,-51.6950,32.1100
0.0029,0.1700,0.1210,1.1110,-5.0080,16.0610,-48.8700,32.1500
0.0034,0.1420,0.1050,1.1180,-4.0310,19.6950,-46.5800,32.0600
0.0039,0.1640,0.1110,1.1220,-4.1070,19.7250,-45.7250,32.1500
0.0047,0.1860,0.1250,1.1080,-3.7560,17.7100,-47.7100,32.1500
0.0051,0.1610,0.1240,1.1120,-2.1830,14.6720,-48.3210,32.1100
0.0055,0.1450,0.1220,1.1020,-2.0610,13.4810,-45.6340,32.0600
0.0059,0.2090,0.1230,1.1290,-1.8930,16.9620,-42.3820,32.2900
0.0063,0.2410,0.1270,1.1310,-0.6560,22.9620,-40.8850,32.1500
0.0066,0.2440,0.1250,1.1310,-0.2290,25.3890,-41.7710,32.1100
0.0070,0.2190,0.1400,1.1350,1.6030,24.6260,-43.1600,32.1500
0.0074,0.2010,0.1490,1.1010,1.5570,25.5270,-43.4810,32.0600
0.0077,0.2330,0.1520,1.1230,2.0310,28.0610,-42.9470,32.2000
0.0081,0.2240,0.1660,1.1140,3.0230,29.8470,-42.8400,32.1500
0.0084,0.1730,0.1660,1.1120,4.1530,27.4660,-42.8400,32.2000
0.0088,0.2040,0.1540,1.0800,3.2370,27.3890,-42.7480,32.2500
0.0091,0.1540,0.1700,1.0940,2.3970,26.5190,-43.1910,32.2000
0.0095,0.1340,0.1780,1.0770,2.1830,24.9470,-42.7020,32.1500
0.0098,0.1190,0.1840,1.0430,-0.7630,24.5040,-41.3280,32.1500
0.0101,0.1330,0.1860,1.0440,-4.0000,22.3510,-40.9160,32.1100
0.0105,0.1370,0.1790,1.0940,-4.1220,22.1980,-40.2140,32.1500
0.0108,0.1550,0.1600,1.1270,-2.3820,20.8090,-39.1150,32.1100
0.0112,0.1680,0.1510,1.1440,-1.2520,21.4200,-38.5340,32.2500
0.0118,0.1780,0.1590,1.1290,-0.3510,22.8550,-39.0380,32.2000
0.0123,0.1710,0.1680,1.1120,0.2140,21.1600,-39.0080,32.1500
0.0127,0.2140,0.1640,1.1440,0.9310,20.4430,-39.0690,32.1500
0.0131,0.1900,0.1600,1.1320,3.7710,24.5190,-38.7020,32.2000
0.0135,0.1850,0.1500,1.0760,1.8320,26.3970,-37.0690,32.1500
0.0138,0.1980,0.1400,1.0990,0.4580,26.4270,-35.1300,32.1100
0.0142,0.2290,0.1260,1.0950,2.2750,27.2060,-35.5880,32.0600
0.0146,0.2110,0.1010,1.0580,2.6110,26.5950,-36.6260,32.1100
0.0150,0.1870,0.0930,1.0870,2.7630,20.2600,-37.7560,32.1500
0.0153,0.2130,0.0880,1.1350,15.7860,0.3510,-39.1150,32.2000
0.0160,0.2800,0.0830,0.9280,10.3970,38.5340,-38.3820,32.1100
0.0166,0.0340,0.0890,0.9360,2.6720,17.1600,-37.7710,32.1500
