Time,AX,AY,AZ,GX,GY,GZ,T
0.0000,-0.0150,-0.1330,1.2490,-8.0460,16.9470,-48.8240,32.3400
0.0005,-0.0100,-0.1430,1.2640,-8.0150,18.4580,-48.1830,32.3900
0.0009,0.0000,-0.1590,1.3030,-5.3740,21.0080,-47.3280,32.3400
0.0013,-0.0220,-0.1650,1.2610,-3.8630,24.3970,-45.9080,32.2900
0.0019,-0.0330,-0.1510,1.2450,-3.3130,23.5270,-44.9920,32.3900
0.0023,-0.0440,-0.1390,1.2660,-2.8550,23.2210,-43.4500,32.4400
0.0027,-0.0210,-0.1410,1.2680,0.0920,22.8240,-42.1680,32.3900
0.0031,-0.0080,-0.1380,1.2210,1.5880,25.4960,-42.8400,32.3400
0.0035,-0.0190,-0.1040,1.1910,-1.8020,20.8090,-43.6340,32.4800
0.0039,-0.0290,-0.1000,1.2190,-2.4730,18.7180,-44.0000,32.3400
0.0042,-0.0030,-0.1090,1.2180,-2.1220,18.3660,-43.5270,32.2900
0.0046,0.0100,-0.1170,1.2830,1.3280,18.6110,-44.3970,32.3900
0.0055,-0.0010,-0.1200,1.2580,4.9770,20.6560,-44.0920,32.3400
0.0059,-0.0170,-0.1080,1.2360,4.8400,21.7250,-43.1600,32.3900
0.0063,-0.0060,-0.0930,1.2090,2.6870,22.0610,-42.0920,32.3400
0.0067,0.0070,-0.0820,1.2000,0.0610,23.1450,-41.6790,32.3900
0.0071,0.0080,-0.0900,1.2070,-2.2600,22.8240,-41.7400,32.3400
0.0075,-0.0120,-0.1250,1.2430,-2.8850,20.4580,-42.4730,32.2900
0.0078,0.0010,-0.1430,1.3120,-0.0610,19.2210,-42.5800,32.3900
0.0082,-0.0080,-0.1470,1.3140,4.1980,22.0610,-42.5190,32.3400
0.0085,-0.0060,-0.1520,1.3260,7.0080,20.5650,-41.9080,32.2900
0.0089,-0.0170,-0.1470,1.3300,10.8700,23.0380,-41.1600,32.4400
0.0093,-0.0340,-0.1250,1.2760,11.9540,22.7790,-39.6950,32.3900
0.0096,-0.0330,-0.0960,1.2470,10.1980,22.8090,-38.1530,32.3400
0.0100,0.0100,-0.0830,1.2570,10.0150,20.4120,-38.5190,32.3900
0.0103,-0.0030,-0.0740,1.2150,9.3280,20.0000,-39.0990,32.4400
0.0107,-0.0070,-0.0660,1.1930,5.8630,15.9080,-39.0840,32.4400
0.0110,0.0420,-0.0580,1.2060,3.9240,14.8090,-39.6640,32.3900
0.0113,0.0440,-0.0830,1.2490,6.0000,14.4430,-41.6180,32.4400
0.0117,0.0270,-0.0880,1.2240,8.0310,17.1600,-42.8700,32.2900
0.0120,-0.0080,-0.0700,1.1880,6.3970,16.3660,-42.6410,32.3400
0.0124,-0.0010,-0.0590,1.1890,5.0690,13.9850,-41.7860,32.2900
0.0128,0.0340,-0.0660,1.2190,6.0760,13.7560,-41.3590,32.4400
0.0131,0.0370,-0.0620,1.2090,7.4200,15.4810,-41.3280,32.3900
0.0140,0.0060,-0.0520,1.1700,4.9620,14.9010,-41.3280,32.3900
0.0143,-0.0110,-0.0550,1.2090,3.4050,10.2290,-40.6560,32.3400
0.0146,-0.0010,-0.0700,1.2470,5.2060,7.5730,-39.9240,32.3400
0.0150,0.0180,-0.0680,1.2210,5.7400,8.4430,-40.1220,32.2500
0.0151,0.0290,-0.0650,1.2070,4.1530,7.7560,-40.7940,32.2900
0.0153,0.0330,-0.0660,1.2300,3.4810,4.5500,-41.7400,32.4400
0.0154,0.0450,-0.0890,1.3000,8.3210,3.3890,-43.2820,32.3900
0.0156,0.0630,-0.1060,1.2810,11.1760,5.1300,-44.1830,32.4400
0.0157,0.0420,-0.0950,1.2400,11.2670,6.9010,-43.6340,32.4400
0.0160,0.0370,-0.0900,1.2300,9.9390,6.7790,-43.4660,32.4400
0.0161,0.0230,-0.0950,1.2540,10.1680,3.9690,-43.5270,32.4400
0.0165,0.0240,-0.0930,1.2540,10.7790,3.2820,-42.7940,32.3900
0.0167,0.0280,-0.0860,1.2540,10.1370,4.0460,-41.9690,32.4400
0.0169,0.0130,-0.0760,1.2600,10.0760,4.2600,-41.1450,32.3900
0.0170,0.0130,-0.0690,1.2350,9.1600,5.0380,-38.9160,32.2500
0.0172,0.0350,-0.0650,1.2630,8.6720,4.2900,-37.4500,32.3400
0.0173,0.0680,-0.0730,1.2550,13.4660,5.7250,-37.2820,32.4400
0.0175,0.0410,-0.0590,1.2530,8.9770,3.0230,-37.9690,32.4400
0.0176,0.0890,-0.0630,1.2460,11.4200,4.6560,-39.0990,32.2900
0.0177,0.0700,-0.0820,1.3670,17.0380,-0.5650,-39.9390,32.4400
0.0180,0.0840,-0.0820,1.2960,22.4430,1.0380,-39.8470,32.3900
0.0185,0.0410,-0.0420,1.2720,19.3440,2.9310,-38.9010,32.3400
0.0189,0.0500,-0.0270,1.2290,21.2060,-0.8700,-38.2140,32.3400
0.0192,0.0650,-0.0420,1.2060,20.1980,-1.6790,-38.1070,32.5300
0.0195,0.0760,-0.0520,1.2030,19.7100,-1.3740,-39.3440,32.3400
0.0198,0.0730,-0.0420,1.1670,17.2520,-0.3210,-40.3360,32.2900
0.0201,0.0790,-0.0480,1.1520,14.4120,0.0000,-41.1760,32.3400
