Time,AX,AY,AZ,GX,GY,GZ,T
0.0000,0.2460,-0.0260,1.2140,-9.4810,14.6110,-49.5110,32.9100
0.0004,0.1930,-0.0120,1.1890,-10.0460,17.4050,-47.3130,32.8600
0.0009,0.1530,-0.0010,1.2100,-9.6180,17.0380,-42.5340,32.9500
0.0013,0.1600,0.0050,1.2020,-7.4050,21.6490,-36.3970,32.9100
0.0017,0.1690,0.0180,1.1720,-6.1220,29.3440,-30.5500,32.9500
0.0029,0.1720,0.0080,1.1710,-4.3970,29.9080,-28.0000,32.9100
0.0033,0.2220,0.0380,1.1040,-4.9620,29.4660,-28.3660,32.9500
0.0038,0.2290,0.0390,1.1090,-7.7400,29.6180,-31.4050,32.8100
0.0042,0.2560,0.0140,1.1680,-6.6260,16.4430,-35.2820,32.9100
0.0046,0.2530,-0.0020,1.1860,-6.3050,17.5110,-38.3510,32.9500
0.0050,0.2390,-0.0130,1.2800,-4.7940,3.3130,-41.6030,32.9100
0.0054,0.2950,0.0200,1.0490,-4.4890,26.8700,-42.9620,32.9500
0.0058,0.1770,0.0320,1.1030,-10.1830,29.0990,-40.4730,32.9100
0.0062,0.2100,0.0500,1.1020,-11.7560,25.7710,-37.7250,32.9500
0.0066,0.2220,0.0610,1.0790,-13.8470,36.1680,-34.8550,33.0000
0.0069,0.2390,0.0550,1.0750,-16.9310,31.8630,-34.7180,32.9100
0.0073,0.2420,0.0390,1.1260,-17.8470,27.9390,-37.0230,32.9500
0.0077,0.2370,0.0440,1.1150,-16.5040,30.1680,-37.9690,33.0000
0.0080,0.2010,0.0310,1.1830,-13.6340,28.1370,-40.3970,33.0500
0.0084,0.1980,0.0270,1.1890,-8.5500,28.4730,-40.3050,32.9100
0.0087,0.1670,0.0320,1.1420,-8.0000,30.9920,-38.3820,33.0000
0.0091,0.1820,0.0060,1.1320,-7.7250,25.4200,-38.5040,33.0000
0.0095,0.2190,-0.0150,1.1300,-7.2210,20.5040,-40.9310,32.9100
0.0098,0.2060,-0.0160,1.1310,-8.1070,19.1910,-43.2520,32.9500
0.0102,0.1930,0.0110,1.1320,-8.7790,20.0150,-43.6180,32.9100
0.0118,0.1740,0.0340,1.1400,-13.5270,19.0990,-42.7330,32.8600
0.0124,0.1900,0.0340,1.1320,-15.3590,21.9850,-40.3970,32.8600
0.0128,0.2110,0.0420,1.1470,-17.8020,23.0380,-37.8780,32.9100
0.0132,0.2200,-0.0060,1.2220,-15.7250,22.3050,-36.2140,33.0500
0.0136,0.2720,-0.0580,1.2680,-9.6950,25.2820,-36.1530,32.9100
0.0139,0.2870,-0.0560,1.2290,-6.9010,35.4960,-37.6340,32.9500
0.0142,0.0430,-0.0470,1.4860,-0.4890,2.2140,-39.8020,33.0000
0.0145,0.3240,-0.0130,1.0980,4.0460,37.5570,-41.9690,32.9100
0.0148,0.1320,0.0040,1.0900,-9.6030,30.6260,-42.9920,32.9500
0.0152,0.1280,0.0130,1.1550,-10.1070,12.8850,-41.7860,33.0000
0.0155,0.1610,-0.0160,1.2220,-4.0310,21.0990,-38.5500,32.8600
0.0158,0.1850,0.0050,1.1390,-2.2140,23.8630,-36.4270,33.0000
0.0161,0.1920,0.0080,1.1030,-7.2820,24.3360,-35.2060,32.8600
0.0166,0.2060,0.0240,1.1530,-6.2440,24.2600,-35.6790,32.8600
0.0170,0.2220,0.0350,1.0990,-4.9160,26.8400,-37.3130,33.0000
0.0173,0.2220,0.0340,1.0940,-8.5650,23.8470,-39.6340,33.0500
0.0176,0.2300,0.0250,1.1280,-7.3590,19.9080,-44.2290,33.0000
0.0179,0.2190,0.0190,1.0910,-6.9010,17.1600,-48.9770,32.8600
0.0182,0.2050,0.0360,1.0880,-7.9390,9.8930,-52.9470,32.9100
0.0186,0.1510,0.0300,1.1150,-10.2290,8.7020,-53.0530,32.8100
0.0189,0.0870,0.0110,1.1370,-7.1760,3.2060,-48.9470,32.8600
0.0196,0.0980,0.0210,1.0700,-10.5340,4.3660,-40.4580,32.9100
0.0199,0.1420,0.0140,1.0970,-14.8700,4.9620,-33.0080,32.8600
0.0202,0.2230,0.0390,1.0960,-17.4960,13.0990,-26.5190,33.0000
0.0204,0.2800,0.0560,1.1060,-16.8090,21.0840,-24.0760,32.8600
