Time,AX,AY,AZ,GX,GY,GZ,T
0.0000,0.2630,0.2180,1.1230,9.9240,19.0990,-50.7180,32.6200
0.0005,0.2340,0.2210,1.1430,11.1150,21.2980,-51.9850,32.6700
0.0010,0.2130,0.2340,1.0870,11.2520,25.0530,-52.5040,32.6200
0.0014,0.1710,0.2470,1.0570,8.3820,21.1450,-51.9850,32.5800
0.0018,0.1770,0.2470,1.0810,7.3130,20.4430,-50.9620,32.6200
0.0022,0.1580,0.2540,1.0640,5.9850,21.3740,-48.8240,32.5800
0.0026,0.1530,0.2490,1.1290,6.3660,22.0760,-47.3590,32.5800
0.0030,0.1460,0.2490,1.1400,8.3210,25.0840,-45.9390,32.6200
0.0034,0.1290,0.2640,1.1140,7.8470,27.6950,-43.9690,32.4800
0.0038,0.1340,0.2720,1.1030,6.8400,26.6560,-43.0380,32.5300
0.0045,0.1620,0.2730,1.1180,7.1150,23.6790,-43.4810,32.6700
0.0049,0.1870,0.2660,1.1240,8.5650,23.2520,-45.9390,32.6200
0.0053,0.1680,0.2440,1.1250,10.3360,20.6870,-49.8470,32.5800
0.0057,0.1200,0.2250,1.1440,12.8700,18.9310,-52.1220,32.5800
0.0061,0.0770,0.2290,1.0860,13.0530,16.8850,-50.4270,32.6200
0.0065,0.1030,0.2360,1.0860,10.2290,17.2520,-46.4890,32.5800
0.0069,0.1470,0.2540,1.0700,7.2370,20.9770,-43.3440,32.6200
0.0073,0.1630,0.2580,1.0850,4.3970,23.7250,-42.7480,32.5800
0.0077,0.1530,0.2470,1.1450,5.3280,22.2750,-43.6340,32.6200
0.0084,0.1670,0.2420,1.1660,8.4580,22.0610,-44.9010,32.5800
0.0089,0.1630,0.2500,1.1350,10.6110,18.6870,-47.3280,32.5800
0.0092,0.1720,0.2590,1.1180,10.9010,18.0920,-48.3050,32.6200
0.0096,0.1600,0.2690,1.1150,10.5950,17.5270,-47.3280,32.4800
0.0099,0.1620,0.2840,1.0990,7.9240,18.1830,-44.5500,32.6200
0.0103,0.1710,0.2910,1.0870,5.8320,21.0840,-41.5880,32.6700
0.0106,0.1930,0.3040,1.0930,4.6410,24.5340,-39.4350,32.6200
0.0110,0.2040,0.3100,1.1060,3.6030,23.0990,-39.4810,32.5800
0.0113,0.2470,0.2830,1.1570,7.0690,21.7860,-41.2670,32.6700
0.0117,0.2400,0.2840,1.1650,10.5650,19.3740,-44.6870,32.6200
0.0120,0.2690,0.2970,1.1150,9.0990,17.1450,-47.6490,32.4800
0.0123,0.2650,0.3090,1.1200,8.4730,18.0000,-49.8470,32.5300
0.0127,0.2330,0.3120,1.1140,8.6870,19.6490,-49.6490,32.5800
0.0130,0.1970,0.3100,1.1120,8.2900,21.1450,-46.6870,32.5300
0.0133,0.2180,0.3130,1.1110,7.6640,26.2600,-43.5570,32.5300
0.0136,0.2190,0.3250,1.0980,7.2980,28.9470,-42.0920,32.5800
0.0141,0.2340,0.3220,1.1060,6.1980,28.4430,-42.8550,32.5300
0.0145,0.2410,0.3320,1.1130,6.0760,27.1760,-44.9160,32.5800
0.0149,0.2210,0.3470,1.0920,4.7940,24.3360,-47.0840,32.6200
0.0152,0.2440,0.3330,1.0960,3.6180,21.2520,-48.8550,32.5800
