Time,AX,AY,AZ,GX,GY,GZ,T
0.0000,0.1070,-0.1340,1.1840,6.1830,26.9010,-56.1070,34.9300
0.0003,0.1030,-0.1340,1.1770,6.0460,26.7630,-55.5880,35.0200
0.0007,0.1020,-0.1300,1.1730,6.2140,26.3660,-56.8700,34.9800
0.0011,0.1040,-0.1320,1.1700,9.2210,25.2060,-58.6410,34.8400
0.0015,0.1110,-0.1420,1.1620,6.9160,26.1680,-58.3360,34.9800
0.0019,0.1130,-0.1300,1.1710,5.6180,25.5570,-58.6870,34.8800
0.0023,0.1060,-0.0970,1.1670,6.8240,25.0840,-59.0840,34.9300
0.0028,0.1100,-0.1040,1.1700,6.0310,24.5500,-60.5190,34.9800
0.0032,0.1180,-0.1120,1.1750,3.6030,25.2520,-60.5190,34.8800
0.0035,0.1110,-0.1110,1.1680,3.4500,25.2210,-60.4430,34.9300
0.0040,0.1130,-0.1450,1.1750,2.1980,25.4200,-58.2750,34.9800
0.0046,0.1040,-0.1400,1.1670,1.7560,24.8090,-58.8090,34.8800
0.0051,0.0980,-0.1460,1.1500,6.8240,23.1300,-61.7100,34.9300
0.0055,0.1230,-0.1440,1.1630,8.9920,21.2060,-63.6490,34.9800
0.0066,0.1390,-0.1330,1.1860,7.8470,21.4050,-63.6640,35.0200
0.0070,0.1450,-0.0960,1.1960,4.9920,22.8090,-61.4050,35.0200
0.0073,0.1320,-0.0710,1.1750,3.4050,23.8470,-61.3590,34.9800
0.0076,0.1190,-0.0560,1.1500,5.3590,21.8630,-63.5880,35.0200
0.0080,0.1150,-0.0760,1.1350,3.1760,21.2980,-65.4960,35.0200
0.0083,0.1280,-0.1060,1.1530,2.5190,19.7860,-66.4270,34.9800
0.0086,0.1530,-0.1240,1.1620,3.4500,19.9240,-66.7180,34.9300
0.0090,0.1430,-0.1280,1.1510,3.2520,20.3510,-65.6790,34.9300
0.0093,0.1220,-0.1090,1.1560,1.7100,20.7020,-66.2750,34.9800
0.0098,0.1110,-0.0500,1.1460,2.5040,19.5110,-66.8700,35.0200
0.0102,0.1080,-0.0500,1.1480,3.8170,17.6180,-69.4050,34.9300
0.0105,0.1250,-0.0560,1.1560,3.2820,17.4660,-71.4200,34.9800
0.0109,0.1460,-0.0670,1.1670,1.2670,17.9540,-70.2900,34.9300
0.0112,0.1500,-0.0790,1.1510,-2.1370,20.0760,-69.4660,34.8800
0.0116,0.1280,-0.1250,1.1460,-3.2370,20.3210,-70.0460,34.9800
