Time,AX,AY,AZ,GX,GY,GZ,T
0.0000,0.1760,-0.1470,1.1630,-3.1760,27.2370,-50.8090,34.8400
0.0005,0.1820,-0.1490,1.1600,-4.1680,28.4730,-51.0990,34.8400
0.0009,0.1920,-0.1500,1.1560,-2.1980,29.9690,-51.9850,34.8800
0.0013,0.1900,-0.1550,1.1580,-1.6490,30.7180,-52.3050,34.9300
0.0017,0.1770,-0.1570,1.1450,-3.0230,29.8930,-53.7860,34.9300
0.0021,0.1800,-0.1650,1.1390,-1.2670,29.4660,-56.1830,34.9800
0.0025,0.1890,-0.1830,1.1680,-4.0460,28.4580,-57.8780,34.9300
0.0029,0.1960,-0.1750,1.2080,-5.8170,29.1300,-55.0530,34.9300
0.0033,0.1820,-0.1550,1.1810,-4.0460,29.9850,-56.8090,34.9800
0.0037,0.1810,-0.1570,1.2110,-4.1680,29.8930,-58.8240,34.9300
0.0044,0.1750,-0.1730,1.2090,-1.6030,30.0920,-60.1830,34.8400
0.0047,0.1880,-0.1870,1.2080,-1.4350,32.8400,-60.1220,34.8800
0.0050,0.1710,-0.2080,1.1910,-4.6720,33.6790,-57.3440,34.9300
0.0054,0.1850,-0.1750,1.2000,-6.0000,36.6560,-54.1220,34.8800
0.0057,0.1480,-0.2090,1.1900,-10.6560,37.4500,-47.2370,34.9800
0.0060,0.1490,-0.1840,1.1690,-9.6950,36.4270,-51.9850,34.8400
0.0064,0.1450,-0.1650,1.1630,-4.3360,34.3360,-54.9160,34.8800
0.0067,0.1380,-0.1520,1.1640,-2.0460,32.4890,-57.3890,34.8800
0.0070,0.1290,-0.1470,1.1510,3.7860,30.3970,-63.6640,34.8400
0.0073,0.1360,-0.1540,1.1530,4.2600,28.0760,-66.7940,34.8800
0.0077,0.1340,-0.1760,1.1690,4.8850,27.5730,-67.6490,34.8800
0.0081,0.1440,-0.1730,1.1800,4.7180,27.4660,-66.3820,34.9300
0.0084,0.1430,-0.1710,1.1680,4.3970,27.8780,-65.7400,34.8800
0.0088,0.1540,-0.1700,1.1800,1.6790,29.8630,-64.5040,34.9800
0.0091,0.1460,-0.1540,1.1650,0.7020,30.0310,-62.3360,34.9300
0.0095,0.1450,-0.1580,1.1730,-3.0990,30.5800,-60.6720,34.9800
0.0099,0.1130,-0.1470,1.1420,-4.8240,32.3970,-56.4120,34.8800
0.0102,0.1150,-0.1680,1.1430,-1.2520,30.5950,-59.8020,34.9300
0.0105,0.1280,-0.1780,1.1520,4.5040,31.2670,-63.4350,34.8800
0.0108,0.1260,-0.1910,1.1420,4.4430,31.1760,-61.3590,34.9300
0.0111,0.0950,-0.1780,1.1150,3.6180,29.2210,-63.2820,34.8800
0.0115,0.0870,-0.1150,1.1200,4.6110,26.7330,-66.1830,34.8800
0.0118,0.1000,-0.0980,1.1090,8.1220,25.0990,-70.7940,34.8400
0.0125,0.1380,-0.1000,1.1430,3.9540,26.1070,-73.3440,34.9300
0.0132,0.1600,-0.0930,1.1590,0.5500,30.8400,-73.0530,34.8800
0.0137,0.1530,-0.0930,1.1580,-1.9080,35.8930,-72.5500,34.9300
0.0140,0.1090,-0.0830,1.1350,-6.0310,37.6640,-70.6720,34.9800
0.0144,0.0410,-0.0870,1.1050,-10.4270,36.4580,-70.8400,34.7900
0.0148,0.0260,-0.0500,1.1190,-9.5110,33.9240,-72.6110,34.9300
0.0152,0.0220,-0.0640,1.1320,-6.5040,32.4730,-74.7480,34.8400
0.0156,0.0250,-0.0800,1.1480,-10.1680,32.4120,-73.0840,34.8800
0.0160,0.0010,-0.0960,1.1450,-10.8240,32.0610,-72.0310,34.9300
0.0166,-0.0280,-0.1320,1.1310,-8.9470,29.3280,-73.3740,34.9800
0.0172,-0.0410,-0.1520,1.1230,-5.5570,26.1830,-73.5730,34.8800
0.0175,-0.0460,-0.1620,1.1340,-9.2520,21.0080,-75.0230,34.9300
0.0180,-0.0420,-0.1670,1.1480,-4.6260,17.3740,-76.9160,34.7900
0.0184,-0.0290,-0.1600,1.1710,-3.8020,13.9080,-79.3280,34.9800
0.0187,0.0000,-0.1470,1.1720,0.0760,13.0840,-79.6950,34.8400
0.0190,0.0210,-0.1570,1.1790,0.4580,13.4200,-79.4200,34.7900
0.0194,0.0400,-0.1740,1.1950,1.5570,14.8850,-79.4960,34.8800
0.0197,0.0490,-0.1530,1.1900,0.2290,16.8850,-77.6790,34.8400
0.0200,0.0410,-0.1740,1.2110,-0.8400,19.9850,-74.1980,34.8800
0.0203,0.0300,-0.1520,1.2000,-4.7020,24.1070,-68.9310,34.8800
0.0207,-0.0100,-0.1350,1.1790,-5.5730,24.9010,-68.3210,34.8400
