Time,AX,AY,AZ,GX,GY,GZ,T
0.0000,0.1010,-0.0840,1.1850,-3.5420,19.3590,-51.7560,35.0200
0.0004,0.0950,-0.0790,1.1620,-3.2210,19.2370,-52.8550,34.9800
0.0008,0.0970,-0.0850,1.1500,-2.0610,18.0760,-54.6560,34.9800
0.0013,0.0970,-0.1050,1.1510,1.2980,16.1980,-57.0530,35.0200
0.0017,0.1120,-0.1140,1.1480,3.4050,14.3050,-58.3050,35.0700
0.0021,0.1300,-0.1150,1.1470,3.1600,13.4500,-56.7940,35.0700
0.0025,0.1400,-0.1180,1.1590,1.5730,13.0230,-55.4500,35.0200
0.0029,0.1480,-0.0920,1.1770,-0.2750,14.5800,-53.5270,35.0700
0.0033,0.1590,-0.0480,1.1750,-0.7630,16.2900,-52.3210,34.9800
0.0037,0.1470,-0.0400,1.1670,-1.5270,17.9390,-53.7400,35.0200
0.0041,0.1400,-0.0440,1.1510,-2.3360,19.3740,-54.0610,34.9800
0.0050,0.1310,-0.0660,1.1360,-2.7020,19.6790,-55.0380,35.0700
0.0054,0.1140,-0.0870,1.1420,-0.6260,19.4810,-56.6260,35.1200
0.0058,0.1180,-0.1110,1.1160,1.5880,19.6950,-56.7790,34.9800
0.0061,0.0880,-0.1490,1.0950,2.0150,17.2370,-55.3440,35.0700
0.0064,0.0850,-0.1500,1.1100,2.0000,16.1980,-55.5420,35.0200
0.0068,0.0710,-0.1140,1.1160,1.6030,14.6410,-53.6490,34.9800
0.0071,0.0790,-0.0550,1.1110,0.4730,12.9010,-52.0000,34.9800
0.0074,0.0830,-0.0330,1.1290,1.2210,12.2290,-52.7480,35.1200
0.0078,0.0810,-0.0220,1.1430,-3.9080,10.1680,-53.3130,35.0700
0.0082,0.0950,-0.0520,1.1500,0.1530,10.6870,-56.0150,35.0200
0.0086,0.1090,-0.0920,1.1610,0.6720,11.0230,-58.3970,35.0200
0.0090,0.1130,-0.1030,1.1850,-0.5040,13.8780,-59.0230,35.0700
0.0094,0.1170,-0.1080,1.1940,-1.4500,16.3510,-56.9470,35.0200
0.0097,0.1090,-0.1110,1.2050,-5.4960,18.8090,-53.8020,35.0200
0.0101,0.0960,-0.0890,1.1820,-4.5950,20.3050,-52.1530,35.0700
0.0104,0.0790,-0.0870,1.1590,-2.4270,20.0460,-53.1150,35.0200
0.0108,0.0740,-0.0860,1.1360,-2.4890,18.5190,-54.3050,35.0200
0.0111,0.0640,-0.1090,1.1380,-0.5340,15.9690,-57.8930,35.0700
0.0114,0.0470,-0.0920,1.1500,-0.4120,13.6180,-59.4050,35.0700
0.0118,0.0470,-0.0710,1.1380,0.3210,12.5040,-60.0610,35.1200
0.0121,0.0570,-0.0620,1.1670,-2.2440,11.8470,-60.1980,34.9800
0.0127,0.0740,-0.0460,1.1630,-3.0230,13.0230,-59.3280,35.0700
0.0135,0.0850,-0.0430,1.1670,-4.6720,13.5420,-59.4500,35.0200
0.0139,0.0880,-0.0490,1.1700,-5.3590,14.1680,-61.4660,35.0700
0.0144,0.0920,-0.0670,1.1760,-4.2440,15.3440,-63.7710,34.9800
0.0148,0.0910,-0.1000,1.1820,-4.0920,16.6410,-65.1760,35.0200
0.0152,0.0880,-0.0930,1.1840,-4.6720,17.1910,-63.4660,35.0700
0.0155,0.0720,-0.1000,1.1740,-3.7860,17.9690,-61.9080,35.0700
0.0159,0.0620,-0.1150,1.1780,-3.8320,15.8170,-60.9920,35.0200
0.0163,0.0620,-0.0910,1.1920,-4.1980,15.6340,-58.6260,35.0700
0.0166,0.0570,-0.1060,1.1910,-4.0460,16.4890,-56.4890,35.0700
0.0169,0.0600,-0.0980,1.1970,-4.7630,17.4810,-55.3740,34.9300
0.0173,0.0610,-0.0970,1.1920,-4.4120,17.1300,-55.4350,35.0700
0.0176,0.0680,-0.0860,1.1970,-2.4430,17.3740,-56.9310,35.1700
0.0179,0.0760,-0.1080,1.2030,-1.3740,16.7180,-58.0150,35.0200
0.0183,0.0840,-0.1150,1.1870,1.2060,17.4500,-58.1680,35.0700
0.0186,0.0750,-0.1150,1.1890,1.3590,17.6180,-56.9620,35.0700
0.0189,0.0720,-0.1080,1.1590,-1.9240,17.5730,-54.5500,35.0200
0.0193,0.0700,-0.0810,1.1510,-2.5040,15.9240,-52.9920,35.0700
0.0196,0.0830,-0.0700,1.1500,-0.9920,15.4810,-53.0080,35.0700
0.0199,0.1030,-0.0860,1.1640,-3.2820,16.1980,-53.1150,35.0200
0.0203,0.1050,-0.0870,1.1660,-1.5880,18.9620,-51.4350,35.0700
0.0206,0.0810,-0.0900,1.1240,-2.4730,19.2820,-50.0760,35.0700
0.0209,0.0660,-0.0700,1.1460,-4.2900,15.0080,-48.2140,35.0200
0.0215,0.0760,-0.0710,1.1240,1.2210,16.6110,-48.0310,35.0700
0.0222,0.0880,-0.0510,1.1180,-6.3660,16.0310,-47.7250,35.0700
0.0225,0.0980,-0.0280,1.1580,-5.2980,14.7790,-49.5570,35.1200
0.0228,0.1170,-0.0170,1.1810,-3.5880,16.7790,-51.5880,35.0700
0.0231,0.1190,-0.0130,1.1690,-3.3130,17.8170,-51.9540,34.9800
0.0233,0.1080,-0.0150,1.1690,-6.7480,19.5880,-52.5190,35.0200
0.0236,0.1040,-0.0310,1.1540,-11.0990,21.3890,-54.3510,35.1700
0.0239,0.0940,-0.0830,1.1820,-7.8170,22.1680,-58.9620,35.0700
0.0242,0.1080,-0.1050,1.2080,-3.4350,23.4500,-60.2290,35.0200
0.0244,0.1220,-0.1200,1.2110,-9.0840,24.1070,-56.1070,35.1700
0.0247,0.0990,-0.1400,1.2060,-12.8550,26.0460,-53.2520,35.0700
0.0250,0.0880,-0.1430,1.1870,-9.2060,25.6030,-53.5110,35.0200
0.0253,0.0850,-0.1330,1.2030,-6.2750,24.7790,-53.5110,35.0700
0.0256,0.0770,-0.1070,1.2660,0.9770,23.8930,-51.5420,35.1700
0.0260,0.1000,-0.1140,1.1970,-2.7330,25.4960,-50.4580,35.1200
0.0263,0.0950,-0.0980,1.2080,-7.0840,26.2290,-49.0990,35.0700
0.0266,0.1020,-0.0820,1.2020,-3.6640,28.4120,-49.8020,34.9800
0.0268,0.0910,-0.0750,1.2040,-4.3970,28.7330,-51.1910,35.0200
0.0271,0.0870,-0.0700,1.1800,-4.7940,29.8020,-51.0840,35.0700
0.0274,0.0730,-0.0950,1.1730,-2.7630,29.2820,-51.6340,35.0700
0.0277,0.0660,-0.1090,1.1790,-2.1980,29.0840,-51.1300,35.0200
0.0280,0.0680,-0.1290,1.1840,-6.0150,28.6260,-50.9160,35.0700
0.0282,0.0760,-0.1320,1.1790,-7.6030,28.1530,-48.7940,34.9300
0.0285,0.0710,-0.1380,1.1880,-5.8020,28.7330,-47.8470,35.0200
0.0288,0.0570,-0.1700,1.1880,-5.0230,28.2140,-46.5190,35.0700
0.0290,0.0600,-0.1600,1.1820,-2.5800,27.9240,-46.2750,35.1200
0.0293,0.0580,-0.1420,1.1800,-2.6410,27.2980,-43.0080,35.1200
0.0295,0.0540,-0.1260,1.1640,-3.9690,25.5570,-41.5110,35.0700
0.0299,0.0690,-0.1070,1.1660,-4.4580,23.6180,-41.8780,35.1200
0.0302,0.0820,-0.1040,1.1790,-2.1980,21.8320,-43.4660,35.1200
0.0305,0.1040,-0.1070,1.1940,-0.1830,22.1070,-44.9160,35.0700
0.0307,0.1140,-0.1190,1.2010,-0.2750,23.7860,-43.6030,35.1200
0.0310,0.1030,-0.1210,1.1910,-4.2750,27.1760,-39.4050,35.0200
0.0312,0.0720,-0.1040,1.1780,-8.0150,26.3970,-36.9620,35.0700
0.0315,0.0570,-0.0690,1.1730,-5.7250,24.1370,-35.8170,35.0200
0.0317,0.0610,-0.0980,1.1540,-1.8630,22.1830,-40.4580,35.0200
0.0320,0.0760,-0.1190,1.1780,-3.0380,19.6640,-41.1910,35.0700
0.0322,0.0940,-0.1470,1.1810,-1.3280,20.3510,-39.3440,35.1200
0.0325,0.0880,-0.1490,1.1950,1.9540,22.2750,-39.3890,35.1200
0.0327,0.0800,-0.1130,1.1640,-0.2900,22.4430,-34.1370,34.8800
0.0330,0.0670,-0.1000,1.1420,-2.0310,20.5800,-32.8090,35.1200
0.0332,0.0730,-0.0800,1.1390,-2.5650,18.9160,-35.9240,35.0200
0.0335,0.0960,-0.0610,1.1530,-2.0760,17.9080,-38.5040,34.9800
0.0337,0.1190,-0.0760,1.1710,-1.5880,18.3660,-40.7480,35.0200
0.0339,0.1150,-0.0820,1.1760,-2.9160,19.9850,-40.5650,35.0200
0.0342,0.1060,-0.0980,1.1640,-3.5570,20.3210,-40.0150,35.0700
0.0344,0.0870,-0.1010,1.1460,-4.1370,19.9850,-40.5500,34.9300
0.0346,0.0910,-0.1300,1.1550,-4.2140,18.3360,-41.0230,35.0200
0.0348,0.1090,-0.1030,1.1760,-4.6720,18.1680,-39.8020,35.0700
0.0351,0.1090,-0.1170,1.1690,-5.2670,18.5040,-38.0460,35.1200
0.0353,0.1150,-0.1080,1.1890,-7.1910,17.7860,-37.6490,35.0200
0.0355,0.1210,-0.1110,1.1850,-5.3740,17.6180,-38.2290,34.9800
0.0357,0.1220,-0.1190,1.1910,-5.1600,16.8850,-39.3740,35.1200
0.0359,0.1230,-0.1050,1.2000,-3.9850,17.4810,-39.2060,35.1200
0.0362,0.1290,-0.1280,1.1800,-6.1830,18.4430,-38.5650,34.9800
0.0364,0.1260,-0.1170,1.1860,-4.7790,19.9390,-40.3660,35.1200
0.0366,0.1150,-0.1200,1.1810,-2.8850,20.7330,-41.4660,34.9800
0.0368,0.1180,-0.1210,1.1640,-3.6340,21.8630,-41.9390,35.0700
0.0371,0.1050,-0.1360,1.1680,-4.8850,22.0000,-41.9240,35.0200
0.0373,0.1000,-0.1220,1.1550,-5.5880,21.2980,-41.5420,35.0700
0.0376,0.1030,-0.1250,1.1520,-4.7790,20.1830,-43.9240,35.0700
0.0378,0.1190,-0.1170,1.1680,-2.0920,20.0610,-45.9540,35.0200
0.0382,0.1250,-0.1220,1.1860,0.1830,20.7790,-46.3660,35.0700
0.0385,0.1320,-0.1100,1.1810,-1.5420,22.3050,-44.7020,34.9800
0.0387,0.1170,-0.1040,1.1890,-4.5500,23.8930,-44.0310,35.1200
0.0389,0.1080,-0.1050,1.1770,-6.4270,24.5500,-43.4660,34.9800
0.0391,0.0910,-0.1080,1.1610,-2.9160,24.0460,-45.6950,35.0700
0.0394,0.0920,-0.1190,1.1650,-1.2370,22.8240,-47.0990,35.0700
0.0396,0.1030,-0.1190,1.1770,-1.2520,22.5040,-46.4120,34.9800
0.0398,0.1050,-0.1270,1.1660,-0.9620,22.7940,-46.1370,35.0200
0.0400,0.1060,-0.1150,1.1650,-2.0150,23.1450,-44.9770,35.0200
0.0402,0.0960,-0.1210,1.1550,-2.5500,23.3740,-45.2980,34.9800
0.0404,0.0940,-0.1130,1.1580,-4.0760,23.0840,-43.4050,35.0200
0.0406,0.0810,-0.1110,1.1340,-4.8850,22.8550,-43.1600,35.0700
0.0409,0.0980,-0.1180,1.1580,-3.9850,21.5880,-43.9240,35.0700
0.0411,0.1120,-0.1100,1.1700,-3.7560,21.8470,-43.8930,35.1200
0.0413,0.1070,-0.0800,1.1470,-3.7560,21.9850,-43.7100,35.0200
0.0415,0.1030,-0.0820,1.1460,-2.9470,21.0990,-45.1150,34.9800
0.0417,0.0980,-0.0960,1.1580,-1.6790,20.4730,-47.3590,35.0200
0.0419,0.1100,-0.0940,1.1730,-2.1370,19.6030,-47.0840,34.9800
0.0421,0.1250,-0.1060,1.1630,-2.0000,19.6030,-47.6640,35.0700
0.0423,0.1360,-0.0980,1.1880,-4.7630,20.7020,-46.0920,35.0200
0.0425,0.1490,-0.0980,1.1940,-7.6490,22.5650,-48.1680,35.0700
