Time,AX,AY,AZ,GX,GY,GZ,T
0.0000,0.0350,-0.1250,1.1670,-1.9080,23.6640,-59.2670,34.9800
0.0005,0.0300,-0.1170,1.1570,-0.9620,23.5270,-58.0920,35.0200
0.0009,0.0240,-0.1210,1.1460,-2.1370,22.5040,-57.0840,34.9800
0.0013,0.0260,-0.1290,1.1560,-5.7250,20.3360,-54.6720,34.9800
0.0017,0.0360,-0.1320,1.1590,-4.8240,19.4660,-54.2600,35.0200
0.0022,0.0410,-0.1210,1.1560,-1.0990,18.1530,-54.4120,34.9800
0.0026,0.0580,-0.1430,1.1740,-1.1450,18.7020,-55.7710,35.0700
0.0030,0.0590,-0.1390,1.1640,-1.9690,17.9690,-56.7330,35.0200
0.0036,0.0520,-0.1310,1.1740,2.4270,18.3970,-58.4270,34.9800
0.0040,0.0680,-0.1310,1.1790,4.1680,17.8630,-59.3590,34.9800
0.0045,0.0810,-0.1320,1.1980,2.6110,19.1910,-57.6490,35.1200
0.0049,0.0750,-0.1190,1.1790,-1.6640,18.9310,-54.3050,34.8800
0.0052,0.0810,-0.1000,1.1690,-0.9010,19.2210,-54.6260,35.0700
0.0056,0.0790,-0.0830,1.1590,2.0000,18.3970,-55.2060,35.0200
0.0060,0.0970,-0.0970,1.1600,1.1600,17.9540,-55.8930,34.9800
0.0063,0.1060,-0.0850,1.1670,-0.2900,17.9690,-56.1070,35.0200
0.0067,0.1090,-0.0740,1.1600,1.2060,19.2210,-56.8850,35.0200
0.0072,0.1040,-0.0740,1.1630,4.4580,19.9850,-60.1070,35.0700
0.0076,0.0900,-0.0770,1.1590,1.7560,19.8170,-59.8020,35.0200
0.0089,0.0950,-0.0950,1.1490,-0.6720,19.7860,-58.3970,34.9300
0.0093,0.0930,-0.1040,1.1530,-0.9620,18.6560,-59.1910,34.9800
0.0096,0.1060,-0.0980,1.1840,-1.7100,19.5270,-58.3360,34.9300
0.0099,0.1100,-0.0980,1.1920,-1.1150,21.0080,-57.1300,35.0200
0.0102,0.1140,-0.0850,1.1830,-2.1070,22.2900,-56.4430,34.9800
0.0107,0.1060,-0.1000,1.1830,-2.8850,22.7330,-53.3130,35.0200
0.0111,0.0980,-0.1250,1.1650,0.3510,21.6490,-54.7630,34.9300
0.0115,0.1030,-0.1340,1.1800,0.8550,21.7100,-55.4050,35.0700
0.0120,0.1130,-0.1400,1.1630,1.5730,21.1600,-55.9080,34.9300
0.0124,0.1090,-0.1440,1.1530,1.0230,21.3890,-54.8400,35.0700
0.0129,0.0940,-0.1110,1.1370,-1.7860,20.5500,-54.4730,34.9800
0.0137,0.0790,-0.0790,1.1420,0.1370,17.9850,-57.3280,35.0200
0.0143,0.0790,-0.0560,1.1450,1.2670,17.4050,-58.3660,34.9800
0.0147,0.0960,-0.0430,1.1680,-2.7940,17.2980,-56.6110,34.9800
0.0157,0.1000,-0.0520,1.1770,-3.2820,18.9770,-57.5570,35.0200
0.0172,0.0910,-0.0560,1.1750,-5.0080,20.0760,-57.1760,34.9800
0.0175,0.0860,-0.0470,1.1650,-4.9770,22.0610,-56.4730,34.9800
0.0179,0.0810,-0.0800,1.1520,-3.9690,22.0460,-56.8850,35.0200
0.0182,0.0830,-0.0940,1.1230,-7.2820,22.0920,-57.3890,35.0700
0.0186,0.0730,-0.1130,1.1600,-2.5190,21.6030,-56.3050,35.0200
0.0189,0.0630,-0.0980,1.1400,-4.2600,20.4120,-57.0080,34.9800
0.0194,0.0740,-0.0930,1.1400,-5.6640,18.8550,-57.1450,35.0700
0.0200,0.0760,-0.0520,1.1490,-9.0530,19.4200,-58.3820,35.0200
0.0204,0.0730,0.0030,1.1450,-9.3280,21.3740,-62.5040,34.9300
0.0208,0.0670,-0.0330,1.1370,-11.0230,23.0530,-63.0530,34.9800
0.0216,0.0730,-0.1270,1.1780,-13.8780,24.3510,-65.1600,35.0200
0.0230,0.0890,-0.1450,1.2030,-14.1370,26.6110,-62.3820,34.9800
