Time,AX,AY,AZ,GX,GY,GZ,T
0.0000,0.0490,-0.1460,1.1650,-2.1530,21.1150,-43.3130,35.3500
0.0005,0.0390,-0.1420,1.1440,-2.2440,19.8020,-42.9770,35.4900
0.0009,0.0440,-0.1510,1.1490,-4.0000,16.4580,-42.9770,35.4500
0.0014,0.0650,-0.1650,1.1920,-3.0840,15.4810,-43.4810,35.5400
0.0018,0.0770,-0.1760,1.1990,-1.4810,19.1450,-43.6340,35.4900
0.0022,0.0770,-0.1850,1.1960,-1.2210,21.0530,-43.6490,35.4500
0.0027,0.0600,-0.1830,1.1970,-0.3050,20.2750,-43.8630,35.4500
0.0032,0.0430,-0.1850,1.1810,-0.0310,21.0380,-42.8850,35.4000
0.0038,0.0510,-0.1620,1.1720,-0.7480,20.3210,-41.8320,35.4900
0.0042,0.0740,-0.1490,1.1680,-0.9310,21.0690,-41.3740,35.4500
0.0047,0.0860,-0.1370,1.1610,-1.0230,21.4050,-42.5500,35.4000
0.0053,0.0780,-0.1380,1.1570,-1.0530,21.2210,-43.5570,35.5400
0.0057,0.0570,-0.1270,1.1310,-2.9160,21.2370,-43.6790,35.4500
0.0060,0.0700,-0.1310,1.1440,-4.8090,19.2370,-43.8630,35.4900
0.0063,0.0870,-0.1530,1.1910,-3.8930,17.0080,-45.0230,35.4900
0.0067,0.0950,-0.1770,1.2150,-0.3210,19.9540,-45.5880,35.4500
0.0070,0.0580,-0.1560,1.2180,0.9160,20.2750,-44.5190,35.4900
0.0073,0.0910,-0.1890,1.1550,4.7020,27.5110,-45.1150,35.5400
0.0076,0.0450,-0.1540,1.1350,-2.7020,18.2600,-44.5800,35.4500
0.0079,0.0980,-0.1510,1.1670,-2.2290,19.2980,-45.1760,35.5900
0.0083,0.0830,-0.1610,1.1560,-2.7330,20.7940,-45.4350,35.4900
0.0086,0.0600,-0.1660,1.1500,-3.4810,19.8020,-46.1370,35.4500
0.0089,0.0450,-0.1620,1.1680,-5.0990,19.3890,-46.4430,35.4000
0.0092,0.0300,-0.1690,1.1850,-3.7250,20.2140,-45.0990,35.5400
0.0096,0.0410,-0.1890,1.2100,-1.3890,18.7020,-44.2440,35.4500
0.0099,0.0610,-0.1780,1.2080,-0.4430,19.5270,-43.9080,35.4000
0.0102,0.0660,-0.1700,1.1790,0.5500,21.9850,-44.0310,35.4900
0.0106,0.0680,-0.1560,1.1780,0.5800,21.3590,-44.8550,35.4500
0.0110,0.0740,-0.1570,1.1630,-0.1980,20.2440,-45.7710,35.4900
0.0114,0.0750,-0.1620,1.1790,-0.0310,20.3660,-46.2140,35.4500
0.0118,0.0780,-0.2090,1.1400,-0.3210,22.4890,-46.0760,35.4500
0.0122,0.0240,-0.1720,1.2200,2.7180,25.2210,-46.1220,35.4900
0.0126,0.0440,-0.1670,1.1410,3.2670,22.1370,-45.4050,35.4900
0.0131,0.0260,-0.1350,1.1570,-9.9540,29.5570,-39.7710,35.4500
0.0136,0.0320,-0.1660,1.1180,1.1450,28.4430,-41.7400,35.4900
0.0140,0.0540,-0.1250,1.1360,-1.1600,27.0840,-41.7100,35.4500
0.0144,0.0610,-0.1140,1.1240,-3.1600,25.3890,-42.0760,35.4500
0.0148,0.0550,-0.0930,1.2240,-6.5040,17.1910,-41.5420,35.4900
0.0152,0.0290,-0.1340,1.1310,-3.9240,25.7710,-44.2750,35.4900
0.0158,0.0570,-0.0830,1.1800,-5.1760,20.4580,-44.9770,35.4500
0.0163,0.0530,-0.1860,1.0820,-1.7250,22.4270,-47.9080,35.4000
0.0166,0.0210,-0.1490,1.1640,-3.8470,20.1370,-45.5730,35.5400
0.0169,0.0330,-0.1550,1.1780,-1.7560,16.9160,-44.7790,35.4500
