Time,AX,AY,AZ,GX,GY,GZ,T
0.0000,0.0150,-0.0370,1.2120,-7.7860,28.9310,-53.0840,34.2700
0.0004,0.0310,-0.0050,1.2190,-7.2980,27.5730,-52.1680,34.3200
0.0007,0.0240,0.0070,1.2000,-3.6490,28.6260,-51.0990,34.2700
0.0011,0.0350,0.0090,1.1900,-2.0920,27.7100,-52.7940,34.4100
0.0015,0.0270,0.0280,1.2020,-2.8090,26.0310,-54.8550,34.3200
0.0019,0.0240,0.0030,1.1920,-2.3510,26.4430,-57.3130,34.3700
0.0023,0.0210,-0.0180,1.1940,-3.3590,25.7250,-57.8020,34.2200
0.0027,0.0270,-0.0260,1.1910,-7.8930,26.8550,-57.7560,34.3200
0.0031,0.0080,-0.0320,1.1920,-10.8550,28.1830,-57.6490,34.2700
0.0035,0.0250,-0.0110,1.2110,-18.1220,28.5650,-55.2370,34.3200
0.0040,0.0070,-0.0030,1.2060,-21.5420,26.1070,-49.9690,34.3200
0.0045,-0.0070,-0.0240,1.2010,-10.2750,24.9310,-44.1680,34.3700
0.0049,-0.0240,-0.0290,1.2020,-0.9160,24.6410,-40.4120,34.3200
0.0053,-0.0300,-0.0310,1.1990,2.3970,23.6490,-39.4050,34.2700
0.0062,-0.0300,-0.0350,1.1830,1.1150,22.6560,-39.9690,34.3200
0.0066,-0.0420,-0.0470,1.1800,-3.0080,20.9310,-42.1070,34.3200
0.0070,-0.0410,-0.0540,1.1710,-3.6030,20.0150,-45.0080,34.3700
0.0073,-0.0540,-0.0620,1.1870,-0.1980,17.5270,-43.8470,34.3700
0.0076,-0.0650,-0.0880,1.1740,8.4270,17.4960,-38.9620,34.3200
0.0079,-0.0740,-0.1030,1.1910,8.1070,18.4890,-35.9390,34.3700
0.0083,-0.0860,-0.1170,1.2010,1.2370,20.0920,-32.8240,34.2200
0.0086,-0.0980,-0.1130,1.2130,-2.3360,23.5570,-28.6870,34.3200
0.0089,-0.0820,-0.0900,1.1990,-5.3740,23.5270,-27.5420,34.2700
0.0093,-0.0670,-0.0650,1.1890,-7.3740,24.5040,-25.3130,34.3200
0.0096,-0.0410,-0.0520,1.1410,-3.5570,19.6030,-22.3970,34.3700
0.0100,-0.0330,-0.0550,1.1390,4.3970,14.7630,-20.6260,34.2700
0.0103,-0.0300,-0.0500,1.1770,10.9160,10.4120,-17.1760,34.3200
0.0107,-0.0370,-0.1080,1.2220,22.7330,9.2980,-5.0530,34.2700
0.0110,-0.0720,-0.1750,1.2580,29.9390,8.6410,5.1300,34.2700
0.0113,-0.0590,-0.1640,1.2770,15.8020,13.0380,8.0000,34.3200
0.0116,-0.0440,-0.1090,1.2510,-0.8240,21.4960,8.0760,34.2700
0.0119,-0.0150,-0.0030,1.2430,-15.0690,25.2370,7.4660,34.4100
0.0126,0.0180,0.0820,1.1960,-17.4200,26.5190,-0.7020,34.4100
0.0134,0.0580,0.1480,1.1490,-14.4120,26.5500,-14.7630,34.2700
0.0140,0.0800,0.1480,1.1120,-1.8470,22.0610,-25.9240,34.3200
0.0144,0.0790,0.0830,1.1020,9.4960,14.9010,-32.2140,34.2700
0.0148,0.0720,0.0400,1.1640,14.9310,9.4050,-36.2750,34.2700
0.0152,0.0830,0.0400,1.1970,8.1530,9.3740,-37.9850,34.3200
0.0156,0.0740,0.0230,1.2020,9.6640,10.5340,-35.4200,34.3700
0.0159,0.0540,-0.0170,1.2370,18.2440,14.2440,-35.6340,34.3200
0.0163,0.0530,-0.0260,1.2510,18.6870,18.3210,-30.5190,34.3200
0.0166,0.0390,-0.0560,1.2420,17.8780,24.5950,-25.2060,34.2700
0.0169,0.0400,-0.0370,1.2350,10.4270,31.4050,-20.6720,34.2200
0.0172,0.0560,-0.0120,1.2220,-1.8630,38.5650,-21.4960,34.3200
0.0177,0.0620,0.0300,1.1940,-17.6950,44.9470,-21.4350,34.2700
0.0183,0.0800,0.0540,1.1300,-30.5340,47.1150,-24.0150,34.3200
0.0186,0.0890,0.0780,1.0890,-33.8020,45.8630,-27.2820,34.3200
0.0190,0.0710,0.0560,1.1090,-31.0690,43.6340,-33.4660,34.2700
0.0193,0.0450,0.0570,1.1110,-30.3660,42.0920,-38.0460,34.3200
0.0196,0.0410,0.0650,1.1050,-24.9920,39.9240,-34.9920,34.2700
0.0199,0.0620,0.0940,1.1070,-21.0840,39.9540,-33.5880,34.2700
0.0202,0.0510,0.0970,1.1060,-23.4660,38.4120,-33.3740,34.3200
0.0205,0.0560,0.1100,1.1140,-27.5420,37.4050,-37.5730,34.3700
