Time,AX,AY,AZ,GX,GY,GZ,T
0.0000,-0.0400,0.0450,1.0000,-6.1980,49.3280,8.6560,34.0800
0.0005,-0.0630,0.0420,1.0040,1.8630,39.1910,3.6640,34.1300
0.0009,-0.0830,0.0420,1.0640,-0.8090,32.0920,-3.2820,34.0400
0.0013,-0.0820,0.0590,1.0680,-12.4430,24.3510,-5.6030,34.0800
0.0018,-0.0730,0.0730,1.0530,-19.3890,23.5110,-8.4270,34.0400
0.0024,-0.0640,0.0830,1.0840,-15.2060,20.5950,-14.0000,34.0400
0.0028,-0.0510,0.0550,1.1280,-1.8470,15.4500,-19.0530,34.0800
0.0032,-0.0370,0.0120,1.1830,9.4200,16.4120,-20.0460,34.0400
0.0036,-0.0610,-0.0090,1.2370,5.5110,18.1530,-22.1220,34.0800
0.0041,-0.0750,-0.0300,1.2590,-0.6870,22.2440,-26.7480,33.9900
0.0045,-0.0680,-0.0640,1.2170,-5.3890,30.7180,-27.7560,34.1300
0.0049,-0.0670,-0.0470,1.2180,-14.8700,42.6110,-24.0460,34.0800
0.0053,-0.0730,-0.0130,1.2180,-23.8470,46.3970,-17.2520,34.0400
0.0057,-0.0540,0.0000,1.1160,-26.8400,49.8780,-8.3510,34.0400
0.0061,-0.0430,-0.0130,1.0340,-13.9390,46.5800,-4.9010,34.0400
0.0065,-0.0260,0.0200,0.9820,-5.4660,38.7790,-8.7790,34.0400
0.0068,-0.0540,0.0220,1.0570,-1.1150,28.7180,-12.2140,33.9900
0.0072,-0.0350,0.0320,1.0880,5.3280,17.0690,-17.0080,34.0800
0.0081,-0.0610,0.0420,1.1540,4.1220,13.8170,-20.0000,34.0400
0.0085,-0.0340,0.0250,1.1800,2.2600,13.7560,-21.3130,34.0800
0.0088,-0.0460,0.0130,1.1880,-1.7100,18.2290,-20.3050,34.0400
0.0092,-0.0350,0.0100,1.1810,-5.9240,23.5570,-21.3130,34.0400
0.0096,-0.0260,0.0360,1.1810,-14.6260,25.6180,-22.8090,34.0800
0.0099,-0.0250,0.0210,1.1820,-13.1760,26.5340,-23.3590,34.0400
0.0103,-0.0150,0.0200,1.1720,-7.8170,28.1980,-22.4730,34.0800
0.0106,0.0230,0.0230,1.1710,-7.9240,27.4050,-20.7480,34.0800
0.0109,-0.0030,-0.0030,1.1680,-14.6110,29.2370,-20.4580,34.0400
0.0113,0.0120,-0.0090,1.1420,-17.3440,28.5040,-20.7480,34.1800
0.0120,0.0320,-0.0010,1.1290,-16.1070,26.2600,-24.4270,34.1300
0.0128,0.0210,0.0160,1.1710,-16.3210,23.7560,-30.2140,34.0400
0.0132,0.0160,0.0470,1.1800,-12.4730,21.4810,-34.7020,34.1800
0.0136,0.0010,0.0600,1.2190,-4.8090,20.8400,-40.1530,34.1300
0.0140,-0.0210,0.0420,1.2540,-1.4960,19.9690,-43.7250,33.9900
0.0144,-0.0470,0.0090,1.2630,-3.1300,22.0460,-44.1530,34.1300
0.0148,-0.0770,-0.0770,1.2720,-0.5950,23.3130,-42.1980,34.0400
0.0152,-0.0910,-0.1320,1.2810,0.6870,29.2370,-36.4120,34.0800
0.0156,-0.1000,-0.1620,1.2360,-2.6720,30.7020,-28.3660,34.1300
0.0162,-0.1000,-0.1480,1.1890,-5.2370,30.3820,-22.7480,34.0400
0.0165,-0.0880,-0.1040,1.1580,-4.1980,28.4430,-16.7940,34.0800
0.0168,-0.0710,-0.0400,1.1480,-0.3970,25.4500,-15.3890,34.0400
0.0172,-0.0550,0.0300,1.1680,-5.7250,24.4120,-18.2440,34.1800
0.0176,-0.0450,0.0730,1.1970,-5.8930,20.3820,-22.5500,34.1300
0.0182,-0.0400,0.0890,1.2000,-0.5190,18.7020,-29.1600,34.0400
0.0186,-0.0460,0.0940,1.1990,6.7940,18.9160,-34.0610,34.0800
0.0189,-0.0480,0.0760,1.1950,3.5730,17.0530,-41.5270,34.0400
0.0192,-0.0550,0.0630,1.1940,-0.9620,13.9080,-48.9770,33.9900
0.0195,-0.0730,0.0160,1.1890,-5.4050,11.4200,-54.3360,34.0400
0.0198,-0.1010,-0.0320,1.1890,-5.7250,9.8470,-56.3970,34.0400
0.0201,-0.1230,-0.0850,1.2020,-2.6410,10.0610,-52.3360,34.0800
0.0204,-0.1440,-0.1290,1.2040,-0.0310,10.8850,-45.8020,34.1800
0.0207,-0.1510,-0.1500,1.1910,1.0840,12.7180,-36.3510,34.1300
0.0210,-0.1510,-0.1520,1.1540,-3.4350,13.8930,-31.6790,34.0800
0.0213,-0.1390,-0.1050,1.1220,-12.2290,14.9010,-29.3890,34.1300
0.0215,-0.1200,-0.0510,1.0780,-20.7630,13.1300,-29.9240,34.0400
0.0218,-0.1000,-0.0210,1.0510,-27.0380,7.5270,-33.4200,34.0800
0.0221,-0.0730,0.0280,1.0750,-26.0150,-1.2060,-39.1300,34.0400
0.0224,-0.0530,0.0490,1.1040,-11.0840,-9.8780,-43.8170,34.0800
0.0227,-0.0400,0.0390,1.1670,4.1530,-13.3740,-48.3970,34.0800
0.0230,-0.0330,-0.0060,1.2250,7.2820,-12.9920,-50.7940,34.1300
0.0233,-0.0300,-0.0510,1.2660,4.5040,-6.6720,-49.9240,34.0800
0.0236,-0.0430,-0.0670,1.2680,-7.0230,1.1600,-47.1910,34.0400
0.0238,-0.0380,-0.0540,1.2250,-16.3510,7.6030,-41.6340,34.1300
0.0243,-0.0330,-0.0420,1.1880,-22.6410,11.9540,-37.8170,33.9900
0.0246,-0.0400,-0.0360,1.1540,-28.9160,14.1530,-36.6870,34.0400
0.0249,-0.0220,-0.0060,1.1530,-28.3970,15.4810,-36.0760,34.2200
0.0252,-0.0100,0.0050,1.1460,-28.0150,14.8550,-36.4270,33.9400
0.0255,-0.0010,0.0320,1.1350,-27.9540,14.9620,-40.7180,34.1300
0.0257,-0.0100,0.0370,1.1240,-28.1830,12.6110,-45.4960,34.0800
0.0260,-0.0170,0.0290,1.1000,-19.7400,8.7480,-51.3280,34.0800
0.0263,-0.0280,0.0050,1.1330,-6.1070,5.9390,-54.4430,34.0400
0.0266,-0.0270,-0.0290,1.1430,2.4430,2.3510,-52.8700,33.9900
0.0268,-0.0380,-0.0950,1.1430,9.3440,1.2670,-48.6720,34.0400
0.0271,-0.0420,-0.1620,1.1510,13.2060,1.2060,-44.0310,34.1300
0.0274,-0.0590,-0.1900,1.2030,4.8700,6.5950,-41.2820,34.0800
0.0277,-0.0320,-0.1690,1.2280,-14.3360,8.1530,-38.5340,34.1300
0.0280,-0.0150,-0.1210,1.2660,-19.9390,16.9470,-34.3360,34.0800
0.0282,0.0060,-0.0600,1.2400,-21.2210,23.9240,-34.2290,34.0800
0.0285,0.0160,-0.0030,1.2040,-26.0310,28.7630,-36.3660,34.1300
0.0287,0.0220,0.0100,1.1220,-27.2820,27.7400,-41.5110,34.0800
0.0290,-0.0040,-0.0370,1.0950,-18.1680,24.0310,-48.2600,34.0800
0.0292,0.0000,-0.0550,1.0880,-14.7630,18.6720,-53.2210,34.0400
0.0295,-0.0050,-0.0560,1.0990,-19.6180,15.1300,-55.2370,34.0800
0.0297,-0.0240,-0.0840,1.1210,-7.4050,10.9160,-55.4350,34.1300
0.0300,-0.0280,-0.0930,1.1330,5.7100,7.4660,-52.1220,34.0400
0.0302,-0.0440,-0.1190,1.1540,9.0840,8.6720,-50.4730,34.1300
0.0305,-0.0370,-0.1350,1.1460,1.7250,5.2670,-49.6030,34.1300
0.0307,-0.0340,-0.1430,1.1520,4.7020,8.1980,-47.9850,34.0800
0.0310,-0.0370,-0.1250,1.1840,9.3740,7.9850,-42.7790,34.0800
0.0312,-0.0290,-0.1010,1.2130,1.7250,10.2440,-40.4120,34.0400
0.0315,-0.0460,-0.0890,1.2150,-2.2440,17.5420,-39.3590,33.9900
