Time,AX,AY,AZ,GX,GY,GZ,T
0.0000,-0.0010,-0.0080,1.2310,-12.4270,30.6720,-39.3130,33.8000
0.0068,-0.0310,-0.0070,1.2490,-12.1070,33.2670,-38.5500,33.8500
0.0190,-0.0400,-0.0370,1.2280,-11.2820,39.5270,-39.4200,33.8900
0.0246,-0.0510,-0.0490,1.1780,-10.9310,38.6870,-35.0840,33.8500
0.0374,-0.0490,-0.0620,1.1220,-8.0310,33.2060,-29.7400,33.8500
0.0494,-0.0470,-0.0600,1.1120,-4.4730,31.9540,-29.6490,33.8900
0.0566,-0.0340,-0.0520,1.1310,-3.6950,25.4500,-30.8400,33.7500
0.0682,-0.0290,-0.0500,1.1870,-3.5880,21.6030,-30.1370,33.8000
0.0802,-0.0470,-0.0850,1.2460,-1.6180,21.9080,-29.4200,33.8900
0.0868,-0.0670,-0.0870,1.2900,-2.3660,21.8930,-27.7250,33.8500
0.0993,-0.0650,-0.0580,1.2900,-4.7630,32.7940,-26.4730,33.8900
0.1058,-0.0700,-0.0530,1.2230,-8.5340,37.1760,-24.6260,33.8500
0.1181,-0.0680,-0.0410,1.1780,-12.9310,42.2600,-24.5800,33.8500
0.1299,-0.0470,-0.0320,1.1410,-11.4500,41.4500,-21.2210,33.8900
0.1368,-0.0540,-0.0390,1.1190,-5.6640,34.4580,-20.9620,33.8500
0.1486,-0.0550,-0.0540,1.1360,2.3660,29.3590,-23.6490,33.8000
0.1555,-0.0530,-0.0480,1.1820,1.6180,26.3820,-25.1300,33.8500
0.1678,-0.0520,-0.0250,1.1840,-2.9160,26.7180,-27.2820,33.8500
0.1798,-0.0530,0.0100,1.1570,-6.4730,29.3740,-23.9080,33.8900
0.1869,-0.0380,0.0280,1.1010,-7.7250,31.0380,-20.7480,33.8500
0.1986,-0.0370,0.0210,1.1140,-3.4660,31.8780,-17.1150,33.7500
0.2058,-0.0180,0.0130,1.0840,-4.7940,32.5500,-14.6720,33.8900
0.2178,-0.0350,-0.0040,1.0810,-11.8630,27.7560,-16.9770,33.8500
0.2300,-0.0310,-0.0200,1.0920,-16.6870,22.7940,-19.2980,33.8900
0.2369,-0.0140,-0.0390,1.1230,-18.5800,19.2370,-19.0080,33.8000
