Time,AX,AY,AZ,GX,GY,GZ,T
0.0000,0.2280,-0.1570,1.1470,-2.3050,19.8780,-44.4890,34.8400
0.0005,0.2280,-0.1930,1.1640,-2.0150,19.6180,-43.4200,34.7900
0.0009,0.2250,-0.1920,1.1480,-3.1450,19.8780,-43.2210,34.8400
0.0013,0.2320,-0.1890,1.1530,-2.1220,20.1220,-43.2820,34.8400
0.0017,0.2400,-0.1820,1.1470,-2.6410,20.4120,-42.7940,34.7900
0.0021,0.2260,-0.1670,1.1560,-3.4200,21.6490,-43.2670,34.9300
0.0026,0.2300,-0.1420,1.1520,-2.3050,22.4270,-43.6490,34.7900
0.0030,0.2330,-0.1440,1.1460,-3.0080,22.8400,-44.0610,34.7900
0.0034,0.2340,-0.1730,1.1440,-4.0000,23.2210,-43.1760,34.8400
0.0038,0.2370,-0.1970,1.1510,-3.6490,23.6640,-42.7180,34.8800
0.0042,0.2450,-0.2110,1.1510,-3.9690,23.7250,-42.3050,34.8800
0.0052,0.2530,-0.2050,1.1490,-5.4660,23.1150,-42.0150,34.8400
0.0056,0.2570,-0.1780,1.1570,-5.5880,23.7100,-41.7560,34.7900
0.0060,0.2710,-0.1610,1.1430,-6.0150,24.4890,-42.5040,34.7900
0.0063,0.2790,-0.1660,1.1660,-5.0230,25.0840,-43.2820,34.7400
0.0066,0.2800,-0.1720,1.1670,-4.5190,26.4580,-43.7560,34.8800
0.0070,0.2850,-0.1800,1.1540,-5.3280,26.7480,-43.6790,34.7900
0.0073,0.2810,-0.1900,1.1560,-5.2370,27.7400,-43.9540,34.7900
0.0077,0.2680,-0.1730,1.1590,-3.0380,28.9010,-44.4430,34.7900
0.0081,0.2600,-0.1590,1.1440,-10.9920,31.5570,-48.3210,34.8400
0.0085,0.2810,-0.1310,1.1640,-10.5190,28.1980,-47.3740,34.8400
0.0088,0.3040,-0.1260,1.1300,-4.0610,31.9690,-49.9540,34.7900
0.0092,0.2800,-0.1650,1.1820,1.9850,37.7560,-51.3280,34.8400
0.0096,0.2930,-0.1830,1.1250,-8.5190,39.2980,-50.5340,34.7900
0.0099,0.2710,-0.1980,1.1690,-9.5420,36.6560,-49.9690,34.8800
0.0103,0.2460,-0.1750,1.1640,-5.5880,38.5190,-51.6340,34.8400
0.0106,0.2480,-0.1650,1.1630,-7.3890,34.1070,-51.9080,34.8800
0.0110,0.2520,-0.1920,1.1510,-9.3590,35.1600,-53.2980,34.8800
0.0113,0.2610,-0.2180,1.1560,-10.5950,38.4890,-56.5650,34.9300
0.0116,0.2530,-0.2020,1.2290,-3.4200,35.4960,-55.3130,34.8800
0.0120,0.2350,-0.2020,1.1500,-9.8320,34.7180,-55.3590,34.8800
0.0125,0.2380,-0.1790,1.1500,-12.4730,33.0230,-52.1530,34.8400
0.0130,0.2010,-0.1340,1.1720,-6.4730,32.8240,-53.1760,34.8800
0.0135,0.2050,-0.1290,1.1590,-11.0530,29.0990,-54.7790,34.8800
0.0139,0.1960,-0.1410,1.1390,-1.9390,36.1980,-59.8170,34.8400
0.0143,0.1800,-0.1600,1.1280,-7.0380,31.5270,-55.2210,34.7900
0.0148,0.2230,-0.1810,1.1860,-4.7480,36.0310,-60.6560,34.7900
0.0154,0.2160,-0.2370,1.1780,-8.4890,32.9310,-59.5110,34.8400
0.0159,0.1920,-0.2170,1.1630,-10.3360,33.7710,-58.9010,34.8800
0.0164,0.2040,-0.1880,1.1970,-9.8470,35.7860,-57.0230,34.8400
0.0169,0.1950,-0.1760,1.1920,-7.9850,38.9770,-56.7940,34.9300
0.0173,0.1850,-0.2150,1.1960,-0.4120,40.1070,-58.9470,34.8800
0.0177,0.1920,-0.2170,1.1960,-3.5270,41.6030,-53.8780,34.8400
0.0180,0.1590,-0.2720,1.2040,1.3130,40.8090,-56.8700,34.9300
0.0184,0.1340,-0.2380,1.1530,-0.5800,36.3510,-54.6720,34.8800
0.0187,0.1080,-0.2160,1.1460,1.6640,36.1220,-57.7560,34.8400
0.0190,0.1180,-0.1800,1.1450,1.7400,34.7790,-57.2670,34.8800
0.0193,0.1060,-0.1390,1.1850,7.2370,34.3360,-61.8470,34.8800
0.0196,0.1200,-0.1350,1.2130,6.0310,31.7400,-62.4430,34.8400
0.0202,0.1310,-0.1470,1.1770,8.1070,37.3890,-63.5110,34.7900
0.0206,0.1230,-0.1620,1.1270,5.3130,36.1980,-64.4730,34.9800
0.0210,0.1060,-0.1560,1.1250,7.6180,33.3130,-64.3660,34.8400
0.0216,0.1070,-0.1720,1.1140,3.6340,32.4120,-65.0380,34.8800
0.0227,0.1100,-0.1800,1.1200,3.8470,31.4660,-64.6720,34.8800
0.0233,0.1240,-0.1740,1.1330,-0.7020,31.4960,-59.7710,34.8800
0.0236,0.1370,-0.1630,1.1860,-7.1910,33.9850,-52.2900,34.7900
0.0240,0.1290,-0.1280,1.1520,-8.0150,37.6640,-50.0150,34.8400
0.0246,0.1190,-0.1210,1.1710,-9.7400,38.8400,-45.5730,34.8400
0.0251,0.0840,-0.1320,1.1510,-2.5500,40.2900,-49.8020,34.8800
0.0256,0.0840,-0.1530,1.1380,-0.8240,37.2060,-56.9920,34.9300
0.0260,0.0950,-0.2160,1.1490,2.1530,34.0000,-61.1910,34.8800
0.0264,0.0950,-0.2190,1.1580,3.6340,31.8780,-62.1530,34.7900
0.0267,0.0880,-0.2080,1.1750,0.8550,31.3440,-60.4430,34.7400
0.0270,0.0960,-0.1590,1.1890,4.2140,32.2440,-61.5570,34.8400
0.0274,0.0910,-0.0930,1.1900,6.1070,33.2370,-59.6490,34.7900
0.0278,0.0770,-0.1060,1.1780,7.8470,32.1680,-62.1070,34.8400
0.0282,0.0860,-0.0910,1.1620,12.3970,31.0530,-69.2670,34.8800
0.0286,0.0480,-0.1920,1.1060,15.9390,27.3890,-67.7710,34.7900
0.0289,0.0490,-0.1840,1.1220,10.0460,26.6110,-63.7560,34.8400
0.0292,0.0760,-0.1670,1.1430,11.8020,26.1370,-58.6410,34.7900
0.0312,0.0750,-0.1440,1.0980,15.9390,25.1150,-58.4430,34.7900
0.0315,0.0840,-0.1430,1.1310,6.0920,23.7100,-60.1680,34.8400
0.0318,0.0910,-0.1350,1.1530,5.0230,23.8170,-61.2820,34.8800
0.0321,0.0970,-0.1310,1.1440,12.7480,24.1530,-62.1680,34.8400
0.0325,0.0940,-0.1290,1.1280,0.3210,23.5110,-60.0310,34.8400
0.0328,0.0890,-0.1120,1.1170,-2.1370,24.3510,-55.8630,34.8800
0.0333,0.0780,-0.1080,1.1230,-5.9240,24.4270,-57.9540,34.8400
0.0336,0.1000,-0.0660,1.1800,-9.5110,25.8470,-60.1370,34.7400
0.0340,0.1030,-0.0610,1.1970,-6.4430,26.6560,-62.6720,34.7900
0.0343,0.1220,-0.0420,1.2230,-5.8020,31.3130,-61.7710,34.8400
0.0346,0.0970,-0.0680,1.1960,-11.4810,34.6110,-57.6950,34.7400
0.0349,0.0820,-0.0780,1.1800,-13.9690,36.6110,-56.3970,34.8800
0.0353,0.0690,-0.0860,1.1420,-14.3660,36.0150,-57.6340,34.8400
0.0356,0.0480,-0.0900,1.1230,-14.2290,32.5040,-56.3820,34.8800
0.0359,0.0300,-0.1180,1.0860,-22.0760,26.1830,-59.7560,34.7900
0.0362,0.0330,-0.1370,1.1120,-27.1910,21.9850,-60.2900,34.8400
0.0368,0.0360,-0.1400,1.1250,-29.8170,19.7250,-58.6110,34.7900
0.0371,0.0750,-0.0520,1.1250,-15.1910,22.5650,-57.6790,34.7900
0.0375,0.1270,-0.0930,1.1510,-24.4430,50.5800,-42.7180,34.8400
0.0381,0.1260,-0.1160,1.1480,-38.9310,40.9470,-50.7330,34.7900
0.0384,0.1260,-0.1430,1.1690,-38.6110,45.8930,-49.5270,34.8800
0.0387,0.1110,-0.1670,1.1540,-28.9620,41.5570,-53.3590,34.8400
0.0391,0.1320,-0.2120,1.1580,-25.7400,47.9080,-46.8700,34.8800
