Time,AX,AY,AZ,GX,GY,GZ,T
0.0000,0.0110,-0.0480,1.1670,15.3130,15.7250,-30.1530,34.5100
0.0004,0.0110,-0.0520,1.1740,17.1450,16.7180,-26.7480,34.4100
0.0008,0.0030,-0.0380,1.1970,13.3440,15.8470,-20.9010,34.3700
0.0011,0.0160,-0.0280,1.1730,13.5420,16.5040,-15.5730,34.5100
0.0015,-0.0030,-0.0360,1.1580,10.6870,17.4500,-18.0150,34.4600
0.0018,0.0050,-0.0020,1.1530,2.0460,19.5420,-18.5340,34.5500
0.0021,-0.0160,-0.0090,1.1690,-5.4350,20.0000,-24.5040,34.4100
0.0025,-0.0160,-0.0390,1.1720,-7.5570,22.7330,-29.5880,34.4600
0.0028,-0.0290,-0.0370,1.1650,-5.2370,22.7020,-25.0080,34.4600
0.0031,-0.0040,-0.0530,1.1570,-9.2210,23.7100,-21.8320,34.5100
0.0034,-0.0260,-0.0770,1.1310,-10.4890,23.9690,-21.3590,34.4600
0.0038,-0.0260,-0.0660,1.1120,-5.0690,21.2980,-20.7790,34.4600
0.0044,-0.0320,-0.0410,1.1130,3.4810,19.0990,-26.9160,34.4100
0.0049,-0.0210,0.0240,1.1530,6.9160,18.2290,-33.3130,34.5500
0.0056,-0.0020,0.0470,1.1670,6.3820,18.1370,-34.8400,34.4100
0.0059,-0.0230,0.0030,1.1770,9.5730,19.4050,-40.9160,34.5100
0.0062,-0.0180,-0.0180,1.1490,8.7180,21.1450,-43.2820,34.3700
0.0064,-0.0300,-0.0430,1.1620,4.7480,18.1830,-41.2210,34.5100
0.0067,-0.0410,-0.0710,1.1630,-1.8630,18.1680,-44.3050,34.5100
0.0069,-0.0340,-0.0490,1.1400,-2.9620,17.3130,-46.0000,34.4600
0.0073,-0.0350,-0.0260,1.1700,-1.3130,18.6110,-47.8470,34.5100
0.0077,-0.0210,-0.0100,1.1880,-3.6950,20.1530,-49.6790,34.5100
0.0081,-0.0250,-0.0100,1.1800,-6.5040,20.8850,-48.5340,34.5100
0.0084,0.0030,0.0040,1.1720,-3.9390,19.5110,-43.2820,34.5100
0.0087,-0.0140,-0.0060,1.1760,3.6180,18.1980,-38.5800,34.5500
0.0090,-0.0170,-0.0530,1.1610,4.7480,16.3660,-37.8630,34.4600
0.0094,-0.0210,-0.0520,1.1840,1.3890,15.3740,-38.4580,34.4100
0.0097,-0.0120,-0.0470,1.1880,-3.7560,16.8090,-41.0230,34.4600
0.0100,0.0030,-0.0310,1.1700,-3.9080,17.9080,-43.2370,34.4100
0.0103,-0.0060,-0.0420,1.1910,-3.6790,18.1370,-46.4430,34.4100
0.0110,-0.0140,-0.0410,1.1780,-5.8780,17.9240,-47.7560,34.4600
0.0116,-0.0180,-0.0380,1.1880,-11.1760,18.3970,-49.2820,34.4100
0.0120,-0.0110,-0.0290,1.1770,-15.7710,18.9920,-50.0000,34.5100
0.0125,-0.0190,-0.0510,1.1700,-12.7180,19.5420,-49.4660,34.4600
0.0128,-0.0090,-0.0360,1.1630,-13.1600,20.4120,-52.8850,34.4100
0.0131,0.0210,-0.0010,1.1790,-18.1680,20.9920,-56.1070,34.5100
0.0133,0.0240,0.0090,1.1840,-10.4430,18.9620,-49.8930,34.4600
0.0136,-0.0000,-0.0170,1.1790,-3.9540,19.2670,-48.4730,34.4100
0.0139,-0.0050,-0.0210,1.1830,-9.8020,19.4350,-46.7940,34.4600
0.0143,-0.0140,-0.0400,1.1760,-13.6640,20.1370,-47.8780,34.4600
0.0146,-0.0060,-0.0540,1.1730,-10.0760,19.7400,-47.9850,34.4100
