AX,AY,AZ,GX,GY,GZ
0.276,0.434,0.604,-53.420,29.099,-41.214
0.291,0.432,0.637,-60.718,32.221,-43.160
0.296,0.425,0.682,-68.290,34.656,-45.489
0.256,0.415,0.747,-75.931,34.710,-47.595
0.236,0.396,0.805,-81.626,32.985,-48.290
0.197,0.361,0.874,-86.023,28.817,-47.992
0.174,0.310,0.932,-88.641,25.550,-49.458
0.159,0.276,0.993,-88.038,20.748,-50.870
0.155,0.253,1.028,-85.756,18.626,-51.740
0.146,0.260,1.031,-84.000,19.427,-50.794
0.154,0.266,1.065,-83.015,21.214,-48.168
0.172,0.262,1.097,-82.015,24.710,-46.290
0.172,0.246,1.117,-79.840,28.221,-45.351
0.193,0.233,1.127,-77.298,33.435,-43.878
0.223,0.228,1.106,-74.885,42.305,-42.649
0.219,0.237,1.099,-73.527,50.382,-43.298
0.168,0.245,1.131,-73.550,51.779,-44.565
0.135,0.259,1.144,-74.069,49.359,-44.489
0.137,0.252,1.128,-75.359,45.328,-44.336
0.128,0.242,1.160,-77.565,38.412,-44.534
0.122,0.206,1.177,-77.924,32.947,-44.870
0.122,0.181,1.206,-76.962,27.420,-43.351
0.164,0.167,1.224,-75.237,24.305,-40.611
0.213,0.155,1.277,-71.763,24.687,-39.504
0.245,0.145,1.280,-67.580,27.405,-39.817
0.269,0.134,1.282,-63.931,32.443,-41.603
0.235,0.124,1.301,-59.595,35.221,-45.893
0.194,0.112,1.300,-56.046,33.519,-49.443
0.180,0.120,1.313,-54.382,30.374,-49.534
0.189,0.112,1.314,-53.794,29.885,-48.710
0.198,0.104,1.307,-53.061,28.901,-49.405
0.196,0.099,1.304,-52.534,28.718,-50.511
0.188,0.088,1.314,-51.290,28.718,-50.710
0.154,0.090,1.322,-49.809,28.214,-50.267
0.118,0.078,1.352,-46.924,27.038,-48.496
0.115,0.070,1.355,-43.229,27.382,-46.008
0.132,0.069,1.376,-39.000,27.855,-43.870
0.163,0.073,1.353,-35.588,29.550,-42.542
0.193,0.083,1.359,-33.702,33.267,-42.573
0.192,0.078,1.355,-32.229,35.008,-43.718
0.181,0.070,1.350,-30.252,36.069,-45.183
0.161,0.067,1.346,-28.321,35.779,-45.206
0.138,0.063,1.355,-26.206,34.191,-45.939
0.120,0.055,1.352,-23.176,30.664,-46.481
0.114,0.051,1.340,-20.290,28.336,-45.832
0.129,0.054,1.315,-17.649,27.298,-45.885
0.123,0.061,1.311,-16.031,25.992,-45.023
0.135,0.062,1.297,-15.122,27.153,-43.313
0.168,0.053,1.285,-15.267,29.977,-42.053
0.163,0.051,1.296,-13.931,31.176,-42.733
0.149,0.053,1.291,-12.481,31.397,-43.771
0.136,0.060,1.276,-10.771,30.565,-43.664
0.126,0.056,1.273,-9.153,28.603,-43.969
0.123,0.049,1.269,-7.038,26.031,-43.351
0.143,0.052,1.255,-6.122,24.405,-42.893
0.161,0.058,1.253,-5.427,24.374,-42.870
0.178,0.056,1.233,-5.351,25.130,-44.000
0.177,0.059,1.223,-4.893,26.634,-44.771
0.154,0.051,1.225,-4.733,27.527,-44.725
0.144,0.045,1.215,-4.053,26.878,-44.870
0.128,0.036,1.218,-3.084,25.282,-45.328
0.136,0.039,1.201,-1.641,23.962,-45.527
0.137,0.033,1.192,-1.389,23.450,-45.634
0.136,0.036,1.186,-1.420,22.084,-45.710
0.132,0.035,1.179,-1.878,21.275,-46.260
0.121,0.031,1.186,-2.130,20.519,-46.160
0.130,0.027,1.170,-1.489,20.321,-45.855
0.123,0.026,1.155,-1.534,21.214,-45.427
0.125,0.025,1.158,-1.809,22.588,-45.122
0.123,0.027,1.151,-2.489,23.504,-45.351
0.117,0.024,1.138,-3.130,23.740,-45.580
0.107,0.021,1.156,-2.710,23.252,-45.916
0.109,0.021,1.157,-2.252,22.328,-45.359
0.105,0.022,1.142,-2.298,21.733,-44.618
0.121,0.030,1.148,-2.885,20.794,-44.145
0.129,0.024,1.148,-3.878,20.763,-44.427
0.142,0.026,1.149,-4.695,22.038,-44.916
0.139,0.030,1.161,-4.435,22.298,-45.405
0.120,0.023,1.150,-4.550,22.870,-45.344
0.109,0.031,1.148,-4.954,22.130,-45.038
0.109,0.030,1.138,-5.542,21.817,-44.580
0.112,0.029,1.133,-5.656,21.099,-44.000
0.115,0.024,1.150,-6.145,20.779,-44.046
0.119,0.021,1.167,-6.053,21.107,-44.015
0.113,0.016,1.151,-6.107,21.557,-44.000
0.109,0.011,1.162,-6.366,22.336,-43.947
0.098,0.017,1.169,-5.863,22.664,-43.626
