AX,AY,AZ,GX,GY,GZ
0.234,0.330,0.417,58.626,10.550,-33.573
0.240,0.344,0.411,49.931,11.137,-34.450
0.243,0.358,0.397,41.229,13.191,-34.397
0.252,0.366,0.402,32.511,15.084,-33.931
0.240,0.374,0.429,25.588,14.649,-34.435
0.239,0.366,0.443,19.351,11.847,-35.840
0.251,0.364,0.447,13.534,9.931,-37.260
0.281,0.373,0.457,8.870,9.206,-37.718
0.312,0.385,0.435,3.679,13.893,-37.481
0.330,0.394,0.424,-1.000,21.947,-38.740
0.327,0.397,0.420,-5.878,29.313,-40.824
0.297,0.407,0.410,-12.351,34.489,-41.435
0.264,0.409,0.426,-19.855,38.252,-40.649
0.269,0.416,0.442,-27.550,38.489,-40.443
0.269,0.423,0.474,-35.397,37.565,-41.420
0.267,0.422,0.501,-41.908,36.191,-42.763
0.252,0.423,0.568,-46.344,34.206,-44.107
0.246,0.422,0.588,-49.924,31.649,-45.122
0.248,0.428,0.608,-54.351,31.168,-45.412
0.253,0.435,0.631,-59.382,31.328,-44.771
0.262,0.430,0.671,-64.344,32.771,-43.427
0.275,0.427,0.710,-68.573,34.412,-41.916
0.285,0.396,0.746,-71.176,37.450,-40.252
0.307,0.362,0.760,-73.084,42.710,-40.695
0.315,0.342,0.796,-74.061,47.466,-42.580
0.310,0.325,0.807,-75.664,50.977,-46.092
0.281,0.327,0.831,-78.031,50.824,-49.313
0.249,0.320,0.865,-80.702,46.527,-50.893
0.232,0.309,0.881,-83.435,41.489,-52.824
0.227,0.298,0.908,-86.305,35.786,-53.000
0.250,0.298,0.927,-88.702,33.809,-52.084
0.270,0.277,0.951,-90.939,34.328,-52.527
0.277,0.260,1.003,-91.237,36.069,-52.817
0.299,0.239,0.996,-90.908,42.634,-53.542
0.272,0.248,1.011,-89.290,47.641,-56.679
0.186,0.261,1.062,-88.756,48.298,-58.298
0.135,0.261,1.098,-89.336,45.496,-54.702
0.137,0.246,1.142,-90.176,41.275,-51.351
0.162,0.218,1.210,-91.908,33.824,-49.466
0.227,0.197,1.235,-92.237,28.817,-49.931
0.296,0.180,1.290,-89.321,27.817,-51.969
0.333,0.170,1.260,-84.649,32.405,-55.573
0.305,0.185,1.273,-80.542,41.557,-59.466
0.236,0.214,1.266,-77.496,44.565,-61.595
0.163,0.239,1.259,-76.832,45.786,-58.908
0.143,0.221,1.310,-77.496,42.847,-54.733
0.165,0.192,1.337,-76.840,39.901,-51.618
0.185,0.163,1.360,-74.985,38.481,-51.137
0.194,0.145,1.379,-71.985,37.649,-51.389
0.173,0.135,1.397,-67.550,38.183,-52.122
0.149,0.131,1.395,-63.443,35.901,-52.305
0.110,0.133,1.420,-60.076,31.496,-52.237
0.100,0.127,1.392,-57.069,28.344,-49.527
0.122,0.120,1.402,-54.031,28.733,-45.641
0.166,0.117,1.392,-52.115,28.649,-44.534
0.179,0.115,1.371,-50.084,30.863,-45.122
0.171,0.116,1.378,-48.122,30.786,-45.046
0.184,0.110,1.378,-47.046,31.153,-43.992
0.188,0.095,1.383,-45.855,31.573,-43.191
0.188,0.082,1.382,-44.191,31.649,-42.252
0.208,0.069,1.361,-41.931,32.847,-42.115
0.198,0.073,1.393,-39.153,32.626,-43.573
0.174,0.073,1.384,-36.580,31.931,-44.603
0.159,0.066,1.379,-33.023,29.305,-44.519
0.162,0.053,1.401,-29.092,25.824,-44.458
0.161,0.041,1.388,-25.221,23.076,-45.504
0.172,0.046,1.359,-21.458,21.863,-46.313
0.169,0.048,1.334,-19.214,22.153,-44.947
0.193,0.047,1.332,-17.153,23.244,-44.374
0.194,0.053,1.321,-15.595,24.817,-45.099
0.192,0.052,1.294,-13.740,25.763,-45.260
0.198,0.055,1.293,-12.664,27.214,-45.809
0.190,0.052,1.278,-10.863,29.183,-46.076
0.184,0.047,1.261,-9.183,30.756,-46.443
0.152,0.036,1.260,-7.595,28.534,-46.939
0.135,0.022,1.248,-5.885,25.885,-47.420
0.136,0.024,1.243,-5.511,24.191,-46.992
0.138,0.022,1.239,-4.557,22.176,-46.908
0.140,0.019,1.220,-3.702,20.695,-47.344
0.126,0.017,1.208,-3.046,19.397,-46.321
0.124,0.018,1.190,-3.588,19.473,-44.931
0.142,0.020,1.179,-4.588,21.267,-43.382
0.162,0.018,1.182,-4.756,23.115,-42.832
0.175,0.018,1.179,-4.412,24.183,-43.359
0.155,0.009,1.179,-4.321,24.702,-43.924
0.144,0.020,1.177,-3.565,24.511,-44.061
0.125,0.017,1.170,-3.718,22.710,-43.420
0.125,0.018,1.187,-3.809,18.771,-43.298
0.130,0.014,1.170,-3.939,15.397,-42.542
0.143,0.012,1.177,-4.305,14.580,-41.641
0.156,0.001,1.192,-3.840,14.420,-41.809
0.146,-0.010,1.178,-3.473,16.267,-42.450
0.146,-0.014,1.186,-2.611,17.374,-42.603
0.161,-0.004,1.165,-2.328,18.763,-42.687
0.155,-0.009,1.167,-2.328,20.473,-42.718
0.146,-0.005,1.169,-2.344,21.481,-42.252
0.141,0.003,1.166,-2.084,22.489,-42.122
0.165,0.003,1.162,-2.122,23.038,-41.885
0.164,0.005,1.156,-2.580,23.389,-41.641
0.153,0.008,1.150,-3.038,23.863,-42.069
0.149,0.010,1.146,-3.473,23.618,-41.901
0.158,0.009,1.140,-4.084,23.000,-41.916
0.153,0.007,1.141,-4.389,23.397,-41.908
0.151,0.005,1.139,-4.191,22.878,-42.023
0.145,0.001,1.162,-3.740,21.870,-42.618
0.133,0.000,1.157,-3.809,20.603,-42.947
0.128,-0.003,1.165,-4.046,18.786,-42.359
0.146,-0.004,1.151,-4.870,18.756,-41.298
0.152,-0.007,1.162,-5.038,19.015,-41.298
0.160,-0.008,1.167,-4.992,19.573,-41.870
0.162,-0.015,1.169,-4.282,20.664,-41.687
0.160,-0.012,1.162,-3.344,22.466,-42.206
0.151,-0.005,1.148,-3.237,22.954,-41.702
0.147,-0.008,1.142,-3.191,22.756,-41.885
0.148,-0.002,1.159,-3.718,21.252,-42.389
0.152,0.002,1.141,-4.336,20.634,-42.130
0.161,-0.003,1.147,-5.183,20.015,-42.321
0.157,-0.009,1.155,-5.397,19.115,-42.817
0.156,-0.017,1.154,-5.618,18.634,-43.481
0.148,-0.009,1.149,-5.771,18.695,-43.511
0.153,-0.019,1.153,-5.107,19.679,-43.130
0.148,-0.008,1.154,-4.817,20.351,-42.832
0.147,-0.010,1.146,-4.954,21.305,-42.504
0.146,-0.008,1.158,-5.038,21.405,-42.084
0.157,-0.017,1.156,-5.580,22.115,-42.260
0.159,-0.024,1.156,-4.985,22.832,-43.687
0.146,-0.008,1.141,-4.931,22.679,-43.473
0.155,-0.003,1.133,-5.214,22.992,-42.550
0.155,-0.013,1.138,-5.901,22.634,-42.397
0.152,-0.000,1.132,-6.298,21.107,-42.779
0.152,-0.002,1.135,-6.603,19.878,-42.794
0.166,-0.001,1.144,-7.015,19.908,-43.191
0.176,-0.003,1.143,-6.977,20.137,-44.687
0.169,0.002,1.130,-7.458,21.023,-44.420
0.167,-0.001,1.137,-7.962,22.107,-43.160
0.167,-0.005,1.146,-8.748,22.298,-43.412
