AX,AY,AZ,GX,GY,GZ
0.164,0.040,1.207,-6.748,19.962,-42.786
0.145,0.039,1.195,-5.351,20.443,-42.832
0.136,0.051,1.186,-5.672,19.832,-42.588
0.131,0.058,1.206,-6.053,18.489,-42.107
0.127,0.064,1.221,-7.076,15.992,-41.527
0.128,0.062,1.243,-9.122,13.053,-40.878
0.132,0.047,1.269,-10.115,11.069,-40.069
0.130,0.053,1.331,-9.405,9.076,-39.847
0.120,0.066,1.421,-7.931,5.237,-39.817
0.103,0.089,1.498,-5.649,-2.885,-38.206
0.147,0.109,1.564,-2.832,-6.321,-33.924
0.195,0.110,1.687,1.969,-11.237,-31.763
0.244,0.085,1.745,9.588,-16.954,-33.595
0.297,0.074,1.825,17.611,-21.420,-37.183
0.335,0.066,1.874,26.756,-27.183,-40.924
0.384,0.075,1.877,36.435,-27.313,-43.443
0.402,0.083,1.912,44.885,-25.031,-42.840
0.417,0.088,1.902,54.916,-20.122,-44.672
0.411,0.085,1.868,65.260,-21.099,-47.550
0.400,0.069,1.850,76.145,-18.374,-50.153
0.375,0.050,1.822,87.221,-19.931,-52.985
0.340,0.039,1.770,97.435,-20.893,-56.168
0.279,0.013,1.748,107.298,-25.435,-58.870
0.238,-0.016,1.683,118.061,-30.038,-61.267
0.219,-0.029,1.617,128.305,-32.908,-62.954
0.230,-0.010,1.481,138.237,-31.008,-63.893
0.236,0.017,1.379,146.763,-26.176,-64.061
0.212,0.055,1.272,152.290,-19.580,-64.176
0.200,0.077,1.166,153.611,-14.397,-62.443
0.169,0.109,1.090,153.176,-8.855,-60.366
0.162,0.124,1.015,151.099,-5.626,-56.885
0.173,0.134,0.921,148.046,-0.695,-54.534
0.177,0.147,0.865,144.550,3.366,-53.092
0.153,0.162,0.801,140.916,6.718,-51.534
0.156,0.180,0.752,137.153,9.817,-49.664
0.146,0.194,0.661,133.794,14.962,-46.824
0.150,0.211,0.613,127.977,17.420,-44.092
0.153,0.235,0.569,122.168,19.916,-41.137
0.159,0.256,0.531,114.779,19.496,-39.092
0.163,0.278,0.488,106.939,17.916,-37.076
0.178,0.300,0.462,97.153,15.458,-36.122
0.179,0.332,0.439,87.092,11.573,-36.565
0.174,0.352,0.411,77.038,8.313,-37.137
0.197,0.365,0.405,67.931,7.237,-37.099
0.212,0.379,0.398,59.863,6.229,-37.924
0.243,0.393,0.377,52.504,8.893,-37.267
0.274,0.414,0.378,45.496,15.527,-35.679
0.301,0.429,0.370,37.847,22.076,-34.084
0.307,0.449,0.357,30.511,28.664,-33.748
0.310,0.473,0.356,21.702,34.840,-33.725
0.316,0.497,0.360,12.710,38.282,-32.870
0.310,0.500,0.390,3.588,39.908,-32.000
0.313,0.504,0.390,-5.137,39.954,-32.786
0.312,0.489,0.456,-12.397,35.527,-35.191
0.303,0.475,0.482,-17.443,29.031,-38.779
0.296,0.464,0.498,-21.427,24.435,-42.397
0.285,0.457,0.537,-23.076,18.962,-45.534
0.296,0.458,0.548,-24.328,14.489,-47.702
0.317,0.475,0.542,-27.214,15.519,-48.351
0.344,0.481,0.549,-31.336,20.435,-48.893
0.334,0.486,0.562,-36.649,24.878,-50.924
0.317,0.500,0.580,-42.779,28.137,-52.550
0.292,0.513,0.620,-49.206,30.794,-51.534
0.285,0.509,0.655,-56.130,31.649,-50.313
0.288,0.488,0.698,-60.878,31.763,-48.962
0.270,0.444,0.765,-63.061,29.870,-48.809
0.272,0.414,0.799,-64.008,28.214,-50.748
0.287,0.402,0.830,-63.885,27.084,-51.718
0.313,0.392,0.854,-63.374,26.870,-53.122
0.306,0.392,0.871,-63.252,29.198,-55.527
0.289,0.380,0.877,-62.718,31.725,-58.092
