AX,AY,AZ,GX,GY,GZ
0.104,0.068,1.218,-6.511,16.092,-40.008
0.129,0.061,1.247,-7.000,15.084,-38.786
0.128,0.077,1.276,-6.366,13.504,-38.351
0.131,0.083,1.297,-6.473,12.618,-37.214
0.130,0.092,1.330,-6.275,10.878,-36.824
0.117,0.086,1.399,-5.153,7.702,-35.786
0.105,0.090,1.464,-4.626,3.420,-34.260
0.113,0.083,1.551,-2.260,-1.695,-32.855
0.127,0.064,1.651,2.061,-6.969,-31.573
0.177,0.054,1.713,8.908,-10.321,-29.832
0.210,0.061,1.779,16.511,-10.305,-29.137
0.219,0.066,1.817,25.214,-9.122,-29.458
0.208,0.087,1.877,33.366,-13.565,-29.611
0.210,0.094,1.878,42.015,-17.214,-29.824
0.250,0.076,1.848,51.305,-19.901,-31.336
0.277,0.043,1.908,65.481,-21.443,-34.115
0.289,0.021,1.837,79.015,-21.412,-38.229
0.248,0.024,1.846,93.244,-21.534,-40.954
0.228,0.037,1.678,104.069,-24.947,-41.305
0.230,0.050,1.682,112.061,-26.130,-41.733
0.264,0.058,1.562,119.290,-29.748,-43.802
0.281,0.086,1.488,124.603,-25.542,-45.046
0.261,0.084,1.429,129.260,-23.908,-46.603
0.229,0.067,1.355,134.069,-21.695,-47.290
0.208,0.066,1.290,138.527,-19.817,-46.275
0.213,0.059,1.206,142.397,-17.298,-46.565
0.226,0.083,1.117,145.710,-12.939,-47.550
0.213,0.106,1.027,147.870,-8.466,-47.847
0.226,0.131,0.934,148.282,-3.893,-47.183
0.243,0.135,0.849,146.405,3.496,-47.153
0.229,0.158,0.771,143.733,9.550,-47.137
0.202,0.172,0.707,138.542,13.458,-45.588
0.192,0.194,0.641,132.267,16.679,-43.885
0.208,0.213,0.571,124.183,21.336,-43.145
0.201,0.244,0.550,116.458,20.695,-42.145
0.198,0.268,0.514,107.458,19.924,-41.076
0.198,0.277,0.474,98.504,20.450,-40.412
0.191,0.290,0.464,91.069,14.351,-39.313
0.227,0.300,0.400,83.130,13.511,-41.748
0.237,0.325,0.378,73.992,10.664,-43.802
0.229,0.351,0.348,63.359,9.023,-44.000
0.242,0.365,0.341,52.733,9.771,-43.344
0.252,0.369,0.322,42.351,9.924,-42.992
0.280,0.374,0.307,31.679,12.221,-43.992
0.289,0.380,0.340,23.000,14.802,-45.748
0.309,0.385,0.337,15.046,18.954,-47.924
0.301,0.389,0.332,6.725,23.489,-48.954
0.292,0.399,0.338,-0.595,29.069,-49.947
0.291,0.405,0.345,-8.351,32.649,-50.977
0.269,0.411,0.348,-16.260,35.634,-51.366
0.256,0.419,0.355,-24.832,39.840,-50.840
0.238,0.435,0.379,-32.939,42.427,-51.885
0.216,0.445,0.418,-41.099,42.305,-52.397
0.208,0.452,0.448,-49.397,41.863,-51.901
0.206,0.465,0.483,-57.374,41.511,-50.718
0.208,0.456,0.541,-64.679,39.053,-50.214
0.211,0.443,0.588,-70.198,37.496,-49.489
0.231,0.418,0.651,-74.710,36.718,-48.580
0.276,0.397,0.691,-79.237,37.198,-49.405
0.281,0.387,0.750,-82.771,38.061,-51.405
0.269,0.390,0.792,-86.023,38.863,-53.221
0.256,0.369,0.837,-88.153,39.061,-55.198
0.240,0.362,0.852,-89.779,38.710,-56.954
0.227,0.335,0.895,-92.176,37.313,-60.244
0.199,0.337,0.929,-93.580,34.260,-61.344
0.194,0.328,0.933,-95.954,34.443,-58.359
0.191,0.308,0.998,-98.473,32.481,-59.000
0.164,0.316,1.026,-98.351,31.015,-56.992
0.206,0.304,1.043,-98.405,34.435,-54.573
0.236,0.298,1.094,-99.023,36.794,-53.473
0.254,0.290,1.125,-100.458,40.771,-54.824
0.220,0.285,1.166,-99.542,43.618,-55.580
0.196,0.282,1.184,-99.221,43.504,-54.595
0.187,0.260,1.258,-95.053,41.679,-55.573
0.154,0.242,1.280,-90.870,40.084,-56.321
0.122,0.220,1.330,-86.198,34.260,-55.649
0.121,0.208,1.340,-82.702,30.038,-53.977
0.142,0.185,1.373,-80.206,26.420,-52.489
0.173,0.188,1.382,-76.931,24.649,-51.511
0.211,0.196,1.391,-73.374,28.573,-53.519
0.219,0.214,1.367,-67.221,33.313,-55.908
0.197,0.231,1.332,-62.374,40.954,-57.183
0.109,0.241,1.312,-58.397,46.298,-56.153
0.039,0.237,1.320,-58.359,45.298,-50.718
0.014,0.216,1.352,-59.321,40.374,-44.221
0.073,0.195,1.365,-59.771,35.275,-40.809
0.137,0.165,1.368,-58.832,30.878,-41.389
0.160,0.140,1.407,-55.557,27.863,-43.046
0.161,0.132,1.399,-50.145,28.328,-45.481
0.153,0.131,1.397,-43.321,29.053,-46.481
0.138,0.137,1.398,-37.237,27.710,-46.229
0.130,0.149,1.382,-32.817,26.046,-45.573
0.140,0.156,1.362,-30.420,25.405,-42.840
0.172,0.161,1.327,-29.168,26.580,-40.969
0.186,0.155,1.323,-27.771,28.557,-40.710
0.189,0.147,1.309,-26.962,30.458,-41.458
0.162,0.135,1.292,-25.634,30.977,-41.511
0.136,0.127,1.321,-25.053,28.351,-40.855
0.137,0.111,1.322,-23.466,25.397,-39.687
0.158,0.108,1.304,-21.069,23.634,-40.260
0.172,0.103,1.320,-17.771,21.588,-41.221
0.183,0.101,1.291,-15.076,22.092,-42.511
0.179,0.098,1.289,-12.802,23.573,-43.481
0.158,0.088,1.285,-10.550,22.176,-44.420
0.156,0.081,1.268,-8.580,22.000,-44.588
0.163,0.086,1.232,-7.092,23.771,-44.420
0.162,0.088,1.212,-6.008,26.260,-44.458
0.144,0.097,1.198,-5.947,27.107,-44.328
0.123,0.099,1.181,-6.282,27.573,-43.153
0.119,0.090,1.174,-6.198,27.214,-42.023
0.126,0.097,1.166,-6.511,26.855,-41.977
0.126,0.093,1.166,-6.008,26.046,-41.847
0.126,0.095,1.167,-5.695,25.595,-41.389
0.131,0.091,1.161,-5.366,24.008,-41.550
0.140,0.092,1.144,-5.038,23.427,-42.389
0.130,0.103,1.151,-6.038,22.939,-42.481
0.110,0.101,1.173,-6.244,21.046,-42.389
0.116,0.085,1.169,-6.985,19.840,-42.069
0.123,0.062,1.163,-6.817,18.641,-43.389
0.121,0.074,1.161,-6.733,18.634,-43.588
0.124,0.080,1.169,-7.290,20.267,-41.939
0.129,0.076,1.167,-6.962,20.588,-41.496
0.129,0.060,1.177,-6.496,21.702,-42.427
0.126,0.063,1.160,-6.260,22.786,-42.542
0.133,0.071,1.159,-7.130,23.176,-42.412
0.112,0.073,1.169,-7.901,23.122,-41.771
0.094,0.060,1.182,-7.672,21.649,-41.191
0.096,0.042,1.179,-6.618,20.092,-41.366
0.118,0.043,1.161,-6.557,19.008,-41.489
0.117,0.048,1.169,-6.595,19.740,-41.893
0.124,0.060,1.168,-6.389,20.153,-41.733
0.115,0.056,1.154,-6.290,21.290,-40.053
0.128,0.053,1.156,-6.748,21.969,-39.267
0.136,0.049,1.164,-6.794,21.763,-39.901
0.136,0.054,1.161,-6.351,21.962,-39.687
0.137,0.053,1.159,-6.130,22.985,-39.641
0.150,0.049,1.164,-6.137,23.534,-40.061
0.135,0.054,1.167,-6.450,22.534,-40.458
0.127,0.051,1.168,-6.611,22.252,-40.344
0.136,0.044,1.164,-6.511,21.427,-40.237
0.146,0.047,1.172,-6.511,21.046,-40.473
0.152,0.055,1.169,-6.771,21.473,-40.557
0.153,0.057,1.180,-6.366,22.244,-41.084
0.145,0.045,1.175,-5.924,23.237,-41.313
0.146,0.043,1.184,-4.992,22.504,-41.672
0.150,0.038,1.173,-4.443,22.061,-42.336
0.157,0.046,1.167,-4.443,21.901,-42.557
0.152,0.052,1.170,-4.107,22.725,-43.069
0.146,0.051,1.178,-3.580,22.573,-43.038
0.153,0.052,1.173,-3.534,22.344,-43.198
0.135,0.047,1.166,-4.420,21.756,-43.740
0.137,0.052,1.180,-4.313,21.061,-43.611
0.140,0.047,1.175,-4.466,20.305,-43.565
0.140,0.041,1.186,-4.321,19.863,-43.840
0.137,0.040,1.169,-3.427,19.710,-43.725
0.131,0.034,1.175,-2.443,20.725,-43.344
0.136,0.040,1.170,-2.115,20.924,-43.511
0.131,0.051,1.159,-2.344,21.305,-43.611
0.129,0.055,1.167,-3.252,20.992,-42.931
0.124,0.051,1.174,-3.771,20.595,-43.076
0.128,0.044,1.182,-3.321,20.046,-43.244
0.130,0.044,1.175,-2.634,19.405,-43.069
0.123,0.039,1.164,-2.557,19.336,-42.947
0.123,0.046,1.167,-1.634,19.573,-42.725
0.127,0.052,1.154,-1.786,19.771,-42.252
0.141,0.057,1.159,-2.427,20.244,-42.534
0.135,0.055,1.162,-2.748,20.527,-42.649
0.138,0.037,1.168,-3.237,20.420,-44.603
0.121,0.040,1.172,-2.672,18.069,-45.588
