AX,AY,AZ,GX,GY,GZ
0.258,0.457,0.539,-61.366,38.611,-43.168
0.269,0.449,0.570,-68.267,40.359,-44.786
0.255,0.446,0.603,-74.763,41.031,-46.473
0.238,0.437,0.640,-81.252,41.015,-46.366
0.227,0.421,0.684,-86.573,40.611,-45.718
0.234,0.401,0.728,-90.328,41.519,-44.939
0.245,0.371,0.760,-92.664,42.092,-44.763
0.242,0.357,0.808,-95.221,41.336,-45.573
0.226,0.354,0.857,-97.580,39.015,-47.168
0.210,0.353,0.902,-100.611,35.840,-47.939
0.170,0.333,0.949,-101.847,32.031,-48.069
0.152,0.311,0.990,-103.672,29.885,-46.916
0.147,0.289,1.013,-104.382,28.252,-44.702
0.149,0.282,1.040,-103.977,26.153,-41.206
0.180,0.266,1.110,-103.550,31.489,-37.954
0.228,0.274,1.145,-103.824,32.817,-35.664
0.258,0.268,1.189,-100.771,37.656,-38.855
0.245,0.270,1.216,-97.290,42.305,-37.985
0.282,0.227,1.255,-92.076,48.366,-38.634
0.271,0.217,1.285,-88.427,50.031,-41.672
0.238,0.224,1.308,-86.885,47.901,-42.473
0.216,0.229,1.348,-87.786,42.290,-41.702
0.222,0.209,1.372,-87.901,35.122,-41.878
0.244,0.180,1.444,-84.221,29.817,-44.206
0.255,0.168,1.401,-77.702,29.351,-47.420
0.246,0.171,1.424,-70.534,32.626,-48.656
0.236,0.177,1.410,-63.298,35.244,-46.870
0.226,0.183,1.393,-59.176,41.000,-43.191
0.213,0.189,1.375,-56.473,42.611,-42.420
0.188,0.187,1.367,-55.504,41.863,-42.115
0.176,0.189,1.381,-55.313,38.504,-39.824
0.197,0.172,1.403,-53.412,34.947,-38.725
0.241,0.164,1.390,-51.168,32.756,-38.817
0.243,0.164,1.382,-47.527,32.710,-39.145
0.225,0.161,1.377,-44.015,32.725,-40.374
0.203,0.157,1.382,-41.076,30.107,-39.435
0.201,0.136,1.363,-39.389,28.855,-38.641
0.210,0.117,1.369,-37.313,26.641,-39.046
0.209,0.111,1.385,-33.977,24.519,-39.618
0.212,0.088,1.369,-29.061,24.916,-39.962
0.233,0.077,1.357,-24.573,26.992,-40.542
0.233,0.075,1.317,-21.389,29.305,-42.008
0.209,0.103,1.294,-18.962,31.298,-42.786
0.197,0.115,1.264,-18.595,33.626,-40.481
0.188,0.105,1.263,-17.947,33.824,-40.550
0.164,0.097,1.246,-16.824,31.893,-40.611
0.154,0.092,1.234,-16.237,29.771,-39.130
0.176,0.082,1.229,-15.634,28.206,-38.229
0.200,0.085,1.213,-14.710,28.244,-38.908
0.221,0.078,1.196,-13.687,30.069,-39.420
0.219,0.075,1.190,-12.603,30.969,-41.038
0.216,0.071,1.183,-10.969,31.771,-42.557
0.188,0.069,1.174,-10.389,31.214,-42.771
0.186,0.064,1.180,-10.397,29.267,-42.832
0.187,0.062,1.184,-10.282,27.290,-42.481
0.199,0.063,1.179,-9.496,25.878,-43.115
0.204,0.054,1.169,-8.153,25.481,-44.145
0.198,0.055,1.166,-7.573,25.611,-45.214
0.182,0.051,1.174,-6.664,24.779,-46.084
0.158,0.041,1.182,-6.015,21.855,-46.382
0.132,0.039,1.205,-5.687,16.725,-46.359
0.143,0.042,1.212,-4.893,10.771,-45.870
0.167,0.037,1.208,-5.458,9.115,-45.588
0.208,0.042,1.205,-5.176,9.046,-46.145
0.229,0.039,1.190,-5.305,12.954,-47.053
0.234,0.043,1.196,-5.794,19.053,-47.397
0.215,0.048,1.182,-6.641,24.687,-47.573
0.186,0.049,1.188,-6.863,28.336,-47.328
0.160,0.045,1.199,-7.237,28.504,-46.725
0.154,0.034,1.219,-7.084,27.473,-46.496
0.135,0.020,1.227,-5.977,25.084,-46.809
0.126,0.019,1.218,-4.794,21.641,-47.244
0.140,0.028,1.217,-4.290,19.046,-47.031
0.144,0.026,1.209,-3.847,18.809,-46.893
0.150,0.031,1.209,-3.817,18.855,-46.840
0.151,0.032,1.210,-3.718,18.992,-46.168
0.165,0.031,1.209,-3.252,20.534,-45.519
0.175,0.027,1.215,-2.267,22.046,-44.718
0.182,0.027,1.197,-1.489,23.382,-44.489
0.192,0.038,1.181,-0.908,25.137,-44.847
0.185,0.041,1.186,-0.412,25.679,-44.260
0.184,0.022,1.181,0.206,24.969,-44.779
0.182,0.035,1.182,0.664,22.847,-45.473
0.184,0.045,1.174,0.473,21.191,-46.031
0.186,0.047,1.172,-0.168,20.908,-46.359
0.178,0.042,1.168,-0.969,20.664,-46.710
