AX,AY,AZ,GX,GY,GZ
0.032,0.107,1.221,-119.389,23.275,-47.473
0.083,0.060,1.262,-113.947,19.992,-45.519
0.144,0.049,1.316,-106.481,21.282,-46.878
0.172,0.076,1.312,-103.313,23.733,-48.206
0.143,0.094,1.360,-103.725,28.573,-47.397
0.125,0.080,1.419,-103.405,29.954,-45.908
0.142,0.047,1.436,-99.794,32.382,-44.962
0.163,0.022,1.461,-97.198,37.321,-44.992
0.165,-0.008,1.486,-91.412,42.137,-47.252
0.136,-0.024,1.520,-84.282,44.183,-49.817
0.111,-0.025,1.551,-76.183,43.511,-51.679
0.103,-0.001,1.535,-68.183,42.679,-52.275
0.083,0.034,1.523,-61.603,39.351,-51.107
0.071,0.053,1.497,-56.565,37.405,-49.389
0.078,0.045,1.475,-52.832,35.267,-48.664
0.077,0.053,1.443,-51.092,30.870,-48.275
0.087,0.039,1.424,-49.901,28.679,-47.550
0.087,0.024,1.446,-47.450,24.901,-47.496
0.091,0.003,1.431,-44.061,21.870,-47.855
0.094,-0.001,1.452,-41.405,18.603,-48.000
0.104,-0.006,1.430,-38.710,18.641,-46.878
0.129,-0.010,1.426,-35.855,19.916,-46.809
0.136,-0.014,1.410,-32.626,24.374,-46.557
0.122,-0.010,1.397,-29.145,28.893,-46.244
0.082,-0.013,1.375,-26.344,31.069,-44.901
0.046,-0.023,1.359,-24.176,31.290,-44.084
0.038,-0.029,1.341,-22.489,29.649,-42.557
0.027,-0.032,1.344,-20.901,27.679,-40.435
0.036,-0.030,1.339,-20.046,25.939,-38.275
0.077,-0.030,1.337,-18.481,23.977,-36.267
0.114,-0.046,1.345,-15.122,23.038,-37.084
0.123,-0.041,1.324,-11.435,22.939,-39.084
0.123,-0.047,1.308,-8.412,22.969,-40.168
0.125,-0.050,1.284,-6.450,21.954,-41.137
0.130,-0.044,1.275,-5.527,20.855,-42.038
0.132,-0.034,1.261,-4.878,20.290,-42.511
0.130,-0.045,1.250,-3.847,20.115,-43.176
0.138,-0.044,1.232,-2.756,21.359,-44.122
0.119,-0.055,1.220,-1.588,22.191,-44.954
0.093,-0.050,1.214,-0.458,21.122,-46.198
0.092,-0.048,1.190,-0.405,20.328,-45.542
0.101,-0.050,1.179,-0.794,20.122,-44.885
0.101,-0.054,1.175,-0.718,20.664,-45.603
0.091,-0.058,1.177,0.122,21.450,-44.908
0.094,-0.066,1.162,1.122,21.649,-45.542
0.096,-0.063,1.153,0.824,21.435,-46.038
0.081,-0.047,1.142,0.435,20.534,-46.519
0.065,-0.038,1.145,-0.893,18.870,-45.725
0.066,-0.045,1.130,-2.931,17.916,-44.489
0.073,-0.050,1.132,-4.802,17.046,-44.939
0.069,-0.068,1.160,-4.992,16.115,-45.435
0.077,-0.065,1.151,-4.840,17.031,-44.557
0.086,-0.073,1.154,-4.252,19.137,-43.153
0.084,-0.067,1.171,-2.687,20.626,-42.565
0.087,-0.071,1.160,-2.282,21.450,-42.099
0.089,-0.068,1.151,-2.595,21.298,-43.061
0.080,-0.059,1.158,-3.771,20.107,-43.374
0.070,-0.052,1.157,-5.053,18.908,-42.954
0.066,-0.056,1.170,-6.107,16.901,-42.168
0.081,-0.062,1.168,-6.824,16.290,-41.832
0.097,-0.068,1.157,-6.947,17.420,-41.183
0.112,-0.070,1.166,-6.931,20.046,-40.779
0.110,-0.069,1.163,-6.656,21.710,-41.267
0.103,-0.073,1.187,-5.992,23.046,-41.420
0.094,-0.077,1.193,-4.687,22.977,-42.244
0.083,-0.078,1.190,-3.954,21.168,-42.695
0.076,-0.076,1.188,-3.168,19.496,-42.901
0.081,-0.071,1.188,-3.031,16.443,-42.863
0.102,-0.059,1.171,-3.656,16.145,-42.550
0.113,-0.061,1.167,-4.580,18.328,-41.603
0.112,-0.065,1.173,-4.748,20.023,-42.099
0.112,-0.065,1.163,-5.305,21.771,-42.557
0.101,-0.074,1.180,-4.969,22.412,-42.511
0.096,-0.076,1.183,-4.718,22.359,-42.679
0.086,-0.078,1.189,-2.954,20.954,-43.107
0.089,-0.073,1.183,-1.573,20.069,-42.786
0.105,-0.079,1.180,-0.756,19.496,-43.237
0.098,-0.068,1.176,-0.527,19.008,-43.832
0.096,-0.068,1.163,-0.878,18.534,-44.191
0.092,-0.077,1.160,-1.565,17.870,-43.763
0.092,-0.075,1.152,-2.237,18.664,-43.588
0.092,-0.066,1.155,-2.641,19.153,-43.115
0.104,-0.066,1.157,-2.611,20.679,-43.015
0.110,-0.074,1.154,-2.298,21.924,-43.015
0.092,-0.079,1.157,-2.168,23.145,-43.435
0.087,-0.076,1.154,-2.160,21.718,-43.969
0.075,-0.074,1.153,-2.595,19.427,-43.550
0.081,-0.071,1.161,-3.298,17.122,-43.641
0.091,-0.071,1.156,-3.527,15.565,-43.397
0.104,-0.076,1.153,-4.237,16.687,-43.435
0.107,-0.073,1.148,-4.359,18.405,-43.298
0.109,-0.074,1.152,-4.939,19.802,-43.511
0.089,-0.081,1.150,-4.870,20.458,-43.939
0.082,-0.074,1.156,-5.046,20.351,-45.450
0.065,-0.067,1.158,-5.519,18.924,-44.481
0.073,-0.054,1.144,-6.466,18.756,-41.916
0.084,-0.061,1.148,-7.550,18.519,-41.237
0.088,-0.076,1.172,-8.076,18.099,-41.779
0.089,-0.078,1.181,-8.626,17.313,-42.351
0.093,-0.087,1.199,-7.641,16.450,-42.756
0.097,-0.085,1.203,-6.420,16.237,-41.565
0.101,-0.089,1.209,-4.763,16.794,-40.939
0.116,-0.085,1.190,-3.412,18.198,-41.420
0.111,-0.083,1.194,-2.313,19.282,-41.870
0.112,-0.084,1.173,-2.099,20.511,-41.550
0.105,-0.071,1.175,-2.611,21.366,-41.695
0.106,-0.078,1.162,-2.573,21.069,-41.962
0.108,-0.083,1.156,-2.695,20.939,-42.351
0.111,-0.078,1.156,-2.588,20.603,-43.008
0.103,-0.077,1.146,-2.366,19.595,-43.679
0.094,-0.077,1.146,-2.282,19.214,-44.015
0.098,-0.074,1.139,-1.931,18.748,-44.511
0.098,-0.075,1.118,-2.153,19.252,-44.924
0.091,-0.075,1.122,-2.229,20.198,-44.542
0.077,-0.065,1.123,-2.588,20.366,-44.244
0.075,-0.073,1.120,-3.763,20.588,-43.466
0.079,-0.080,1.129,-4.855,20.786,-42.817
0.083,-0.087,1.137,-5.351,20.153,-42.725
0.083,-0.083,1.133,-6.305,19.634,-42.603
0.073,-0.086,1.145,-7.137,19.031,-42.008
0.082,-0.092,1.156,-7.282,18.313,-41.939
0.091,-0.097,1.154,-7.550,18.176,-41.397
0.105,-0.101,1.152,-7.153,18.931,-41.450
0.114,-0.097,1.177,-6.870,20.412,-43.382
