AX,AY,AZ,GX,GY,GZ
0.247,0.315,0.176,33.756,34.550,-35.618
0.242,0.324,0.203,23.557,36.038,-37.069
0.243,0.320,0.222,14.794,36.145,-37.847
0.244,0.331,0.227,6.885,35.130,-38.969
0.235,0.336,0.237,-1.099,34.084,-40.580
0.230,0.341,0.232,-7.443,32.153,-41.977
0.226,0.358,0.232,-14.557,31.260,-43.107
0.234,0.367,0.233,-22.550,31.931,-43.809
0.246,0.387,0.261,-32.511,32.328,-44.458
0.263,0.400,0.266,-42.588,35.115,-45.366
0.244,0.398,0.330,-52.733,36.771,-47.344
0.210,0.403,0.390,-61.511,35.244,-48.168
0.206,0.401,0.426,-70.305,35.443,-46.214
0.226,0.407,0.482,-79.122,36.718,-43.130
0.247,0.399,0.561,-87.130,37.412,-40.985
0.254,0.380,0.621,-94.198,38.802,-40.435
0.253,0.346,0.703,-98.550,39.412,-39.756
0.256,0.311,0.760,-100.290,40.366,-40.588
0.249,0.275,0.840,-99.389,40.832,-43.916
0.224,0.250,0.907,-96.145,38.878,-48.824
0.186,0.256,0.941,-93.527,33.817,-52.756
0.161,0.274,0.954,-93.489,28.885,-55.168
0.149,0.279,0.985,-96.679,23.420,-54.786
0.157,0.276,0.984,-100.267,19.710,-52.573
0.192,0.256,1.002,-101.824,22.336,-48.634
0.233,0.251,1.015,-104.847,29.664,-46.427
0.246,0.247,1.037,-109.015,39.076,-44.260
0.234,0.258,1.090,-112.038,48.450,-41.908
0.226,0.251,1.124,-114.954,54.198,-39.450
0.216,0.230,1.179,-115.626,59.168,-38.481
0.177,0.175,1.258,-112.771,58.573,-38.802
0.171,0.130,1.338,-106.649,52.977,-38.435
0.233,0.092,1.387,-98.519,49.473,-38.809
0.308,0.091,1.362,-91.191,50.191,-43.931
0.315,0.110,1.361,-84.557,51.595,-51.542
0.230,0.148,1.349,-79.489,49.237,-58.046
0.129,0.156,1.320,-74.427,42.405,-59.679
0.082,0.152,1.310,-72.855,36.710,-56.496
0.077,0.137,1.332,-73.985,30.489,-50.305
0.131,0.111,1.357,-75.008,27.053,-46.885
0.211,0.101,1.381,-75.527,28.458,-45.344
0.244,0.090,1.418,-74.679,31.008,-45.939
0.257,0.093,1.419,-70.878,37.817,-46.527
0.254,0.067,1.440,-64.496,44.679,-47.847
0.211,0.054,1.461,-57.183,47.267,-48.176
0.188,0.058,1.454,-50.580,46.649,-46.588
0.172,0.054,1.464,-45.504,44.756,-46.053
0.169,0.068,1.454,-42.168,39.321,-45.817
0.188,0.078,1.431,-40.725,35.656,-45.504
0.198,0.073,1.421,-40.137,32.244,-47.481
0.196,0.070,1.413,-38.771,29.794,-49.260
0.195,0.065,1.408,-36.458,28.962,-49.275
0.180,0.060,1.437,-33.565,27.168,-49.176
0.169,0.046,1.422,-29.718,25.191,-48.008
0.182,0.051,1.403,-25.908,26.305,-46.267
0.212,0.056,1.405,-22.718,27.626,-45.313
0.227,0.063,1.381,-20.550,29.275,-47.107
0.192,0.055,1.370,-19.160,30.206,-49.107
0.163,0.044,1.375,-17.931,28.725,-49.198
0.155,0.017,1.379,-15.870,27.344,-48.573
0.161,0.004,1.361,-12.595,26.534,-48.740
0.165,0.006,1.349,-8.855,26.832,-49.466
0.167,0.023,1.321,-5.985,28.450,-49.328
0.152,0.029,1.288,-5.099,30.328,-49.046
0.139,0.036,1.275,-4.656,30.397,-48.786
0.124,0.024,1.267,-4.664,29.557,-48.389
0.114,0.022,1.258,-4.573,28.198,-47.550
0.119,0.014,1.259,-3.573,26.412,-47.260
0.113,0.006,1.233,-1.206,25.473,-47.458
0.094,0.007,1.228,0.977,23.595,-46.824
0.093,0.014,1.208,2.145,22.069,-46.901
0.104,0.023,1.188,2.885,20.191,-46.313
0.108,0.028,1.173,1.634,20.046,-45.763
0.112,0.037,1.166,0.374,19.733,-45.031
0.120,0.035,1.172,-0.924,20.710,-44.153
0.120,0.022,1.164,-1.962,20.916,-43.557
0.122,0.019,1.169,-2.122,21.527,-43.336
0.118,0.005,1.178,-1.053,21.756,-42.931
0.125,-0.004,1.173,0.107,22.137,-43.740
0.106,0.007,1.167,0.344,21.053,-43.725
0.094,0.019,1.164,0.481,18.450,-42.779
0.123,0.019,1.159,0.420,18.237,-41.924
0.137,0.009,1.174,0.618,16.924,-42.435
0.127,0.015,1.147,-0.305,17.794,-43.176
0.125,0.020,1.138,-1.641,18.611,-42.466
0.128,0.017,1.155,-2.107,19.481,-42.053
0.140,0.010,1.155,-1.901,20.649,-42.031
0.143,0.010,1.157,-2.084,21.107,-43.626
0.128,0.021,1.137,-2.855,20.267,-43.710
0.122,0.019,1.165,-3.099,20.534,-42.023
0.137,0.009,1.152,-2.832,19.947,-41.672
0.140,-0.005,1.166,-2.099,19.985,-42.305
0.150,-0.001,1.166,-1.863,19.779,-43.214
0.136,0.007,1.172,-1.740,19.122,-43.573
0.129,0.012,1.153,-2.435,18.359,-43.527
0.143,0.006,1.155,-2.794,19.000,-42.962
0.149,0.002,1.170,-2.557,19.924,-43.359
0.134,0.009,1.156,-2.115,20.679,-43.649
0.123,0.011,1.154,-2.252,22.076,-43.061
0.119,0.008,1.168,-3.008,20.863,-42.214
0.125,0.001,1.163,-3.527,19.809,-42.687
0.129,0.005,1.163,-3.870,18.878,-42.519
0.152,-0.001,1.167,-3.099,19.534,-42.702
0.146,-0.003,1.160,-2.412,20.092,-43.221
0.129,0.006,1.167,-2.130,20.191,-43.092
0.140,0.010,1.160,-2.359,20.237,-42.885
0.145,0.011,1.157,-2.977,20.092,-43.008
0.138,0.007,1.161,-3.427,19.015,-43.382
0.132,0.012,1.151,-3.450,18.626,-43.473
0.137,0.004,1.162,-4.053,18.344,-43.145
0.135,0.002,1.168,-3.901,18.290,-43.260
0.144,0.003,1.154,-4.053,18.206,-42.695
0.144,0.005,1.160,-4.481,20.221,-42.664
0.136,0.001,1.173,-4.260,20.229,-43.427
0.132,0.000,1.161,-3.504,20.496,-44.130
0.130,0.003,1.161,-2.992,20.000,-44.176
0.120,0.004,1.151,-2.206,19.702,-43.969
0.111,0.007,1.161,-1.985,19.076,-43.351
0.119,0.003,1.160,-2.099,18.687,-42.580
0.146,0.011,1.153,-2.840,19.412,-42.298
0.154,0.018,1.150,-3.420,20.595,-42.664
0.136,0.013,1.145,-3.779,21.275,-42.840
0.124,0.005,1.146,-4.313,20.412,-42.397
0.134,0.009,1.145,-4.321,20.397,-42.313
0.131,0.012,1.146,-4.702,20.450,-42.702
0.151,-0.001,1.141,-5.076,19.863,-44.252
0.134,0.000,1.150,-4.298,20.130,-46.015
0.123,0.005,1.140,-3.908,20.695,-44.137
0.121,0.010,1.127,-3.733,21.954,-41.366
0.136,0.011,1.138,-4.305,22.649,-41.412
0.122,0.015,1.128,-5.137,22.160,-42.160
0.115,0.019,1.138,-6.191,21.443,-41.031
0.130,0.005,1.154,-7.130,21.382,-40.748
0.135,-0.003,1.146,-6.763,21.397,-41.000
0.139,-0.002,1.152,-6.565,21.489,-41.718
0.134,-0.004,1.153,-6.153,21.809,-41.771
0.143,-0.011,1.150,-6.153,22.275,-41.702
0.143,0.001,1.138,-6.931,22.420,-41.649
0.133,0.003,1.146,-7.542,22.687,-41.656
0.131,-0.001,1.151,-8.015,23.061,-41.740
0.135,-0.008,1.159,-8.779,22.733,-42.168
0.136,-0.000,1.171,-9.603,22.573,-43.092
0.120,0.017,1.181,-11.084,21.695,-41.847
0.123,0.014,1.211,-12.344,20.450,-38.908
0.155,0.014,1.266,-13.679,20.046,-38.237
0.173,0.013,1.321,-14.626,18.733,-38.649
0.186,0.024,1.372,-16.061,17.962,-39.618
0.188,0.034,1.422,-16.893,17.137,-40.817
0.172,0.042,1.499,-16.763,14.573,-39.954
0.122,0.025,1.595,-15.145,7.198,-37.214
0.106,0.007,1.676,-11.221,-0.511,-34.000
0.136,-0.018,1.798,-3.771,-6.221,-30.679
0.223,-0.045,1.888,7.794,-14.863,-29.084
0.279,-0.032,1.912,19.809,-13.443,-31.779
0.305,-0.003,2.000,34.198,-12.954,-35.267
0.309,0.031,1.965,46.511,-12.412,-38.137
0.302,0.048,1.941,58.275,-9.679,-38.855
0.282,0.055,1.918,67.924,-10.153,-38.023
0.274,0.046,1.875,76.718,-11.824,-37.916
0.271,0.019,1.856,86.282,-14.969,-40.511
0.269,0.001,1.806,96.702,-20.962,-44.038
0.264,-0.007,1.740,106.145,-23.939,-47.267
0.235,-0.005,1.661,115.374,-27.344,-50.092
0.234,0.004,1.593,123.450,-29.779,-50.527
0.239,0.008,1.509,130.420,-28.901,-50.786
0.249,0.006,1.438,137.695,-25.740,-51.756
0.255,0.008,1.329,143.939,-21.458,-51.794
0.240,0.006,1.259,148.366,-14.664,-50.931
0.208,0.013,1.181,150.649,-12.206,-51.595
0.182,0.022,1.116,151.282,-11.527,-52.710
0.168,0.034,1.058,150.443,-11.870,-52.641
0.187,0.045,0.993,148.863,-11.374,-52.168
0.207,0.051,0.908,147.153,-7.397,-52.626
0.203,0.066,0.848,144.718,-3.656,-53.366
0.192,0.078,0.771,143.053,0.893,-54.611
0.169,0.103,0.687,140.069,7.061,-54.679
0.143,0.128,0.639,137.069,12.076,-53.924
0.115,0.150,0.557,131.137,15.389,-50.977
0.114,0.189,0.517,123.893,16.015,-48.634
0.093,0.215,0.475,114.748,13.481,-46.481
0.112,0.244,0.440,104.366,10.244,-45.038
0.109,0.266,0.411,94.427,9.962,-44.405
0.123,0.284,0.370,83.282,8.771,-43.992
0.116,0.299,0.366,72.908,8.023,-43.511
0.134,0.325,0.334,62.053,9.527,-40.122
0.167,0.344,0.321,51.832,14.107,-36.275
0.192,0.360,0.317,42.473,19.038,-34.198
0.221,0.360,0.305,33.740,24.969,-33.550
0.243,0.376,0.281,25.496,32.084,-33.771
0.253,0.393,0.289,17.359,38.427,-33.992
0.250,0.404,0.281,9.893,44.290,-33.840
0.245,0.411,0.303,1.618,47.244,-35.000
0.224,0.419,0.319,-6.504,46.702,-35.702
0.185,0.415,0.335,-13.641,43.878,-35.840
0.172,0.408,0.352,-21.771,37.771,-37.534
0.171,0.408,0.358,-30.252,29.321,-40.824
0.176,0.434,0.368,-39.893,23.267,-41.374
0.213,0.448,0.367,-51.344,21.557,-39.328
0.253,0.444,0.394,-62.397,25.328,-38.870
0.281,0.435,0.459,-71.618,29.130,-39.481
0.275,0.417,0.529,-78.076,33.359,-39.595
