AX,AY,AZ,GX,GY,GZ
0.292,0.167,1.224,-127.733,32.695,-35.756
0.309,0.128,1.306,-123.580,33.863,-41.420
0.312,0.121,1.319,-116.198,37.000,-47.817
0.281,0.143,1.381,-106.588,38.206,-52.939
0.231,0.150,1.395,-101.901,37.718,-54.740
0.172,0.142,1.410,-96.176,34.305,-53.069
0.154,0.122,1.448,-93.985,27.573,-49.641
0.185,0.095,1.458,-91.893,24.046,-48.145
0.242,0.060,1.458,-87.557,25.206,-50.244
0.251,0.062,1.442,-81.885,31.069,-53.733
0.216,0.073,1.441,-76.893,36.031,-56.069
0.146,0.090,1.429,-72.710,37.122,-54.817
0.104,0.095,1.427,-69.939,36.649,-50.695
0.109,0.077,1.428,-67.092,34.756,-46.847
0.133,0.053,1.429,-64.366,32.473,-45.672
0.135,0.034,1.438,-60.924,30.069,-46.763
0.134,0.020,1.420,-56.855,28.496,-47.702
0.120,0.018,1.418,-52.901,26.771,-46.763
0.119,0.018,1.442,-48.550,25.298,-43.008
0.157,0.025,1.435,-45.038,25.679,-39.992
0.214,0.019,1.439,-40.405,27.382,-39.733
0.236,0.022,1.431,-36.557,28.382,-41.389
0.252,0.022,1.407,-33.107,30.580,-43.962
0.236,0.028,1.370,-30.756,32.450,-46.328
0.197,0.034,1.371,-28.115,31.740,-47.305
0.167,0.035,1.351,-27.038,31.763,-46.893
0.132,0.029,1.346,-25.206,29.206,-46.618
0.137,0.026,1.341,-22.985,27.702,-45.542
0.144,0.019,1.343,-20.687,27.756,-43.901
0.158,0.015,1.347,-18.122,27.397,-43.359
0.168,0.009,1.334,-15.511,28.466,-43.420
0.181,0.004,1.336,-12.527,29.305,-43.695
0.170,-0.001,1.310,-9.733,29.840,-44.595
0.158,0.008,1.292,-7.420,30.275,-44.427
0.142,0.012,1.277,-5.656,29.183,-44.580
0.134,0.015,1.262,-5.198,26.557,-44.344
0.135,0.006,1.253,-4.573,24.321,-44.275
0.135,0.001,1.255,-3.374,22.504,-44.710
0.146,0.002,1.224,-3.038,22.427,-45.008
0.148,-0.001,1.224,-2.374,23.160,-44.977
0.137,-0.005,1.208,-1.695,23.962,-44.260
0.126,-0.011,1.203,-1.382,24.290,-44.473
0.120,-0.017,1.198,-0.534,23.351,-44.038
0.125,-0.010,1.200,0.252,23.137,-43.832
0.115,-0.022,1.198,0.664,22.649,-43.427
0.120,-0.029,1.207,0.771,21.733,-42.420
0.135,-0.036,1.197,1.557,21.893,-41.687
0.151,-0.033,1.193,1.802,22.122,-42.580
0.153,-0.022,1.193,2.221,22.794,-43.115
0.141,-0.026,1.176,2.053,23.679,-42.580
0.171,-0.033,1.170,2.137,23.954,-43.511
0.156,-0.027,1.167,2.641,23.649,-45.649
0.145,-0.007,1.162,2.160,23.389,-45.595
0.152,0.003,1.141,1.756,23.641,-44.031
0.159,-0.004,1.164,1.122,23.351,-43.069
0.157,-0.011,1.151,0.908,23.084,-43.206
0.154,-0.021,1.162,0.580,22.168,-43.435
0.146,-0.018,1.150,0.000,20.458,-44.450
0.137,-0.014,1.164,-0.153,19.130,-44.458
0.145,-0.008,1.159,-0.084,19.237,-43.901
0.148,-0.015,1.152,-0.305,19.328,-43.565
0.148,-0.010,1.168,-0.748,19.084,-43.359
0.158,-0.016,1.172,-1.260,18.947,-43.405
0.161,-0.024,1.175,-1.489,19.725,-43.191
0.165,-0.022,1.168,-0.985,19.939,-43.298
0.165,-0.024,1.153,-1.000,20.710,-43.863
0.158,-0.013,1.149,-1.344,21.107,-44.092
0.143,-0.002,1.145,-2.298,21.252,-43.817
0.136,-0.000,1.134,-3.557,20.183,-43.672
0.128,-0.003,1.149,-4.427,18.885,-43.282
0.131,-0.016,1.153,-4.527,17.733,-42.763
0.144,-0.022,1.157,-4.221,17.328,-42.412
0.147,-0.017,1.156,-3.962,17.595,-42.763
0.145,-0.011,1.141,-4.160,18.267,-42.534
0.143,-0.012,1.150,-4.817,18.573,-42.389
0.143,-0.022,1.148,-5.168,18.603,-42.290
0.138,-0.024,1.153,-5.084,18.534,-42.137
0.144,-0.018,1.169,-4.809,18.435,-41.954
0.145,-0.020,1.168,-4.550,19.038,-41.878
0.148,-0.026,1.176,-4.160,19.344,-42.328
0.144,-0.025,1.166,-3.328,19.290,-42.702
0.139,-0.026,1.169,-2.771,18.206,-42.603
0.137,-0.019,1.165,-2.214,17.069,-43.107
0.144,-0.021,1.151,-2.603,16.779,-42.565
0.156,-0.013,1.148,-3.053,17.824,-42.023
0.169,-0.014,1.163,-3.237,18.931,-42.481
0.159,-0.017,1.166,-3.328,19.511,-42.802
0.147,-0.018,1.165,-3.229,20.443,-42.939
0.131,-0.027,1.174,-2.802,19.542,-42.824
0.138,-0.023,1.152,-2.649,18.458,-43.069
0.145,-0.019,1.162,-2.824,18.649,-43.038
0.150,-0.019,1.165,-2.870,18.542,-43.206
0.169,-0.030,1.172,-2.710,19.130,-45.710
0.149,-0.023,1.173,-2.527,18.176,-46.130
0.145,-0.012,1.157,-1.962,19.412,-43.824
0.155,-0.016,1.160,-1.870,19.550,-42.649
0.161,-0.025,1.162,-2.053,20.130,-43.275
0.150,-0.017,1.159,-2.344,19.908,-43.557
0.147,-0.016,1.155,-2.947,20.076,-42.664
0.153,-0.023,1.164,-3.893,19.824,-42.450
0.157,-0.028,1.153,-4.290,20.122,-42.458
0.157,-0.024,1.166,-3.626,20.313,-42.641
0.154,-0.032,1.160,-3.626,20.221,-42.939
0.145,-0.030,1.162,-3.771,19.695,-43.450
0.147,-0.020,1.150,-4.015,19.351,-42.916
0.155,-0.015,1.150,-4.374,20.061,-42.412
0.158,-0.010,1.125,-5.504,20.786,-42.740
0.147,-0.019,1.180,-5.794,19.779,-43.015
0.155,-0.027,1.152,-5.863,21.252,-42.519
0.167,-0.039,1.158,-5.153,21.595,-43.336
0.146,-0.030,1.158,-3.893,20.695,-44.870
0.134,-0.020,1.167,-2.763,20.893,-43.519
0.150,-0.021,1.160,-2.466,21.015,-41.947
0.154,-0.027,1.170,-2.198,20.305,-42.847
0.138,-0.024,1.168,-2.473,20.008,-43.382
0.138,-0.024,1.152,-2.374,19.046,-42.863
0.156,-0.026,1.154,-2.733,19.847,-42.916
