AX,AY,AZ,GX,GY,GZ
0.302,0.394,0.297,12.740,26.496,-33.443
0.327,0.394,0.302,5.038,26.924,-34.405
0.360,0.418,0.330,-2.344,28.878,-36.046
0.380,0.448,0.343,-9.221,32.053,-38.382
0.385,0.470,0.366,-16.206,35.565,-39.389
0.396,0.471,0.388,-21.985,38.000,-40.466
0.391,0.455,0.402,-27.382,43.008,-42.405
0.368,0.445,0.420,-33.908,46.687,-45.664
0.312,0.457,0.496,-38.702,45.626,-49.115
0.259,0.450,0.524,-42.542,39.496,-51.252
0.226,0.448,0.580,-46.893,31.122,-52.221
0.225,0.444,0.615,-51.595,23.069,-52.053
0.235,0.448,0.659,-56.382,17.229,-51.534
0.259,0.458,0.683,-61.328,16.405,-50.351
0.252,0.453,0.769,-64.786,15.855,-48.863
0.272,0.441,0.803,-67.748,17.351,-47.275
0.281,0.426,0.852,-69.740,22.107,-46.931
0.271,0.400,0.899,-70.191,24.718,-47.702
0.254,0.377,0.935,-69.992,26.359,-48.198
0.252,0.358,0.981,-68.206,27.282,-48.405
0.263,0.348,1.005,-66.321,27.481,-48.519
0.286,0.355,1.012,-64.748,29.511,-49.672
0.294,0.369,1.014,-64.176,32.107,-50.748
0.276,0.383,1.020,-64.443,34.992,-50.840
0.254,0.374,1.015,-63.481,38.832,-51.595
0.207,0.379,1.029,-63.130,39.603,-52.527
0.171,0.377,1.038,-62.870,37.351,-50.588
0.160,0.388,1.029,-63.603,37.511,-45.718
0.180,0.368,1.046,-64.290,37.863,-43.252
0.186,0.345,1.058,-64.267,35.962,-43.641
0.198,0.331,1.045,-63.832,37.076,-42.924
0.204,0.316,1.069,-62.519,38.664,-44.405
0.171,0.328,1.080,-61.924,35.710,-45.374
0.161,0.357,1.102,-62.710,32.046,-42.595
0.194,0.375,1.105,-64.710,30.824,-38.901
0.234,0.363,1.145,-66.229,28.954,-37.649
0.245,0.325,1.155,-66.366,28.527,-37.473
0.271,0.295,1.165,-65.679,31.458,-38.366
0.264,0.270,1.214,-62.527,32.313,-39.771
0.233,0.269,1.226,-58.092,31.046,-40.603
0.247,0.271,1.229,-54.809,32.977,-39.076
0.260,0.257,1.273,-51.641,32.847,-38.321
0.287,0.247,1.249,-48.496,33.809,-40.000
0.290,0.242,1.256,-45.649,33.618,-44.053
0.283,0.241,1.229,-43.496,33.863,-46.733
0.238,0.238,1.217,-41.534,35.153,-47.992
0.204,0.236,1.210,-41.092,34.305,-46.748
0.209,0.237,1.207,-40.863,33.260,-45.885
0.222,0.244,1.174,-41.290,33.557,-44.076
0.229,0.251,1.183,-41.641,36.023,-43.725
0.224,0.255,1.163,-41.313,37.718,-44.374
0.203,0.248,1.179,-41.321,39.137,-43.855
0.189,0.239,1.195,-40.901,38.573,-41.389
0.235,0.217,1.200,-40.298,39.038,-40.206
0.271,0.207,1.220,-39.305,38.679,-41.588
0.291,0.198,1.212,-37.641,39.328,-43.786
0.286,0.193,1.214,-36.099,40.794,-45.397
0.259,0.186,1.210,-34.160,39.740,-48.153
0.225,0.183,1.222,-32.351,37.427,-49.863
0.204,0.183,1.228,-30.191,34.382,-49.908
0.194,0.193,1.215,-28.198,32.084,-49.870
0.171,0.221,1.212,-27.443,30.733,-50.229
0.153,0.222,1.222,-27.664,29.366,-49.374
0.153,0.210,1.201,-28.084,28.252,-47.588
0.172,0.197,1.208,-28.550,28.939,-45.931
0.183,0.179,1.227,-29.015,30.038,-44.618
0.210,0.173,1.211,-28.962,32.885,-44.053
0.231,0.166,1.241,-28.008,36.687,-44.069
0.222,0.155,1.255,-26.008,38.145,-45.786
0.182,0.168,1.260,-23.954,37.275,-47.466
0.146,0.170,1.269,-22.573,33.237,-47.565
0.149,0.160,1.266,-21.542,28.687,-46.847
0.160,0.160,1.254,-20.573,25.641,-46.817
0.177,0.155,1.237,-19.321,25.260,-47.076
0.174,0.146,1.234,-18.313,25.008,-47.809
0.166,0.146,1.204,-17.611,26.076,-47.634
0.150,0.155,1.194,-17.053,27.771,-46.473
0.141,0.152,1.194,-17.023,28.702,-45.588
0.133,0.143,1.191,-17.580,29.794,-43.779
0.135,0.132,1.193,-18.038,29.458,-42.710
0.139,0.116,1.201,-17.252,28.794,-42.290
0.151,0.104,1.207,-16.099,28.382,-41.771
0.166,0.098,1.216,-14.809,27.435,-42.405
0.169,0.095,1.191,-13.580,26.733,-43.137
0.165,0.104,1.191,-12.954,26.740,-42.885
0.177,0.119,1.167,-12.366,27.450,-42.947
0.188,0.121,1.152,-12.389,28.275,-43.580
0.161,0.126,1.164,-13.260,28.924,-44.008
0.161,0.120,1.173,-14.298,28.137,-43.664
0.174,0.102,1.165,-15.198,28.115,-43.878
0.184,0.101,1.185,-14.504,27.534,-44.466
0.179,0.092,1.175,-13.992,27.695,-45.603
0.158,0.089,1.188,-12.840,27.168,-46.076
0.128,0.098,1.174,-12.321,25.351,-45.901
0.120,0.096,1.198,-12.206,22.603,-45.061
0.135,0.085,1.173,-12.015,21.344,-43.489
0.159,0.075,1.187,-11.878,22.603,-42.939
0.178,0.076,1.200,-10.901,24.366,-43.954
0.164,0.075,1.179,-10.947,25.870,-44.817
0.149,0.072,1.192,-11.137,27.145,-44.366
0.133,0.066,1.206,-10.481,26.450,-44.244
0.136,0.075,1.197,-9.977,25.298,-43.748
0.139,0.075,1.197,-9.542,24.695,-43.427
0.144,0.076,1.189,-9.679,24.511,-43.588
0.133,0.078,1.206,-9.435,22.748,-43.771
0.135,0.068,1.192,-9.031,22.130,-43.863
0.138,0.059,1.187,-9.252,23.534,-44.183
0.129,0.054,1.184,-8.885,23.718,-44.221
0.113,0.059,1.184,-8.527,23.931,-44.053
0.100,0.057,1.187,-8.061,23.435,-43.328
0.116,0.050,1.193,-7.542,23.137,-42.565
0.111,0.044,1.194,-6.580,21.931,-42.000
0.123,0.042,1.198,-6.031,22.580,-42.015
0.124,0.052,1.196,-5.847,23.237,-42.214
0.134,0.055,1.177,-6.000,24.038,-41.931
0.133,0.048,1.181,-5.855,24.145,-42.145
0.122,0.051,1.163,-5.504,23.725,-42.328
0.119,0.054,1.164,-5.443,23.397,-41.893
0.125,0.055,1.160,-5.786,23.137,-41.496
0.129,0.056,1.170,-6.038,22.458,-41.702
0.136,0.052,1.168,-6.008,22.183,-41.840
0.138,0.050,1.168,-5.802,22.802,-41.802
0.134,0.047,1.174,-5.870,23.053,-42.405
0.130,0.044,1.164,-5.366,22.733,-42.595
0.129,0.044,1.159,-5.389,21.565,-42.954
0.136,0.046,1.159,-5.763,21.183,-43.313
0.129,0.051,1.160,-6.160,21.008,-43.244
0.127,0.042,1.165,-6.595,20.580,-45.237
0.120,0.053,1.154,-6.458,20.458,-45.275
0.116,0.048,1.163,-6.290,20.931,-43.260
0.139,0.042,1.156,-6.046,22.267,-42.008
0.133,0.044,1.167,-5.969,22.565,-42.702
0.112,0.049,1.159,-6.565,21.450,-42.969
0.110,0.044,1.161,-7.168,20.771,-43.321
0.110,0.042,1.169,-7.031,18.786,-43.260
0.123,0.038,1.167,-7.137,18.443,-43.565
0.129,0.040,1.178,-7.076,19.534,-43.450
0.136,0.043,1.180,-6.870,20.863,-43.107
0.138,0.031,1.180,-6.344,22.824,-42.237
0.136,0.023,1.189,-5.504,23.908,-42.244
0.123,0.022,1.190,-4.649,23.802,-42.885
0.108,0.032,1.177,-4.000,22.031,-43.275
0.124,0.035,1.174,-3.786,22.107,-42.496
0.130,0.032,1.181,-3.947,22.282,-43.053
0.126,0.044,1.161,-4.282,21.939,-43.382
0.113,0.038,1.154,-4.954,21.740,-43.053
0.106,0.036,1.161,-5.557,21.099,-42.672
0.106,0.025,1.168,-5.435,20.885,-42.229
0.114,0.019,1.156,-5.160,20.611,-41.924
0.121,0.031,1.153,-5.405,21.534,-41.878
0.120,0.030,1.149,-5.260,23.038,-42.038
0.113,0.028,1.149,-4.649,23.267,-42.076
0.107,0.020,1.174,-3.534,22.626,-41.473
0.112,0.010,1.118,-2.244,22.038,-41.977
0.100,0.015,1.134,-2.397,24.496,-41.725
0.088,0.015,1.180,-1.420,22.122,-41.870
0.085,0.030,1.114,-2.573,18.985,-41.908
0.093,0.039,1.127,-4.779,21.977,-40.824
0.092,0.047,1.140,-6.985,18.481,-39.153
0.109,0.050,1.135,-8.969,18.557,-38.649
0.120,0.047,1.151,-10.305,18.542,-38.137
0.143,0.030,1.161,-10.504,18.809,-37.847
0.145,0.028,1.187,-10.176,19.031,-38.573
0.137,0.026,1.174,-9.542,19.252,-39.511
0.133,0.021,1.192,-8.947,17.908,-39.885
0.139,0.026,1.198,-8.290,17.290,-40.595
0.146,0.017,1.205,-8.344,16.092,-41.466
0.144,0.019,1.203,-8.206,15.031,-42.031
0.145,0.014,1.216,-8.282,15.634,-43.649
0.135,0.017,1.229,-7.718,14.939,-43.214
0.136,0.025,1.237,-6.809,16.008,-41.214
0.133,0.024,1.241,-5.603,16.809,-40.290
0.123,0.041,1.256,-5.031,16.786,-39.565
0.123,0.054,1.273,-5.763,17.229,-38.305
0.141,0.065,1.302,-6.924,16.763,-37.985
0.151,0.087,1.354,-7.718,15.695,-38.802
0.141,0.106,1.419,-9.695,18.260,-40.412
0.087,0.101,1.498,-8.718,11.878,-42.924
0.042,0.094,1.613,-6.504,3.321,-44.863
0.026,0.070,1.740,-5.115,-10.504,-46.924
0.038,0.068,1.866,-1.511,-18.435,-46.992
0.055,0.067,1.969,2.344,-20.573,-39.771
0.084,0.047,2.000,10.244,-15.718,-27.763
0.182,-0.004,2.000,23.023,-9.603,-20.756
0.262,-0.046,2.000,43.687,-3.038,-21.069
0.299,-0.058,2.000,71.870,3.198,-24.321
0.307,-0.083,2.000,103.298,6.771,-27.885
0.242,-0.104,2.000,134.336,0.420,-34.092
0.164,-0.110,2.000,161.405,-18.550,-40.466
0.178,-0.091,2.000,182.244,-40.015,-44.725
0.287,-0.059,1.808,197.206,-50.344,-47.550
0.384,-0.015,1.593,207.015,-47.733,-51.962
0.403,0.042,1.387,211.015,-37.412,-53.977
0.360,0.077,1.231,211.664,-25.115,-50.908
0.313,0.065,1.104,209.664,-13.557,-49.214
0.249,0.062,1.002,206.389,-6.229,-51.290
0.157,0.072,0.911,202.412,-4.603,-50.702
0.130,0.073,0.817,197.649,-5.198,-47.908
0.152,0.082,0.702,191.550,-5.153,-43.870
0.177,0.097,0.609,185.107,-2.290,-41.992
0.174,0.129,0.517,178.176,-1.672,-42.985
