AX,AY,AZ,GX,GY,GZ
-0.171,-0.150,1.203,-1.954,20.053,-127.305
-0.172,-0.073,1.194,-0.496,11.557,-128.863
-0.171,0.004,1.177,-0.336,8.489,-129.084
-0.171,0.030,1.175,-0.611,7.962,-126.969
-0.206,0.001,1.162,-0.206,10.908,-122.893
-0.242,-0.032,1.161,0.771,12.053,-117.458
-0.255,-0.046,1.139,0.649,14.679,-110.771
-0.255,-0.028,1.129,-0.542,17.664,-103.092
-0.236,-0.007,1.117,-2.916,22.191,-95.763
-0.216,0.024,1.095,-6.595,29.023,-89.206
-0.219,0.022,1.125,-10.130,32.626,-83.748
-0.240,0.007,1.153,-11.924,32.389,-79.466
-0.253,-0.027,1.167,-11.992,29.382,-76.740
-0.271,-0.062,1.196,-9.595,24.153,-74.221
-0.286,-0.081,1.210,-5.802,16.595,-72.267
-0.275,-0.070,1.190,-2.160,10.267,-70.015
-0.246,-0.046,1.152,0.176,6.664,-65.954
-0.195,-0.003,1.125,-0.489,7.519,-60.359
-0.135,0.039,1.103,-2.695,14.443,-55.145
-0.098,0.063,1.093,-5.344,24.115,-51.595
-0.112,0.067,1.127,-7.542,29.496,-48.969
-0.133,0.048,1.143,-8.053,31.985,-45.618
-0.143,0.019,1.175,-7.695,31.038,-42.527
-0.141,-0.005,1.192,-5.809,26.534,-41.137
-0.127,-0.012,1.204,-3.160,22.099,-40.366
-0.098,0.005,1.170,-1.573,18.031,-38.908
-0.046,0.024,1.156,-0.824,19.954,-36.405
-0.000,0.043,1.146,-1.229,23.695,-34.595
0.021,0.050,1.158,-1.634,26.924,-33.908
0.020,0.055,1.140,-2.588,29.588,-33.977
0.005,0.050,1.151,-2.656,30.466,-32.962
-0.005,0.047,1.158,-2.634,28.695,-32.092
0.003,0.031,1.158,-2.420,26.733,-31.817
0.017,0.023,1.171,-1.901,25.679,-31.702
0.041,0.023,1.154,-2.229,24.153,-31.053
0.060,0.034,1.154,-2.214,24.809,-30.511
0.066,0.026,1.166,-2.779,25.237,-30.672
0.070,0.022,1.175,-2.611,25.489,-30.954
0.068,0.022,1.176,-2.542,24.473,-30.588
0.082,0.020,1.174,-2.557,24.687,-29.977
0.093,0.017,1.184,-2.641,24.718,-29.870
0.095,0.011,1.178,-2.198,24.824,-30.374
0.093,0.013,1.182,-2.221,24.672,-30.305
0.102,0.004,1.175,-2.511,24.603,-30.328
0.119,0.001,1.189,-2.695,24.313,-30.641
0.128,0.000,1.192,-2.511,23.794,-31.420
0.137,0.003,1.182,-2.229,24.374,-31.878
0.140,0.013,1.187,-1.725,24.153,-32.198
0.142,0.014,1.179,-1.405,23.954,-33.176
0.134,0.015,1.176,-1.260,23.443,-33.458
0.135,0.006,1.170,-1.580,22.672,-34.229
0.129,0.002,1.170,-2.176,21.992,-35.443
0.123,0.005,1.157,-2.389,20.443,-36.282
0.115,0.004,1.164,-2.664,18.817,-36.748
0.118,-0.004,1.159,-2.924,17.153,-37.420
0.112,-0.006,1.152,-3.359,16.786,-37.321
0.118,-0.001,1.154,-3.489,17.557,-36.824
0.141,-0.002,1.140,-3.832,18.374,-36.618
0.155,0.002,1.151,-4.260,20.038,-37.092
0.143,0.008,1.152,-4.687,19.992,-38.290
0.126,0.008,1.156,-4.588,19.466,-38.840
0.120,-0.001,1.166,-4.420,18.870,-38.977
0.130,-0.000,1.157,-4.779,17.588,-39.763
0.126,-0.000,1.165,-4.924,15.870,-40.916
0.134,-0.003,1.170,-5.191,15.275,-41.656
0.128,0.002,1.169,-4.901,15.122,-41.542
0.132,-0.005,1.156,-5.344,16.122,-41.565
0.134,-0.002,1.155,-5.985,17.748,-41.359
0.131,0.003,1.158,-6.397,19.305,-41.939
0.110,0.000,1.173,-6.046,19.000,-42.405
0.106,0.001,1.170,-6.031,17.527,-42.321
0.106,-0.005,1.167,-6.000,17.641,-42.069
0.101,-0.010,1.173,-5.504,17.832,-42.725
0.100,-0.019,1.194,-4.214,16.427,-43.321
0.099,-0.009,1.176,-3.481,15.763,-43.237
0.095,-0.008,1.167,-3.244,16.336,-42.595
0.096,-0.001,1.172,-3.695,16.321,-41.931
0.100,0.004,1.172,-4.221,17.656,-41.481
0.127,0.015,1.161,-5.092,20.076,-40.725
0.123,0.020,1.180,-5.473,21.626,-41.076
0.116,0.010,1.182,-4.832,21.076,-41.344
0.099,-0.020,1.177,-4.435,20.267,-40.885
0.103,-0.025,1.188,-3.435,20.282,-40.878
0.115,-0.018,1.175,-2.351,20.260,-41.809
0.128,-0.003,1.172,-2.031,20.489,-42.656
0.109,-0.003,1.175,-2.122,20.160,-42.618
0.088,-0.000,1.165,-2.634,19.679,-42.305
0.089,-0.014,1.181,-3.290,18.504,-42.588
0.090,-0.016,1.180,-3.092,17.382,-42.290
0.099,-0.014,1.169,-2.603,18.359,-42.275
0.101,-0.011,1.165,-1.084,20.580,-41.580
0.098,-0.010,1.162,-0.947,21.145,-41.450
0.099,-0.011,1.155,-1.038,21.710,-41.061
0.102,-0.000,1.152,-1.634,23.130,-40.481
0.108,0.011,1.158,-2.008,23.344,-40.214
0.100,0.008,1.157,-3.122,22.969,-40.382
0.097,-0.006,1.166,-3.321,22.328,-40.542
0.096,-0.015,1.195,-2.771,20.275,-40.985
0.106,-0.019,1.182,-1.779,17.985,-41.847
0.113,-0.020,1.174,-1.160,18.000,-42.840
0.111,-0.007,1.162,-1.336,19.015,-43.076
