AX,AY,AZ,GX,GY,GZ
-0.004,0.020,1.210,-3.908,25.015,-45.885
-0.038,0.028,1.196,-1.611,18.527,-43.420
0.006,0.019,1.177,-0.916,19.802,-42.206
0.027,0.023,1.185,0.336,16.534,-44.412
0.039,0.041,1.162,0.328,15.832,-45.168
0.051,0.052,1.144,-1.053,19.473,-43.260
0.063,0.053,1.157,-2.817,22.969,-42.626
0.051,0.041,1.172,-4.305,23.656,-42.756
0.042,0.036,1.168,-4.885,24.351,-42.397
0.024,0.033,1.177,-4.527,24.290,-42.031
0.017,0.032,1.191,-3.702,21.473,-42.344
0.021,0.022,1.181,-3.267,18.756,-43.046
0.026,0.018,1.195,-2.870,16.557,-43.145
0.035,0.027,1.188,-2.031,15.046,-42.908
0.055,0.036,1.185,-1.702,15.137,-42.473
0.073,0.033,1.173,-1.206,16.557,-41.901
0.075,0.031,1.180,-1.504,20.183,-41.458
0.070,0.021,1.168,-1.153,22.641,-41.878
0.058,0.036,1.170,-0.855,22.763,-41.756
0.047,0.046,1.169,-1.473,21.626,-41.511
0.058,0.056,1.152,-1.924,21.420,-40.985
0.077,0.060,1.157,-3.229,21.198,-40.878
0.087,0.043,1.167,-4.046,21.122,-41.420
0.080,0.027,1.168,-4.153,19.969,-42.847
0.073,0.018,1.165,-3.061,18.771,-43.931
0.066,0.024,1.169,-2.244,18.489,-44.176
0.068,0.025,1.169,-1.802,18.496,-43.931
0.054,0.021,1.162,-1.672,18.053,-43.695
0.061,0.019,1.163,-1.992,17.397,-43.382
0.071,0.030,1.158,-2.710,18.695,-42.954
0.070,0.029,1.160,-3.061,21.298,-42.725
0.067,0.024,1.160,-2.542,22.397,-42.344
0.067,0.032,1.169,-2.214,22.756,-42.336
0.054,0.032,1.165,-1.847,22.939,-42.137
0.057,0.026,1.162,-1.702,22.695,-42.229
0.064,0.029,1.162,-1.641,21.985,-42.267
0.076,0.041,1.157,-1.313,21.145,-43.221
0.078,0.046,1.156,-1.985,20.382,-44.702
0.062,0.047,1.154,-2.954,19.985,-45.344
0.049,0.035,1.158,-3.687,18.931,-45.366
0.046,0.032,1.163,-3.992,18.145,-45.275
0.060,0.027,1.159,-4.076,18.374,-45.237
0.057,0.020,1.164,-3.954,19.924,-45.321
0.051,0.021,1.171,-3.794,21.076,-45.115
0.044,0.021,1.175,-3.473,21.817,-44.588
0.040,0.021,1.177,-3.046,21.481,-44.084
0.039,0.016,1.188,-2.489,20.756,-43.924
0.056,0.029,1.167,-1.878,20.527,-43.611
0.059,0.027,1.173,-2.443,21.046,-43.832
0.067,0.031,1.169,-2.588,20.779,-44.496
0.058,0.031,1.181,-2.794,18.939,-45.473
0.046,0.023,1.175,-2.824,18.000,-46.046
0.047,0.021,1.170,-2.588,18.282,-45.977
0.050,0.020,1.181,-2.351,17.824,-46.405
0.044,0.021,1.170,-1.763,19.565,-46.046
0.041,0.027,1.162,-1.313,22.176,-45.206
0.052,0.032,1.167,-1.321,23.000,-44.252
0.047,0.027,1.162,-1.275,23.992,-43.908
0.041,0.023,1.167,-1.145,23.023,-43.748
0.030,0.023,1.172,-1.191,21.168,-43.718
0.038,0.027,1.164,-1.458,19.412,-43.855
0.043,0.035,1.155,-1.855,19.374,-43.542
0.042,0.044,1.146,-2.344,20.176,-43.649
0.034,0.050,1.146,-2.885,20.046,-44.107
0.040,0.046,1.143,-3.779,20.626,-44.015
0.031,0.042,1.151,-4.282,20.122,-43.450
0.031,0.032,1.165,-4.176,19.740,-43.359
0.032,0.026,1.171,-3.878,19.313,-42.885
0.045,0.020,1.164,-3.649,18.855,-42.344
0.071,0.022,1.158,-3.336,20.504,-42.405
0.063,0.026,1.163,-3.153,21.901,-42.748
0.046,0.038,1.171,-3.092,22.137,-42.954
0.027,0.047,1.167,-3.229,22.145,-42.511
0.034,0.037,1.163,-3.550,21.481,-42.107
0.024,0.037,1.166,-3.748,20.901,-42.527
0.021,0.036,1.185,-3.366,19.115,-42.740
0.028,0.027,1.175,-2.626,17.718,-42.527
0.047,0.017,1.176,-2.588,17.695,-42.130
0.053,0.017,1.158,-2.756,18.695,-41.359
