AX,AY,AZ,GX,GY,GZ
-0.116,-0.054,1.209,0.908,28.130,-105.061
-0.096,-0.109,1.221,2.244,26.725,-101.779
-0.078,-0.126,1.219,3.260,27.305,-100.084
-0.085,-0.117,1.213,4.794,29.260,-98.000
-0.086,-0.074,1.207,6.267,33.382,-95.481
-0.063,-0.035,1.189,7.664,39.855,-92.206
-0.061,-0.006,1.172,8.290,47.458,-88.763
-0.080,-0.006,1.169,8.534,51.908,-84.878
-0.128,-0.028,1.165,8.359,54.115,-80.992
-0.169,-0.037,1.166,8.427,50.061,-78.328
-0.182,-0.028,1.158,7.542,41.351,-76.084
-0.180,-0.003,1.163,6.305,34.740,-75.672
-0.167,0.025,1.153,5.382,28.786,-74.038
-0.155,0.047,1.139,4.786,25.985,-72.099
-0.138,0.031,1.132,5.122,25.305,-70.298
-0.124,0.018,1.130,5.160,25.550,-68.611
-0.123,0.014,1.125,5.603,25.931,-66.435
-0.123,0.022,1.102,5.214,27.817,-63.878
-0.110,0.029,1.090,4.870,30.183,-61.649
-0.104,0.039,1.092,3.802,31.725,-59.809
-0.110,0.050,1.084,2.511,31.908,-58.649
-0.125,0.053,1.083,0.473,31.107,-56.427
-0.116,0.042,1.083,-1.214,30.176,-53.038
-0.090,0.019,1.100,-2.214,27.931,-51.237
-0.069,-0.006,1.111,-2.511,25.779,-51.198
-0.045,-0.010,1.102,-2.527,24.641,-51.031
-0.031,0.014,1.096,-3.397,25.443,-50.832
-0.022,0.060,1.111,-4.153,27.336,-51.267
-0.036,0.081,1.109,-4.664,27.305,-51.504
-0.059,0.074,1.115,-6.008,26.000,-50.702
-0.091,0.056,1.124,-7.450,22.504,-50.038
-0.099,0.035,1.147,-8.771,18.893,-47.832
-0.067,0.021,1.165,-8.916,16.824,-45.573
-0.021,-0.009,1.182,-8.809,16.649,-44.626
-0.004,-0.018,1.202,-7.038,18.359,-45.153
0.002,-0.020,1.195,-5.321,19.756,-45.427
0.001,-0.010,1.190,-2.977,23.038,-44.466
0.016,-0.002,1.175,-1.237,24.824,-43.298
0.021,0.017,1.150,-0.527,27.527,-42.809
0.011,0.033,1.156,-0.405,29.122,-42.710
0.000,0.044,1.142,-1.962,28.244,-41.740
0.022,0.051,1.145,-3.916,27.573,-40.489
0.051,0.045,1.147,-6.008,27.672,-40.702
0.042,0.040,1.152,-6.756,25.229,-42.305
0.034,0.031,1.156,-7.405,21.817,-43.038
0.024,0.034,1.164,-7.885,19.809,-43.580
0.024,0.033,1.170,-8.443,16.985,-43.870
0.031,0.020,1.168,-8.313,15.580,-44.099
0.044,0.011,1.174,-7.107,16.794,-43.313
0.070,0.015,1.176,-5.794,19.076,-42.573
0.068,0.014,1.179,-5.137,20.748,-42.931
0.048,0.017,1.168,-5.466,21.954,-43.313
0.041,0.025,1.169,-6.687,22.038,-42.519
0.034,0.022,1.175,-7.924,21.298,-41.885
0.037,0.001,1.181,-8.351,19.763,-41.893
0.041,-0.014,1.187,-7.870,18.198,-42.611
0.046,-0.011,1.175,-7.115,18.160,-43.214
0.058,-0.003,1.181,-6.412,19.328,-43.229
0.065,0.012,1.182,-5.992,19.260,-42.962
0.061,0.014,1.181,-5.824,20.092,-42.771
0.060,0.008,1.181,-6.191,21.427,-42.443
0.061,0.004,1.201,-5.168,22.573,-42.603
0.058,-0.017,1.191,-4.427,22.145,-43.282
0.043,-0.011,1.202,-3.275,20.550,-44.061
0.045,-0.010,1.190,-2.809,18.412,-43.855
0.051,-0.009,1.185,-3.053,17.916,-43.977
0.062,-0.003,1.182,-3.313,18.260,-43.878
0.066,0.009,1.177,-3.382,20.359,-44.359
0.060,0.008,1.186,-3.252,21.328,-44.450
0.051,0.010,1.176,-2.649,21.023,-43.840
0.051,-0.002,1.177,-2.305,21.229,-43.603
0.058,-0.007,1.187,-2.115,20.710,-43.809
0.057,-0.007,1.168,-2.420,21.000,-44.137
0.053,-0.006,1.151,-2.725,21.626,-44.397
0.044,0.001,1.175,-2.313,20.305,-44.481
0.052,0.007,1.156,-2.313,20.214,-44.405
0.059,0.002,1.162,-2.176,20.565,-44.282
0.058,0.007,1.158,-2.206,21.527,-44.267
0.052,0.008,1.170,-1.641,21.519,-44.382
0.047,0.002,1.175,-1.916,20.389,-44.397
0.048,-0.001,1.156,-2.275,18.916,-44.618
0.051,0.002,1.156,-2.969,18.076,-44.756
0.050,-0.001,1.163,-3.427,18.672,-44.328
0.054,0.000,1.165,-3.023,19.115,-44.542
0.055,-0.000,1.174,-3.130,19.962,-44.763
0.042,0.003,1.174,-2.573,20.221,-45.527
0.033,0.010,1.171,-2.656,19.855,-45.130
0.026,0.010,1.158,-2.687,19.863,-44.435
0.030,0.002,1.169,-2.649,19.504,-44.099
0.031,-0.009,1.166,-3.046,19.573,-43.847
0.035,-0.017,1.158,-3.511,19.962,-43.618
0.026,-0.027,1.172,-2.954,21.221,-43.321
0.024,-0.024,1.183,-1.733,20.168,-43.450
0.026,-0.018,1.178,-1.229,19.153,-43.344
0.023,-0.005,1.181,-1.183,18.710,-42.893
0.032,-0.000,1.167,-1.397,18.450,-42.641
0.039,-0.001,1.165,-1.664,19.015,-42.206
0.048,0.010,1.175,-1.527,20.298,-42.198
0.057,0.010,1.164,-1.481,21.435,-42.382
0.051,0.022,1.174,-1.305,22.435,-42.618
0.037,0.033,1.173,-1.076,23.443,-42.359
0.029,0.039,1.176,-1.649,23.924,-42.458
0.016,0.032,1.187,-1.573,22.191,-43.206
-0.005,0.017,1.185,-1.573,19.092,-44.290
-0.034,0.003,1.179,-1.542,16.481,-44.053
-0.040,-0.002,1.182,-1.237,14.672,-43.626
