AX,AY,AZ,GX,GY,GZ
-0.070,-0.008,1.205,-5.252,26.130,-85.466
-0.086,0.024,1.187,-2.252,26.038,-80.863
-0.058,0.028,1.162,-2.366,32.786,-76.519
-0.071,0.033,1.183,-1.061,32.863,-74.496
-0.091,0.039,1.159,-2.046,32.748,-70.145
-0.099,0.030,1.172,-2.550,33.840,-66.817
-0.101,0.032,1.182,-2.489,30.634,-64.840
-0.093,0.024,1.182,-2.405,29.260,-62.176
-0.078,0.021,1.163,-2.038,28.527,-59.878
-0.065,0.026,1.151,-2.122,28.153,-59.031
-0.070,0.038,1.155,-1.702,28.359,-58.702
-0.081,0.050,1.161,-0.641,26.053,-56.718
-0.067,0.053,1.145,-0.611,24.786,-52.725
-0.017,0.058,1.151,-1.412,26.023,-49.275
0.013,0.048,1.148,-1.412,27.137,-48.084
0.019,0.050,1.130,-1.939,29.603,-47.802
0.017,0.065,1.137,-2.458,30.962,-47.267
0.004,0.077,1.140,-2.931,30.176,-46.595
0.005,0.074,1.140,-3.840,27.855,-45.824
0.010,0.066,1.131,-5.458,24.809,-45.481
0.032,0.061,1.146,-6.511,22.809,-44.947
0.064,0.053,1.139,-7.672,22.405,-44.183
0.081,0.044,1.145,-8.153,24.206,-44.519
0.076,0.030,1.162,-7.092,25.290,-45.405
0.059,0.029,1.162,-6.038,24.695,-45.756
0.045,0.028,1.167,-6.183,23.534,-45.687
0.042,0.012,1.178,-6.153,21.885,-45.015
0.046,0.004,1.172,-6.305,20.939,-45.000
0.040,0.004,1.190,-6.176,20.053,-45.008
0.047,0.006,1.171,-6.351,20.496,-44.573
0.065,0.001,1.196,-6.038,20.603,-44.931
0.077,0.014,1.196,-5.092,20.130,-47.137
0.053,0.026,1.162,-5.229,21.412,-42.840
0.078,0.011,1.162,-5.992,27.359,-41.519
0.065,0.021,1.191,-5.527,25.115,-44.565
0.029,0.028,1.172,-5.534,23.802,-42.489
0.042,0.007,1.181,-5.687,24.634,-40.763
0.054,-0.003,1.211,-4.771,20.053,-42.099
0.058,0.004,1.196,-4.260,18.290,-42.550
0.085,0.004,1.189,-4.008,20.305,-40.954
0.111,0.005,1.179,-3.420,23.191,-40.565
0.121,0.005,1.185,-3.053,25.695,-41.924
0.094,0.016,1.195,-1.939,26.740,-43.298
0.062,0.026,1.186,-1.580,25.046,-43.458
0.052,0.027,1.180,-1.718,22.450,-43.435
0.057,0.028,1.183,-1.580,20.359,-43.725
0.073,0.033,1.166,-1.969,19.183,-43.511
0.081,0.029,1.151,-2.870,19.389,-42.855
0.082,0.025,1.166,-3.397,20.336,-42.840
0.087,0.009,1.168,-3.679,20.092,-43.511
0.079,0.006,1.164,-3.687,19.794,-43.351
0.078,0.010,1.178,-3.649,19.336,-43.656
0.078,0.012,1.188,-3.450,18.420,-44.221
