AX,AY,AZ,GX,GY,GZ
0.013,0.033,1.201,-3.275,33.008,-46.840
-0.007,0.023,1.199,-2.649,29.740,-46.802
-0.021,0.035,1.195,-2.550,25.603,-46.084
0.000,0.038,1.171,-3.160,22.496,-45.855
0.015,0.048,1.176,-3.405,19.954,-45.924
0.021,0.052,1.172,-3.832,19.305,-45.786
0.022,0.039,1.158,-5.084,21.252,-44.511
0.017,0.038,1.179,-5.183,21.756,-42.863
0.024,0.036,1.172,-5.076,22.626,-41.931
0.049,0.031,1.174,-5.504,23.954,-41.870
0.045,0.045,1.191,-4.679,25.427,-43.511
0.024,0.044,1.180,-4.542,24.504,-40.214
0.044,0.015,1.183,-4.099,26.389,-39.458
0.049,0.018,1.185,-3.191,22.733,-41.550
0.033,0.031,1.183,-3.130,20.756,-42.267
0.032,0.038,1.186,-2.702,19.718,-41.679
0.064,0.026,1.167,-2.481,18.992,-42.611
0.065,0.020,1.187,-2.038,19.519,-44.000
0.051,0.024,1.167,-1.687,19.595,-44.046
0.042,0.030,1.152,-2.290,20.679,-43.198
0.038,0.030,1.163,-3.046,21.489,-42.260
0.043,0.028,1.169,-3.229,22.313,-41.420
0.042,0.012,1.173,-4.252,22.084,-40.725
0.047,0.004,1.178,-4.244,22.290,-40.290
0.055,0.004,1.192,-3.282,22.435,-40.847
0.058,0.010,1.201,-1.802,20.786,-42.466
0.058,0.015,1.188,-0.183,18.588,-44.023
0.055,0.033,1.170,0.580,17.695,-43.779
0.063,0.029,1.148,-0.092,18.397,-43.260
0.077,0.030,1.153,-1.229,19.924,-42.756
0.078,0.024,1.149,-1.924,21.840,-42.672
0.080,0.023,1.145,-2.389,23.618,-43.260
0.066,0.023,1.167,-2.863,23.580,-43.733
0.044,0.016,1.163,-3.496,21.847,-44.176
0.034,0.012,1.174,-3.252,19.855,-43.992
0.038,0.013,1.176,-2.649,17.275,-44.015
0.056,0.007,1.166,-2.550,15.580,-43.626
0.073,0.006,1.163,-2.389,16.985,-43.290
0.076,0.019,1.169,-2.015,18.870,-42.939
0.084,0.020,1.162,-1.710,21.092,-43.008
0.072,0.024,1.162,-1.908,21.947,-43.107
0.067,0.025,1.152,-2.427,22.634,-42.427
0.068,0.021,1.158,-3.260,23.046,-42.206
0.075,0.026,1.160,-3.344,22.511,-42.710
0.069,0.020,1.171,-3.351,21.092,-43.420
0.052,0.027,1.177,-2.702,20.489,-44.328
0.052,0.021,1.179,-2.168,17.977,-44.664
0.059,0.017,1.173,-1.313,16.000,-45.435
0.052,0.016,1.173,-1.244,15.550,-45.718
0.051,0.021,1.160,-1.450,15.427,-45.237
0.060,0.023,1.155,-1.748,17.061,-44.344
0.069,0.029,1.149,-3.198,20.840,-43.336
0.059,0.042,1.165,-3.824,24.519,-42.252
0.047,0.041,1.165,-4.794,26.237,-42.107
0.023,0.037,1.167,-5.092,25.435,-42.122
0.012,0.022,1.177,-5.023,23.328,-42.168
0.008,0.024,1.201,-3.618,19.046,-42.115
0.028,0.019,1.196,-2.107,15.267,-42.389
0.049,0.020,1.186,-1.321,13.573,-42.206
0.060,0.022,1.175,-0.786,15.214,-42.458
0.072,0.025,1.157,-1.038,18.656,-42.183
0.079,0.031,1.159,-1.275,21.130,-42.275
0.061,0.032,1.167,-1.565,23.298,-42.351
0.039,0.031,1.161,-2.588,24.313,-42.137
0.018,0.019,1.180,-2.550,22.573,-41.802
0.025,0.018,1.176,-1.969,19.397,-41.878
0.034,0.018,1.165,-1.702,17.618,-41.878
0.045,0.022,1.171,-1.573,16.313,-42.344
0.061,0.021,1.158,-1.405,16.725,-41.931
0.062,0.021,1.158,-1.412,18.275,-41.718
0.072,0.027,1.169,-1.336,18.710,-41.962
0.070,0.030,1.152,-1.153,20.771,-41.863
0.065,0.037,1.140,-1.718,23.008,-41.344
0.050,0.032,1.165,-2.702,23.389,-41.473
0.026,0.036,1.171,-3.244,20.847,-42.389
0.015,0.028,1.174,-3.634,18.817,-42.931
0.001,0.027,1.177,-3.450,17.878,-42.206
0.005,0.013,1.178,-2.542,16.473,-41.924
0.017,0.018,1.172,-2.015,15.702,-41.389
0.028,0.020,1.165,-1.939,16.779,-39.740
0.053,0.019,1.144,-2.061,19.237,-38.626
0.062,0.033,1.144,-2.992,23.588,-38.206
0.051,0.037,1.159,-3.710,24.527,-38.237
0.027,0.029,1.159,-3.802,24.351,-37.954
0.022,0.024,1.181,-3.153,22.603,-37.931
0.007,0.005,1.181,-2.244,20.015,-38.344
0.005,0.011,1.176,-2.420,17.366,-39.542
-0.017,0.019,1.177,-3.000,14.084,-40.672
-0.031,0.029,1.181,-4.321,12.031,-40.366
-0.053,0.042,1.184,-5.611,12.282,-40.611
-0.110,0.039,1.216,-5.466,11.053,-41.000
-0.176,0.022,1.223,-4.130,10.115,-43.969
-0.293,0.019,1.269,1.389,5.664,-42.565
-0.377,0.001,1.219,5.496,4.374,-32.557
-0.412,-0.017,1.246,10.313,4.687,-28.969
-0.492,-0.015,1.234,14.756,-2.374,-27.458
-0.580,0.007,1.188,16.420,-6.885,-19.099
-0.624,0.022,1.181,16.366,-7.160,-5.618
-0.614,0.031,1.170,15.389,-5.740,10.924
-0.549,0.039,1.154,13.237,-1.779,28.634
-0.454,0.045,1.125,9.992,11.718,46.740
-0.379,0.062,1.124,4.511,29.321,62.618
-0.295,0.059,1.159,0.969,41.221,73.962
-0.245,0.050,1.192,-0.695,48.015,81.893
-0.251,0.026,1.205,-1.328,48.130,85.206
-0.263,-0.001,1.231,-0.328,41.397,87.023
-0.266,-0.021,1.239,2.351,30.840,89.290
-0.241,-0.039,1.230,5.786,18.832,91.366
-0.177,-0.056,1.206,8.634,7.046,88.954
-0.143,-0.070,1.193,11.160,-1.740,86.137
-0.104,-0.082,1.136,12.267,-6.046,85.084
-0.095,-0.108,1.140,10.389,-10.344,87.260
-0.064,-0.122,1.106,7.878,-9.885,92.573
-0.015,-0.123,1.073,5.687,-1.534,98.130
0.027,-0.134,1.072,4.931,6.450,101.931
0.044,-0.148,1.046,3.992,14.092,104.573
0.021,-0.177,1.060,3.573,20.450,108.221
0.010,-0.204,1.076,1.450,21.893,113.099
0.052,-0.241,1.103,-0.916,19.214,115.214
0.124,-0.257,1.113,-2.069,17.901,114.595
0.190,-0.262,1.100,-2.290,17.107,112.840
0.259,-0.258,1.090,-1.756,19.412,109.443
0.297,-0.260,1.104,-1.160,19.641,105.061
0.343,-0.277,1.099,-2.053,17.160,101.137
0.417,-0.281,1.078,-4.603,21.939,98.359
0.499,-0.286,1.103,-7.840,29.000,95.000
0.590,-0.284,1.115,-10.069,37.634,93.809
0.668,-0.275,1.130,-11.252,48.420,88.504
0.720,-0.279,1.157,-11.053,56.580,81.672
0.738,-0.277,1.194,-8.389,60.534,71.450
0.756,-0.277,1.220,-6.092,60.305,59.656
0.769,-0.279,1.237,-4.160,56.588,45.687
0.785,-0.266,1.208,-3.542,51.634,30.160
0.788,-0.256,1.227,-3.153,45.786,14.221
0.771,-0.255,1.243,-2.412,35.863,-1.832
0.741,-0.260,1.243,-0.969,22.855,-17.626
0.736,-0.267,1.227,1.038,13.298,-32.992
0.768,-0.271,1.201,2.863,7.618,-48.565
0.765,-0.269,1.195,5.076,4.817,-63.305
0.719,-0.232,1.172,7.038,4.305,-73.840
0.678,-0.204,1.138,7.573,5.832,-79.198
0.667,-0.175,1.119,6.412,10.519,-83.863
0.655,-0.133,1.116,5.084,14.939,-89.985
0.630,-0.098,1.104,3.198,19.107,-96.534
0.600,-0.075,1.109,0.389,22.595,-103.336
0.554,-0.075,1.121,-3.344,22.496,-109.176
0.515,-0.089,1.121,-7.550,20.305,-115.687
0.470,-0.114,1.153,-11.221,16.053,-123.924
0.426,-0.131,1.186,-14.557,8.450,-132.405
0.366,-0.135,1.192,-17.763,-0.275,-140.626
0.304,-0.121,1.240,-20.168,-10.985,-145.229
0.306,-0.114,1.228,-23.229,-16.924,-143.107
0.377,-0.195,1.277,-22.382,-17.893,-150.672
0.391,-0.244,1.272,-19.061,-16.366,-161.565
0.356,-0.249,1.236,-14.336,-6.298,-168.908
0.313,-0.209,1.232,-9.649,4.382,-168.466
0.285,-0.137,1.182,-6.931,16.000,-164.863
0.242,-0.074,1.172,-5.679,24.595,-161.473
0.172,-0.060,1.164,-5.351,28.855,-159.031
0.096,-0.078,1.177,-5.840,25.740,-156.786
0.052,-0.123,1.176,-6.542,19.427,-154.252
0.051,-0.171,1.178,-7.412,12.832,-153.069
0.047,-0.181,1.177,-8.679,6.626,-153.748
0.053,-0.140,1.182,-8.702,3.939,-155.473
0.057,-0.084,1.167,-8.824,4.458,-156.725
0.057,-0.043,1.167,-9.275,7.427,-156.695
0.051,-0.042,1.176,-7.992,12.359,-154.435
0.020,-0.072,1.168,-6.443,17.771,-150.962
0.010,-0.104,1.168,-4.634,22.046,-146.695
-0.004,-0.115,1.189,-1.893,24.809,-141.962
