AX,AY,AZ,GX,GY,GZ
-0.048,0.037,1.208,-2.756,22.931,-47.573
-0.038,0.030,1.200,-0.870,22.076,-47.183
-0.025,0.043,1.177,0.618,23.389,-46.145
-0.019,0.049,1.175,1.420,25.565,-44.656
-0.006,0.058,1.156,1.573,27.359,-42.893
-0.018,0.077,1.147,-0.534,28.687,-42.092
-0.024,0.077,1.165,-2.298,27.466,-40.725
-0.028,0.068,1.165,-4.176,24.763,-39.672
-0.023,0.048,1.164,-4.496,22.122,-39.435
-0.007,0.037,1.178,-4.595,19.473,-39.023
0.026,0.042,1.168,-4.473,18.916,-37.924
0.052,0.038,1.177,-3.595,21.443,-37.298
0.065,0.029,1.181,-2.588,23.137,-37.840
0.052,0.028,1.184,-1.450,22.382,-39.718
0.034,0.031,1.167,-1.099,21.053,-40.069
0.033,0.050,1.155,-2.824,20.328,-39.443
0.040,0.054,1.164,-4.695,20.382,-38.130
0.060,0.041,1.168,-5.763,20.695,-37.542
0.060,0.024,1.163,-5.794,21.061,-38.351
0.065,0.017,1.177,-4.618,21.893,-39.420
0.071,0.031,1.176,-2.870,23.344,-40.145
0.053,0.035,1.176,-2.053,23.725,-41.763
0.025,0.037,1.147,-1.718,20.916,-40.298
0.050,0.029,1.150,-2.756,20.412,-40.000
0.059,0.030,1.161,-3.046,18.298,-41.115
0.068,0.039,1.138,-3.878,18.809,-41.511
0.063,0.038,1.164,-4.092,19.878,-41.847
0.050,0.022,1.149,-4.656,19.550,-42.008
0.045,0.013,1.159,-4.756,19.725,-42.466
0.035,0.012,1.165,-4.435,19.313,-42.450
0.046,0.015,1.169,-3.656,18.000,-43.191
0.046,0.019,1.143,-3.550,17.053,-43.641
0.055,0.030,1.139,-4.328,19.420,-43.374
0.046,0.040,1.144,-5.328,20.687,-42.595
0.045,0.045,1.149,-6.092,20.824,-42.534
0.047,0.039,1.157,-6.878,20.977,-42.382
0.042,0.039,1.168,-7.153,20.794,-42.450
0.041,0.018,1.184,-7.046,18.756,-43.321
0.044,0.003,1.186,-6.237,17.695,-43.672
0.051,0.012,1.198,-4.977,16.947,-44.885
0.050,0.011,1.201,-3.947,16.573,-45.015
0.055,0.017,1.197,-3.137,17.000,-45.145
0.071,0.021,1.194,-2.351,19.863,-44.511
0.074,0.030,1.193,-1.557,22.382,-44.260
0.069,0.025,1.182,-1.534,24.191,-44.183
0.053,0.034,1.181,-1.344,25.748,-44.252
0.038,0.034,1.174,-1.901,24.771,-45.214
0.029,0.032,1.175,-1.740,23.160,-46.023
0.006,0.032,1.183,-1.847,19.809,-46.695
0.001,0.018,1.176,-2.176,17.374,-46.756
0.005,0.023,1.189,-1.229,15.756,-46.298
0.024,0.008,1.183,-0.794,15.794,-45.420
0.029,0.015,1.171,-0.618,17.176,-44.153
0.034,0.024,1.160,-0.260,20.908,-42.916
0.035,0.039,1.172,-0.191,23.710,-42.153
0.022,0.042,1.148,-0.176,24.252,-41.924
0.013,0.048,1.156,-1.115,23.733,-41.832
-0.004,0.043,1.158,-1.817,22.504,-41.489
-0.001,0.045,1.152,-2.351,19.099,-41.420
0.004,0.039,1.151,-3.313,17.053,-40.542
0.028,0.025,1.161,-3.382,17.489,-40.145
0.057,0.023,1.140,-3.298,18.130,-40.069
0.069,0.026,1.154,-3.137,21.183,-40.282
0.052,0.029,1.154,-3.328,23.443,-40.511
0.031,0.035,1.143,-3.908,24.015,-40.122
0.013,0.029,1.170,-4.176,22.359,-40.435
-0.003,0.020,1.167,-4.679,20.481,-40.351
-0.008,0.005,1.180,-4.954,18.481,-40.496
-0.006,0.002,1.181,-4.603,15.672,-41.252
-0.010,0.004,1.197,-3.885,14.687,-42.038
0.006,0.015,1.207,-2.435,15.725,-43.427
0.007,0.030,1.195,-0.702,16.092,-40.519
0.047,0.016,1.166,-0.489,23.435,-35.947
0.075,0.020,1.180,0.328,27.832,-37.366
0.056,0.031,1.167,1.198,28.748,-38.046
0.029,0.045,1.155,0.641,31.504,-35.733
0.025,0.041,1.174,0.046,29.336,-36.847
0.004,0.047,1.182,-0.290,23.870,-39.305
-0.003,0.058,1.178,-0.351,18.664,-39.618
0.007,0.042,1.174,-0.221,16.412,-40.092
0.013,0.025,1.178,0.023,14.733,-40.931
0.005,0.024,1.170,0.573,14.679,-41.061
0.018,0.030,1.159,0.870,15.809,-39.244
0.032,0.040,1.149,0.580,18.160,-37.168
0.050,0.039,1.141,-0.305,22.099,-36.023
0.030,0.049,1.143,-1.450,24.832,-35.427
0.019,0.049,1.164,-3.115,24.809,-35.359
-0.014,0.042,1.170,-3.618,21.611,-36.237
-0.044,0.044,1.171,-4.298,17.443,-38.031
-0.067,0.051,1.208,-4.122,14.122,-39.038
-0.102,0.055,1.210,-3.305,10.664,-39.824
-0.160,0.062,1.225,-1.382,8.618,-39.916
-0.223,0.061,1.225,1.672,6.977,-39.359
-0.315,0.048,1.213,5.115,4.885,-37.351
-0.415,0.022,1.234,8.725,-1.557,-34.931
-0.514,-0.005,1.228,13.573,-9.542,-30.237
-0.606,-0.004,1.184,17.924,-16.573,-22.458
-0.660,-0.009,1.138,20.038,-21.038,-12.084
-0.711,-0.002,1.114,21.771,-21.466,-1.389
-0.768,0.004,1.077,22.351,-24.931,10.359
-0.819,-0.008,1.034,20.359,-27.397,24.573
-0.841,-0.029,1.005,14.878,-30.443,43.344
-0.792,-0.066,0.990,7.481,-32.847,65.687
-0.666,-0.097,0.994,0.740,-27.252,87.794
-0.499,-0.123,0.996,-4.664,-16.023,105.962
-0.335,-0.116,0.981,-10.466,-0.969,121.107
-0.215,-0.120,1.016,-15.908,14.168,131.893
-0.133,-0.141,1.071,-18.313,26.237,138.435
-0.087,-0.164,1.103,-19.527,31.321,142.359
-0.041,-0.192,1.101,-21.908,34.954,144.893
0.014,-0.210,1.121,-24.626,36.206,146.641
0.066,-0.229,1.179,-24.115,31.351,144.916
0.130,-0.261,1.196,-22.382,24.290,141.046
0.192,-0.313,1.196,-19.458,17.817,135.550
0.260,-0.350,1.211,-17.015,13.542,129.099
0.339,-0.362,1.233,-13.023,11.122,122.076
0.438,-0.330,1.195,-8.779,16.641,115.122
0.484,-0.285,1.179,-3.824,24.260,107.298
0.487,-0.229,1.118,-0.679,30.985,101.198
0.449,-0.213,1.119,1.580,33.282,95.786
0.417,-0.239,1.125,2.420,30.656,94.206
0.426,-0.281,1.130,-0.084,23.939,91.031
0.502,-0.296,1.125,-4.443,19.511,86.466
0.582,-0.284,1.119,-9.649,17.107,78.824
0.620,-0.251,1.135,-12.603,14.466,68.328
0.622,-0.247,1.155,-14.550,11.748,56.534
0.603,-0.262,1.177,-14.779,7.580,45.916
0.608,-0.286,1.228,-12.550,2.099,36.481
0.646,-0.297,1.227,-7.733,-0.611,28.053
0.694,-0.287,1.189,-4.244,1.443,20.458
0.723,-0.265,1.191,-2.092,3.908,13.573
0.733,-0.248,1.179,-1.458,8.779,7.336
0.775,-0.235,1.180,-2.664,15.145,1.000
0.781,-0.235,1.169,-5.099,21.809,-6.298
0.763,-0.253,1.188,-8.015,26.863,-15.183
0.736,-0.263,1.221,-9.832,27.695,-24.664
0.735,-0.270,1.221,-9.893,26.931,-35.061
0.736,-0.270,1.255,-8.092,25.740,-46.321
0.716,-0.258,1.254,-4.802,22.740,-57.412
0.669,-0.239,1.245,-1.305,19.290,-66.954
0.646,-0.221,1.234,1.916,16.038,-75.290
0.643,-0.208,1.223,4.145,15.580,-82.802
0.634,-0.177,1.209,6.084,16.534,-90.053
0.616,-0.155,1.174,6.382,17.916,-97.206
0.585,-0.137,1.145,5.901,20.695,-103.649
0.545,-0.136,1.156,4.191,21.763,-109.023
0.509,-0.155,1.159,2.313,20.924,-113.687
0.482,-0.195,1.183,0.733,18.168,-118.458
0.433,-0.201,1.197,-0.260,12.458,-122.962
0.413,-0.169,1.182,0.122,10.267,-122.427
0.432,-0.173,1.193,2.405,9.420,-128.611
0.401,-0.177,1.185,5.496,6.321,-137.870
0.359,-0.181,1.173,8.786,5.344,-144.122
0.352,-0.171,1.147,11.191,8.405,-145.328
0.393,-0.158,1.093,10.267,16.756,-143.817
0.406,-0.127,1.095,8.122,26.664,-142.740
0.371,-0.104,1.112,5.519,33.695,-144.519
0.284,-0.095,1.135,2.366,34.466,-147.267
0.182,-0.121,1.168,-0.275,27.885,-150.023
0.123,-0.146,1.185,-0.939,16.756,-153.053
0.094,-0.151,1.174,-1.435,6.359,-155.046
0.109,-0.160,1.192,-1.053,-1.389,-156.229
0.146,-0.167,1.155,-0.649,-2.786,-156.740
0.193,-0.151,1.132,-1.809,3.313,-157.321
0.199,-0.099,1.117,-3.099,12.870,-157.458
0.170,-0.059,1.122,-3.534,21.443,-154.977
0.139,-0.042,1.108,-4.221,31.947,-150.786
0.094,-0.039,1.124,-4.305,37.947,-147.252
0.048,-0.058,1.126,-4.489,37.565,-143.977
0.003,-0.087,1.151,-4.931,33.664,-141.664
-0.011,-0.087,1.155,-5.076,28.687,-140.305
-0.001,-0.088,1.172,-6.046,22.542,-138.733
