AX,AY,AZ,GX,GY,GZ
-0.101,-0.021,1.201,-13.397,30.649,-75.221
-0.102,-0.016,1.188,-10.969,32.450,-70.893
-0.100,-0.022,1.203,-8.809,33.191,-67.328
-0.101,-0.025,1.196,-6.611,32.931,-64.450
-0.101,-0.022,1.195,-5.802,32.550,-61.534
-0.091,-0.017,1.190,-5.115,31.962,-58.947
-0.071,-0.001,1.188,-5.061,31.534,-57.198
-0.068,0.006,1.184,-4.771,31.359,-55.924
-0.073,0.015,1.174,-4.985,30.893,-54.718
-0.073,0.011,1.186,-5.015,30.145,-52.076
-0.050,0.002,1.172,-5.099,31.466,-49.084
-0.026,0.003,1.200,-3.756,32.275,-48.092
0.000,0.013,1.192,-2.481,31.641,-50.496
-0.027,0.033,1.181,-1.237,30.153,-47.809
-0.021,0.024,1.177,-0.809,29.519,-45.504
-0.021,0.024,1.189,-0.542,25.641,-44.763
0.003,0.027,1.174,-1.412,24.710,-42.931
0.042,0.020,1.172,-2.191,25.832,-41.580
0.067,0.006,1.184,-2.359,25.473,-41.939
0.074,0.006,1.171,-1.992,26.405,-42.809
0.058,0.016,1.170,-2.061,28.061,-43.603
0.039,0.027,1.176,-1.489,26.641,-43.702
0.043,0.031,1.167,-2.137,23.992,-43.237
0.049,0.027,1.165,-2.840,22.527,-42.389
0.048,0.024,1.170,-4.145,22.511,-42.336
0.049,0.016,1.189,-5.000,21.557,-41.931
0.056,0.001,1.167,-5.504,21.550,-41.130
0.081,-0.005,1.206,-5.115,22.420,-40.496
0.088,-0.004,1.213,-3.359,22.092,-40.076
0.091,-0.011,1.201,-1.985,23.145,-40.344
0.091,-0.017,1.224,-0.603,21.824,-40.756
0.092,-0.011,1.198,0.229,21.313,-41.527
0.106,0.001,1.199,0.702,21.580,-41.260
0.130,0.004,1.196,1.076,23.710,-41.893
0.125,-0.003,1.200,0.802,24.656,-43.053
0.103,-0.010,1.203,1.588,23.618,-44.550
0.089,-0.006,1.189,2.244,22.832,-44.893
0.089,0.007,1.180,2.145,22.496,-44.496
0.094,0.005,1.171,2.450,22.740,-44.664
0.082,0.003,1.179,2.344,22.076,-44.748
0.081,0.000,1.162,1.611,22.038,-44.046
0.079,0.010,1.166,1.076,21.939,-43.924
0.092,0.006,1.156,1.313,21.473,-43.702
0.086,0.005,1.156,1.061,22.924,-43.496
0.083,0.008,1.134,1.099,23.313,-43.153
0.084,0.006,1.144,0.374,24.603,-43.115
0.074,0.016,1.158,0.542,23.779,-43.198
0.075,0.018,1.148,0.130,22.450,-44.038
0.072,0.025,1.156,0.076,20.290,-44.878
0.077,0.023,1.143,-0.130,18.221,-45.282
0.076,0.024,1.148,-0.282,17.084,-45.450
0.079,0.021,1.145,-0.550,17.672,-45.550
0.080,0.015,1.147,-0.641,18.763,-44.489
0.095,0.014,1.151,-1.145,20.267,-43.908
0.100,0.014,1.145,-1.847,22.725,-43.832
0.094,0.020,1.158,-2.153,23.473,-44.191
0.075,0.024,1.153,-2.611,23.130,-44.389
0.068,0.019,1.168,-2.718,22.847,-44.344
0.066,0.013,1.166,-2.435,20.802,-44.466
0.074,0.012,1.173,-2.290,20.947,-45.420
0.066,0.016,1.188,-1.282,19.870,-45.397
0.075,0.025,1.165,-0.817,19.206,-45.740
0.081,0.022,1.168,-0.282,20.198,-45.771
0.086,0.028,1.155,0.038,21.611,-45.481
0.068,0.020,1.137,-0.099,23.366,-45.252
0.053,0.023,1.149,-0.672,24.099,-45.107
0.057,0.023,1.157,-1.038,24.099,-44.809
0.058,0.028,1.152,-1.107,23.069,-44.397
0.062,0.021,1.150,-1.649,23.481,-44.145
0.061,0.023,1.155,-2.031,22.687,-44.649
0.065,0.037,1.150,-2.649,22.412,-45.565
0.057,0.046,1.154,-3.145,22.107,-45.519
0.037,0.048,1.167,-3.038,23.031,-45.176
0.024,0.043,1.167,-3.443,22.878,-44.779
0.015,0.025,1.184,-3.061,21.962,-44.046
0.011,0.009,1.176,-2.450,20.267,-43.855
0.024,-0.000,1.194,-1.595,19.565,-43.863
0.038,-0.003,1.198,-0.344,19.435,-42.664
0.056,0.005,1.181,0.779,21.473,-41.298
0.061,0.006,1.168,1.809,23.771,-40.389
0.064,0.024,1.163,1.519,26.489,-40.534
0.051,0.030,1.153,0.458,26.473,-40.580
0.020,0.043,1.160,-0.725,24.351,-40.786
0.012,0.031,1.160,-2.176,21.855,-41.252
-0.008,0.031,1.176,-2.763,18.153,-41.550
-0.017,0.012,1.181,-2.802,14.878,-42.260
-0.011,0.016,1.187,-2.641,12.802,-41.985
-0.014,0.022,1.177,-1.695,13.282,-41.214
-0.021,0.026,1.179,-0.595,13.435,-40.733
-0.028,0.024,1.182,0.221,13.649,-38.733
-0.017,0.022,1.159,0.290,14.733,-36.397
-0.015,0.029,1.150,-0.290,17.053,-34.725
-0.009,0.029,1.151,-0.099,17.969,-33.855
-0.024,0.049,1.154,-0.573,18.679,-33.008
-0.036,0.052,1.146,-1.115,18.443,-31.702
-0.031,0.042,1.141,-1.931,16.618,-30.649
-0.041,0.036,1.137,-2.595,16.405,-30.519
-0.056,0.035,1.138,-3.573,14.153,-30.221
-0.057,0.036,1.138,-5.092,12.153,-31.939
-0.106,0.036,1.169,-5.122,7.878,-31.496
-0.123,0.014,1.134,-6.580,5.817,-26.130
-0.114,-0.003,1.175,-5.664,4.420,-26.458
-0.109,0.016,1.157,-4.794,1.214,-23.443
-0.084,0.022,1.126,-5.176,7.092,-18.298
-0.072,0.012,1.165,-5.954,10.145,-15.321
-0.107,-0.016,1.176,-6.702,10.588,-14.809
-0.206,-0.056,1.228,-7.992,9.137,-15.534
-0.350,-0.101,1.301,-6.122,-0.710,-16.527
-0.488,-0.133,1.344,-2.557,-13.008,-15.374
-0.566,-0.145,1.369,6.458,-24.023,-10.191
-0.597,-0.128,1.339,16.412,-30.672,-3.382
-0.597,-0.088,1.270,25.198,-30.496,4.840
-0.589,-0.051,1.195,31.130,-25.786,14.153
-0.596,-0.034,1.150,33.099,-18.931,26.076
-0.600,-0.052,1.114,32.687,-12.641,42.504
-0.553,-0.050,1.049,29.382,-5.359,62.573
-0.431,-0.053,1.000,20.817,6.290,83.107
-0.314,-0.051,1.038,13.481,19.076,100.244
-0.194,-0.064,1.038,7.756,28.618,113.588
-0.088,-0.090,1.041,2.954,39.405,123.206
-0.012,-0.125,1.083,-0.038,46.511,130.275
0.063,-0.167,1.096,0.206,51.305,134.916
0.099,-0.180,1.096,-0.031,52.527,135.420
0.088,-0.181,1.153,1.496,47.969,135.771
0.110,-0.220,1.135,4.435,38.595,136.939
0.185,-0.266,1.112,3.405,30.901,131.931
0.258,-0.266,1.158,2.260,19.992,126.519
0.331,-0.273,1.130,-0.458,12.771,125.687
0.448,-0.287,1.099,-3.740,13.626,123.450
0.557,-0.263,1.084,-6.626,20.382,120.626
0.631,-0.251,1.065,-10.382,30.359,117.740
0.688,-0.240,1.074,-14.298,41.557,111.565
0.684,-0.234,1.072,-19.489,50.298,103.198
0.669,-0.229,1.124,-23.672,54.832,95.870
0.703,-0.251,1.167,-27.092,58.229,90.756
0.748,-0.293,1.223,-28.847,59.916,84.282
0.764,-0.332,1.276,-25.901,55.733,73.214
0.773,-0.343,1.279,-21.008,49.198,58.328
0.779,-0.323,1.288,-15.710,41.160,42.244
0.775,-0.307,1.279,-10.420,31.313,25.183
0.767,-0.292,1.274,-6.366,21.031,8.145
0.754,-0.273,1.267,-3.725,11.916,-6.931
0.762,-0.279,1.246,-0.779,4.832,-20.893
0.781,-0.274,1.208,0.794,3.053,-34.359
0.785,-0.267,1.193,2.656,3.214,-46.435
0.759,-0.261,1.183,4.084,4.626,-56.672
0.721,-0.243,1.161,4.733,8.099,-65.076
0.701,-0.204,1.145,4.122,12.565,-71.733
0.686,-0.179,1.146,3.061,16.244,-78.313
