AX,AY,AZ,GX,GY,GZ
0.083,0.101,1.210,-3.061,19.229,-39.718
0.090,0.112,1.198,1.069,21.985,-41.412
0.088,0.122,1.199,5.000,23.267,-43.466
0.068,0.133,1.197,9.031,22.153,-43.763
0.074,0.138,1.167,11.954,22.466,-42.351
0.098,0.143,1.150,13.802,22.198,-42.053
0.111,0.154,1.149,14.366,20.221,-43.450
0.102,0.155,1.131,13.489,18.733,-45.298
0.077,0.152,1.130,12.298,16.641,-46.137
0.075,0.161,1.094,9.992,15.855,-47.008
0.079,0.183,1.080,7.573,17.053,-47.160
0.098,0.194,1.082,5.061,19.336,-46.679
0.104,0.210,1.056,2.412,23.809,-46.145
0.093,0.211,1.080,0.954,27.641,-44.496
0.075,0.197,1.079,-0.015,28.725,-43.153
0.084,0.189,1.107,-0.053,30.321,-41.366
0.100,0.177,1.137,-0.275,28.809,-40.969
0.105,0.172,1.175,-5.702,24.260,-41.809
0.131,0.186,1.161,-15.305,21.649,-38.985
0.174,0.148,1.215,-21.817,25.511,-35.244
0.214,0.097,1.229,-19.061,28.359,-38.710
0.171,0.090,1.227,-15.031,27.351,-49.435
0.063,0.132,1.283,-10.542,19.084,-53.374
0.045,0.146,1.242,-4.847,14.618,-48.489
0.114,0.103,1.206,2.641,19.382,-46.901
0.119,0.064,1.235,11.290,18.534,-51.634
0.107,0.106,1.160,19.450,20.603,-52.718
0.124,0.171,1.102,25.695,30.382,-47.908
0.147,0.214,1.058,28.611,35.176,-46.458
0.073,0.237,1.021,25.359,33.649,-49.313
-0.033,0.251,1.039,18.275,24.000,-51.137
-0.085,0.257,1.008,8.099,12.985,-49.168
-0.061,0.256,0.966,-2.206,7.145,-43.053
0.025,0.216,1.019,-9.038,9.290,-37.992
0.093,0.182,1.051,-10.351,15.565,-37.168
0.107,0.172,1.041,-9.664,24.145,-37.939
0.067,0.180,1.034,-8.244,33.290,-38.397
0.028,0.219,1.058,-8.107,36.115,-36.237
0.023,0.235,1.078,-7.855,37.260,-33.435
0.016,0.214,1.111,-8.191,32.977,-33.496
-0.015,0.190,1.129,-10.420,22.389,-35.290
-0.013,0.168,1.128,-14.786,12.786,-36.168
0.027,0.159,1.148,-18.260,7.901,-34.863
0.087,0.127,1.138,-21.649,8.733,-34.282
0.123,0.107,1.176,-23.130,12.183,-35.832
0.111,0.111,1.185,-22.527,18.962,-33.893
0.128,0.099,1.199,-20.076,27.412,-31.122
0.151,0.098,1.240,-16.405,30.336,-31.771
0.155,0.103,1.234,-13.290,31.244,-32.916
0.166,0.121,1.245,-10.595,33.664,-31.786
0.151,0.103,1.256,-7.198,32.832,-32.710
0.121,0.093,1.243,-3.046,27.985,-35.351
0.118,0.105,1.219,0.679,21.947,-37.748
0.143,0.131,1.180,0.908,18.511,-38.099
0.185,0.140,1.150,-1.756,20.214,-39.489
0.169,0.152,1.146,-5.443,22.313,-43.221
0.106,0.181,1.182,-9.496,20.855,-46.000
0.050,0.201,1.194,-11.412,19.107,-45.786
0.041,0.184,1.222,-11.878,20.397,-45.038
0.059,0.143,1.241,-8.481,22.603,-45.832
0.045,0.101,1.212,-4.084,27.076,-46.511
0.030,0.092,1.214,0.496,33.176,-45.626
0.020,0.099,1.195,5.664,35.336,-43.824
0.017,0.142,1.169,10.183,37.542,-41.649
0.019,0.162,1.140,14.763,37.527,-39.489
0.033,0.176,1.086,16.427,37.305,-38.061
0.046,0.170,1.050,14.748,36.992,-36.794
0.063,0.170,1.038,10.527,33.023,-36.382
0.095,0.187,1.014,4.473,30.901,-36.527
0.134,0.211,1.010,-2.901,30.947,-35.947
0.151,0.223,1.051,-8.863,30.130,-35.237
0.127,0.206,1.099,-13.420,31.206,-36.466
0.084,0.159,1.151,-13.885,30.023,-38.977
0.062,0.112,1.181,-11.275,24.947,-41.969
0.052,0.077,1.194,-8.122,18.763,-43.687
0.063,0.070,1.202,-5.618,15.290,-44.534
0.105,0.091,1.169,-4.092,16.595,-44.786
0.116,0.125,1.164,-3.611,20.756,-45.221
0.093,0.144,1.164,-3.183,24.420,-44.725
0.057,0.143,1.179,-1.809,26.550,-44.573
0.035,0.130,1.191,-0.656,25.893,-43.802
0.024,0.116,1.171,-1.496,24.244,-43.580
0.038,0.112,1.177,-3.275,23.565,-43.382
0.068,0.127,1.163,-5.084,24.863,-43.550
0.102,0.145,1.160,-6.893,27.618,-43.206
0.124,0.161,1.174,-7.160,30.168,-43.191
0.141,0.164,1.191,-4.756,30.160,-44.198
0.136,0.166,1.191,-1.641,29.260,-46.397
0.119,0.173,1.188,0.649,27.496,-48.252
0.119,0.190,1.180,0.817,26.611,-51.267
0.108,0.209,1.187,0.206,24.153,-53.511
0.093,0.230,1.184,-0.954,21.519,-55.420
0.068,0.225,1.212,-1.321,17.771,-57.496
0.067,0.220,1.209,-1.504,14.084,-59.634
0.051,0.224,1.207,-2.595,12.511,-60.557
0.051,0.229,1.219,-4.069,13.649,-61.985
0.020,0.225,1.226,-6.107,16.351,-63.092
-0.017,0.205,1.244,-6.870,17.435,-62.954
-0.042,0.160,1.235,-7.031,18.832,-61.015
-0.039,0.125,1.240,-5.534,21.672,-59.252
-0.030,0.117,1.221,-2.939,24.939,-58.435
-0.050,0.139,1.209,-1.298,27.191,-57.435
