Time,AX,AY,AZ,GX,GY,GZ,T
0.0000,0.0420,-0.1810,1.1190,-22.8700,-12.4120,-46.4890,33.8500
0.0067,0.0190,-0.1800,1.1210,-22.9470,-8.6410,-47.4960,33.8900
0.0188,0.0250,-0.1870,1.1290,-22.9470,-2.6560,-47.7860,33.8500
0.0256,0.0650,-0.2170,1.0980,-21.0380,1.9850,-47.3130,33.8000
0.0378,0.0560,-0.2070,1.1190,-25.6640,4.8240,-44.0460,33.8900
0.0501,0.0060,-0.2390,1.0470,-18.5950,12.6720,-44.4430,33.8500
0.0568,-0.0230,-0.2220,1.0530,-12.6410,13.4350,-46.3970,33.7100
0.0688,-0.0070,-0.2020,1.0830,-5.8170,13.3740,-46.8090,33.8500
0.0758,0.0140,-0.1780,1.0860,4.9770,12.0150,-46.9620,33.8500
0.0882,0.0510,-0.1650,1.1270,7.8930,8.1680,-45.9080,33.8900
0.1002,0.0620,-0.1670,1.1200,9.9240,4.9470,-44.2900,33.8500
0.1073,0.0940,-0.1590,1.1420,10.4430,3.1150,-41.8630,33.8900
0.1193,0.1140,-0.1410,1.1810,7.8930,2.8850,-38.4120,33.8500
0.1266,0.0890,-0.1080,1.2070,4.3210,0.4120,-34.7020,33.7500
0.1385,0.0360,-0.1100,1.1450,2.3660,1.4960,-34.9010,33.8000
0.1462,0.0050,-0.1180,1.1210,2.6560,1.9390,-39.1450,33.7500
0.1579,0.0360,-0.1310,1.1590,1.9540,2.0610,-43.0230,33.8900
0.1702,0.0850,-0.1380,1.1400,-0.5500,-1.0840,-44.2900,33.8000
0.1772,0.0730,-0.1240,1.1330,-0.8700,-3.2670,-45.1300,33.8500
0.1893,0.1450,-0.1540,1.1210,5.6640,3.7710,-45.8780,33.8900
0.1965,0.1590,-0.1620,1.1200,5.6790,4.4120,-44.0760,33.8500
0.2086,0.1560,-0.1330,1.1470,4.9770,7.8170,-41.9540,33.8000
0.2155,0.1250,-0.0980,1.2380,2.4430,8.3660,-38.8550,33.8900
