Time,AX,AY,AZ,GX,GY,GZ,T
0.0000,-0.1120,-0.2250,1.0600,-1.8930,-38.4430,59.2060,34.0400
0.0118,-0.2140,-0.2760,0.9370,3.7560,-36.5950,49.2820,33.9900
0.0190,-0.1010,-0.2800,0.8890,7.8020,-7.8630,40.4890,33.8500
0.0312,-0.1400,-0.3020,0.9250,18.8400,-8.9310,35.7250,33.9400
0.0380,-0.0290,-0.2090,1.1450,17.9540,-2.7020,30.6110,33.9900
0.0501,0.1040,-0.0660,1.4530,-2.5190,21.9540,40.5500,33.9400
0.0625,-0.0970,-0.0740,1.4950,-16.3360,-2.6260,34.3820,33.8900
0.0698,0.0640,-0.0570,1.2060,-27.1910,-2.2750,29.9390,34.0400
0.0813,0.2270,-0.1740,1.0200,-15.7400,9.3280,34.9920,33.9400
0.0882,0.2040,-0.2410,0.9540,-10.7940,12.3970,48.3210,33.9900
0.1006,0.1070,-0.2360,0.9370,-12.8240,21.9850,60.3210,33.9400
0.1126,-0.1090,-0.2950,0.8510,1.9240,1.8930,51.6030,33.8900
0.1197,-0.1150,-0.2550,1.0260,1.2060,-14.1370,42.9770,33.9400
0.1318,0.0440,-0.1980,1.1840,-7.3440,-20.4430,33.2060,33.8500
0.1387,0.0540,-0.1750,1.1070,-5.0990,-25.6950,29.0690,33.9900
0.1509,0.0350,-0.1830,0.9820,5.6340,-25.9390,24.6260,33.9400
0.1630,0.0100,-0.1740,0.9770,13.8780,-15.8170,20.7630,33.9400
0.1698,-0.0720,-0.1680,1.0340,16.3660,-11.4960,13.8320,33.8900
0.1820,-0.0610,-0.1710,0.9870,21.7560,-11.6790,4.2440,33.9400
0.1887,0.0390,-0.1850,0.9910,26.1370,-5.0690,-1.5270,33.9900
0.2011,0.1330,-0.1680,1.0620,25.0990,-4.6410,-4.9310,33.8900
0.2083,0.2550,-0.1410,1.0070,25.2820,-0.7180,-0.5340,34.0400
0.2202,0.1850,-0.0370,1.0620,16.7630,18.7480,8.5040,33.9900
0.2325,0.1190,-0.0980,1.0700,17.1300,35.8020,12.7480,33.9400
0.2397,0.1150,-0.0520,1.0630,8.4270,39.6340,17.3280,33.8900
0.2518,0.0330,-0.0870,0.9920,17.5420,39.1910,8.0310,33.9400
0.2590,0.0210,-0.0940,1.0960,15.9540,45.6950,9.4960,33.9400
0.2709,-0.0800,-0.0910,1.0720,11.6030,44.2600,8.3820,33.8900
0.2782,-0.1970,-0.1460,1.0230,13.3740,38.9470,-3.1760,33.9400
0.2904,-0.1120,-0.0960,1.1440,15.5570,18.8400,-13.6640,33.8500
0.3023,0.0680,-0.0560,1.1860,11.5420,10.9160,-14.7630,33.8900
0.3090,0.0790,-0.0720,1.1450,13.1910,0.1980,-10.2440,33.9400
0.3212,-0.0100,-0.0750,1.1190,13.3440,-15.0990,-10.2900,33.9900
0.3283,-0.0680,-0.0650,1.1080,13.5110,-24.0760,-17.5730,33.8900
0.3402,0.0270,-0.1030,1.1030,17.3890,-25.6950,-25.5570,33.9400
0.3521,0.1550,-0.0970,1.0540,17.8630,-15.4500,-27.1760,33.9900
0.3588,0.1020,-0.1160,1.0080,22.1980,-5.8470,-26.5500,33.9400
0.3709,0.0000,-0.1270,1.0530,23.9240,-1.2520,-30.9620,33.9400
0.3764,0.0120,-0.1180,1.0830,20.9310,9.4660,-38.8700,34.0400
0.3900,0.1090,-0.1300,1.1120,19.3890,17.0690,-40.9620,33.9400
0.4022,0.0550,-0.1210,1.1830,15.8170,18.3510,-42.7020,33.9900
0.4089,0.0070,-0.1090,1.1640,12.1980,17.8470,-49.3440,33.9900
0.4211,0.0980,-0.0720,1.0370,10.6110,25.1300,-57.4350,33.9400
0.4284,0.2610,-0.0750,0.9100,21.0230,32.7940,-55.6030,33.9900
0.4404,0.3310,-0.0730,1.0350,28.0760,41.2060,-43.8630,33.8500
0.4525,0.2500,-0.0550,1.1850,24.8550,35.4660,-31.5420,33.8900
0.4593,0.1710,-0.0260,1.1800,19.6340,30.3050,-21.4050,33.9900
0.4715,0.1340,-0.0040,1.2160,13.3590,22.6410,-13.6640,33.9400
0.4785,0.0350,-0.0280,1.1900,14.1070,11.9080,-10.9920,33.8900
0.4903,-0.0380,-0.0180,1.1000,15.2060,10.8240,-16.7020,33.9400
0.5025,-0.0290,-0.0210,1.0880,20.5500,13.0080,-27.2670,34.0400
0.5092,0.0450,-0.0400,1.1320,24.9920,17.0530,-34.9160,33.8900
0.5214,0.1090,-0.0510,1.1660,26.3660,14.1830,-36.0610,33.8500
0.5282,0.1470,-0.0240,1.1690,26.4730,5.6180,-34.2600,33.8900
0.5405,0.1750,0.0000,1.2390,22.7180,-3.7100,-29.8020,33.8900
0.5527,0.1350,0.0140,1.2140,17.3590,-1.2670,-26.0310,33.9400
0.5596,0.0640,-0.0030,1.1200,17.7100,-1.0380,-26.7940,33.8900
0.5716,0.0700,-0.0320,1.0950,21.6490,4.3050,-29.6340,33.9400
0.5787,0.1490,-0.0100,1.1560,19.5880,26.5800,-31.9850,33.9400
0.5909,0.1230,0.0180,1.2160,16.4120,36.5500,-33.7860,33.8900
0.5967,0.0620,0.0420,1.2180,13.6340,35.2670,-37.7100,33.9400
0.6099,-0.0160,0.0540,1.1930,10.3510,34.6110,-45.8470,33.8900
0.6222,0.0690,0.0930,1.1380,11.8630,33.5730,-53.1450,33.9400
0.6292,0.1540,0.0980,1.1440,15.1300,29.9240,-52.5950,33.8500
0.6417,0.2210,0.1200,1.1760,14.8400,29.7250,-47.5270,33.9900
0.6484,0.2660,0.1280,1.2210,11.2980,29.9690,-38.1220,33.9400
0.6605,0.1800,0.1310,1.2330,4.5800,27.8320,-30.0920,33.9900
0.6729,0.0600,0.1190,1.1960,-0.3050,25.4200,-27.9240,33.9900
0.6796,-0.0250,0.0920,1.1710,-0.0150,17.2210,-32.5040,33.9400
0.6920,0.0310,0.1010,1.1040,-1.0530,29.8170,-37.5110,33.8900
0.6991,-0.0590,0.0690,1.1290,0.9920,29.4200,-44.1680,33.8500
0.7112,-0.0470,0.0610,1.1380,3.0840,28.2600,-49.7710,33.9900
0.7179,-0.0690,0.0360,1.1850,-0.3360,26.2600,-55.9850,33.9900
0.7302,-0.0180,0.0770,1.1500,-2.4270,27.9240,-63.0230,33.9400
0.7424,0.1510,0.1120,1.1610,-2.7940,28.6560,-62.7790,33.8900
0.7493,0.2390,0.1040,1.1270,-0.4270,33.1760,-56.1370,33.8500
0.7614,0.1860,0.1130,1.1390,-0.2750,31.6490,-49.1910,33.9400
0.7685,0.1030,0.1160,1.1640,-1.7860,24.1530,-46.8700,33.8900
0.7808,0.0910,0.1200,1.1570,-4.6410,22.7330,-45.7400,33.9400
0.7930,0.0530,0.0920,1.1760,-10.2750,27.0080,-44.2290,33.9900
0.7997,0.0440,0.0510,1.1140,-10.0460,30.9310,-44.9920,33.8900
0.8120,0.0270,0.0220,1.0870,-5.4350,31.8780,-45.2670,33.8500
0.8191,0.0220,0.0210,1.1410,-3.6950,30.0610,-45.4660,33.8900
0.8313,0.0650,0.0550,1.1650,-5.3740,32.2600,-43.2210,33.9400
0.8382,0.0300,0.0650,1.2270,-10.5500,30.3970,-39.6180,33.9400
0.8504,0.0050,0.0760,1.1570,-14.1220,28.7480,-37.1910,33.8900
0.8625,-0.0530,0.0500,1.1220,-12.3970,25.8470,-39.5880,33.9400
0.8693,-0.0670,0.0190,1.1040,-7.3890,20.4890,-42.8850,33.9900
0.8813,-0.0650,0.0270,1.0620,-3.6030,19.3740,-45.3130,33.9400
0.8881,-0.0330,0.0230,1.1280,1.6790,20.4270,-48.5950,33.9400
0.9007,-0.0250,0.0360,1.2800,-2.8090,18.3360,-51.9080,33.8900
0.9126,0.1060,0.1290,1.1880,-10.4430,21.6180,-49.7250,33.9400
0.9197,0.0950,0.0990,1.1380,-10.9470,19.7710,-46.0460,33.8900
0.9314,0.0700,0.0920,1.1720,-11.4350,19.9540,-44.3050,33.9900
0.9385,0.0180,0.0520,1.2230,-10.5500,21.3440,-45.2060,33.9400
0.9506,-0.0180,-0.0700,1.1430,-10.2750,21.6340,-48.0610,33.8900
0.9624,0.0370,0.0330,1.1400,-9.7560,29.0690,-46.9010,33.8500
0.9698,-0.0010,0.0260,1.1030,-5.8780,25.8630,-48.2750,33.9900
0.9818,0.0160,-0.0020,1.0510,-0.6560,31.9540,-51.2370,33.8900
0.9885,0.0550,0.0130,1.0980,2.7790,35.4500,-53.4200,33.9400
1.0009,0.0640,0.0370,1.1470,4.1680,38.3970,-53.4960,33.8900
1.0069,0.0580,0.0400,1.1540,-0.6560,44.6560,-53.1450,33.9400
1.0202,0.0170,0.0400,1.1350,-1.2980,41.4660,-53.7100,33.9400
1.0322,0.0340,0.0370,1.1520,-0.3210,40.7180,-54.5040,33.9900
1.0394,0.0240,0.0490,1.1920,0.9470,43.6950,-54.3050,33.9400
1.0515,-0.0210,0.0170,1.1960,2.3210,39.1150,-55.3590,33.8900
1.0585,0.0400,0.0400,1.2070,3.1450,37.0840,-55.3740,33.9900
1.0705,0.0580,0.0320,1.2130,3.4050,31.4660,-51.2980,33.9400
1.0764,0.0960,0.0280,1.1270,3.9540,27.5730,-45.8020,34.0800
1.0899,0.0450,0.0510,1.1220,8.0000,35.3890,-43.7400,33.9400
1.1024,0.0650,-0.0010,1.1780,11.3890,34.9920,-44.6560,33.8500
1.1089,0.0720,-0.0290,1.1640,12.5340,33.2520,-41.6490,33.8900
1.1212,-0.0080,-0.0330,1.1390,13.6180,32.7630,-41.3440,33.9400
1.1278,-0.0500,-0.0320,1.1620,14.3210,29.0230,-43.7250,33.8900
1.1399,-0.0570,-0.0390,1.1850,13.2210,30.4430,-47.4810,33.9900
1.1524,-0.0610,-0.0520,1.2160,11.8020,28.1370,-50.3820,33.9400
1.1590,-0.0490,-0.0360,1.1800,11.2210,31.7860,-53.1150,33.9900
1.1710,-0.0400,0.0220,1.1740,12.7630,25.4960,-54.2750,34.0400
1.1777,-0.1020,0.0050,1.1630,15.6790,20.6720,-56.7020,33.9400
1.1900,-0.1360,-0.0050,1.1570,15.5730,19.3590,-62.0760,33.9900
1.2020,-0.0590,-0.0130,1.1430,19.1150,27.6950,-67.4350,33.9400
1.2088,-0.0080,0.0100,1.2430,17.5730,35.0380,-68.4890,33.9900
1.2211,0.0670,0.0520,1.2140,13.6950,37.8320,-64.3360,34.0400
1.2280,0.0710,0.0490,1.1770,15.4200,38.8400,-58.4730,33.9400
1.2403,0.0350,0.0660,1.2160,14.6110,36.3820,-54.8400,33.8900
1.2525,0.0400,0.0880,1.2780,10.1220,29.8780,-51.5880,33.9400
1.2592,0.0030,0.0900,1.2900,5.7710,23.9850,-48.5340,33.8900
1.2718,-0.0370,0.0810,1.3090,-1.9690,23.1150,-47.8320,33.9900
1.2787,-0.0850,0.0860,1.2730,-5.2980,15.2670,-49.2370,34.0400
1.2909,-0.0990,0.0730,1.1980,-7.5880,21.1150,-52.8400,33.8000
1.3027,-0.0890,0.0750,1.1500,-6.9770,21.9540,-54.0610,33.8500
1.3098,-0.0250,0.0870,1.2080,-6.1980,20.0150,-52.8090,34.0400
1.3218,-0.0120,0.0740,1.2160,-10.7330,23.7400,-47.9240,33.8900
1.3286,-0.0390,0.0540,1.1470,-8.9620,16.4120,-43.5730,33.9400
1.3410,-0.0390,0.0420,1.1650,-9.2060,16.9470,-40.8400,33.9900
1.3466,-0.0400,0.0440,1.1690,-9.5570,15.3590,-39.1910,33.9400
1.3599,-0.0360,0.0390,1.1510,-7.2370,15.8020,-39.6180,33.9400
1.3720,-0.0250,0.0560,1.1980,-8.8240,20.7790,-41.0380,33.9900
1.3788,-0.0240,0.0680,1.2070,-10.8240,18.1830,-40.5340,33.9400
1.3908,-0.0340,0.0510,1.1930,-12.0760,22.4270,-39.8780,33.9400
1.3968,-0.0840,0.0380,1.1970,-14.8850,22.1830,-40.1370,33.9900
1.4100,-0.0890,0.0300,1.1700,-15.6180,23.3590,-42.3510,33.9400
1.4219,-0.0710,0.0240,1.1670,-15.4500,24.4270,-44.6260,33.8900
1.4289,-0.0410,0.0450,1.1870,-14.9010,23.5570,-44.6560,33.9900
1.4407,-0.0420,0.0410,1.2010,-15.7100,22.7790,-45.3280,33.9400
