Time,AX,AY,AZ,GX,GY,GZ,T
0.0000,0.0790,-0.1760,1.1860,-2.1830,25.0230,-42.9770,35.4000
0.0005,0.0750,-0.1720,1.1800,-1.7250,24.4270,-43.2370,35.4500
0.0009,0.0740,-0.1670,1.1590,-2.0000,27.2520,-42.5950,35.4000
0.0013,0.0520,-0.1540,1.1280,-3.1600,29.5880,-41.2820,35.4000
0.0017,0.0340,-0.1410,1.0980,-4.8090,31.8470,-39.3890,35.4500
0.0022,0.0170,-0.1310,1.0830,-7.1450,28.9620,-37.7560,35.3100
0.0026,0.0220,-0.1380,1.0940,-8.2290,25.6490,-36.4120,35.4000
0.0030,0.0260,-0.1390,1.1120,-8.3820,25.0380,-35.6340,35.3500
0.0035,0.0510,-0.1460,1.1380,-8.2900,21.1450,-36.2750,35.4900
0.0040,0.1030,-0.1620,1.1730,-6.7180,19.7100,-39.5110,35.4000
0.0044,0.1090,-0.1820,1.1970,-5.0690,20.7790,-43.7400,35.3500
0.0052,0.0850,-0.1740,1.2270,-2.2140,23.3440,-45.9850,35.4900
0.0057,0.0460,-0.2110,1.2320,-1.6490,21.0080,-47.2670,35.4900
0.0061,0.0280,-0.2120,1.2320,0.1980,23.8320,-46.5800,35.4500
0.0065,0.0240,-0.2110,1.2170,-0.3210,24.2750,-44.7180,35.4000
0.0068,0.0150,-0.2110,1.2280,-1.7250,26.1830,-43.1450,35.4000
0.0072,0.0230,-0.2100,1.2100,-2.1370,26.7180,-42.5040,35.4500
0.0075,0.0130,-0.2090,1.2130,-2.1830,26.8700,-42.4120,35.4000
0.0079,-0.0010,-0.2160,1.2180,-1.1150,24.9770,-42.6870,35.4500
0.0082,0.0010,-0.2240,1.2180,0.3050,21.0690,-42.9770,35.3500
0.0086,0.0080,-0.2170,1.2400,2.2600,17.7710,-43.7100,35.4900
0.0089,-0.0080,-0.2050,1.2220,4.7180,17.8020,-43.1150,35.4500
0.0093,-0.0110,-0.1980,1.2160,5.3280,15.5110,-41.9080,35.4500
0.0096,0.0100,-0.1840,1.2180,4.8240,16.9470,-41.2370,35.4000
0.0099,0.0150,-0.1770,1.2150,5.5110,16.8090,-41.0380,35.4500
0.0103,0.0520,-0.1900,1.2250,5.4960,14.6560,-41.4810,35.3500
0.0106,0.0700,-0.1970,1.2510,6.0000,16.7020,-42.0000,35.4000
0.0110,0.0720,-0.2050,1.2600,6.8850,18.1980,-42.7940,35.3500
0.0113,0.0600,-0.2020,1.2470,6.8400,18.9620,-42.8090,35.4500
0.0116,0.0360,-0.2050,1.2540,6.2750,19.3890,-41.6180,35.4500
0.0120,0.0470,-0.2080,1.2650,8.0000,17.7560,-40.0000,35.4500
