Time,AX,AY,AZ,GX,GY,GZ,T
0.0000,0.0660,-0.1540,1.1710,-4.3050,25.2370,-43.8630,35.2600
0.0067,0.0650,-0.1500,1.1630,-5.3130,25.0690,-43.8930,35.2100
0.0189,0.0540,-0.1540,1.1650,-5.6340,26.4890,-43.3890,35.3500
0.0309,0.0540,-0.1580,1.1750,-5.8320,24.6110,-43.1300,35.2600
0.0379,0.0590,-0.1530,1.1980,-3.8780,24.0920,-43.5730,35.3100
0.0501,0.0430,-0.1570,1.1850,-3.2670,23.5110,-44.0610,35.2100
0.0570,0.0370,-0.1500,1.1630,-4.0150,22.8850,-43.2370,35.2600
0.0690,0.0550,-0.1510,1.1750,-5.4500,22.0460,-42.3360,35.3100
0.0760,0.0820,-0.1530,1.1980,-4.5190,23.3440,-42.8550,35.2600
0.0880,0.0820,-0.1550,1.1930,-3.4350,23.8020,-43.7400,35.2600
0.1004,0.0580,-0.1620,1.1860,-3.8930,22.3050,-43.8470,35.3100
0.1070,0.0880,-0.1540,1.2050,-3.6340,20.9160,-43.9390,35.2100
0.1193,0.0920,-0.1590,1.2140,-3.3890,21.6340,-45.2820,35.3500
0.1262,0.0770,-0.1640,1.2220,-2.7630,23.1600,-45.6790,35.3100
0.1384,0.0620,-0.1780,1.2360,-1.8320,22.5040,-45.5420,35.3500
0.1506,0.0780,-0.1860,1.2570,0.3210,27.4660,-45.0690,35.1700
0.1573,0.0460,-0.2020,1.2470,2.4120,30.0150,-44.3050,35.2100
0.1698,0.0310,-0.1810,1.2280,2.3050,26.9770,-43.8170,35.2100
0.1769,0.0260,-0.1710,1.2220,2.0150,25.8470,-43.4200,35.3500
0.1890,0.0350,-0.1620,1.2040,1.0230,26.3050,-42.8700,35.3100
0.2012,0.0410,-0.1740,1.2080,1.4660,25.4810,-42.9310,35.2600
0.2081,0.0320,-0.1730,1.2310,2.0000,24.2290,-43.4960,35.1700
0.2204,0.0130,-0.1740,1.2340,2.0920,20.2440,-43.1910,35.3100
0.2274,0.0290,-0.1590,1.2580,3.9690,17.5570,-43.0840,35.2600
0.2396,0.0650,-0.1560,1.2660,5.1760,18.9010,-42.8240,35.2600
0.2466,0.0630,-0.1510,1.2380,6.0310,20.9010,-42.8240,35.3100
0.2586,0.0510,-0.1390,1.2190,6.8400,22.7480,-42.5340,35.1700
0.2709,0.0460,-0.1380,1.2110,6.6720,23.9240,-41.7400,35.2600
0.2780,0.0440,-0.1410,1.1920,7.2980,24.0000,-41.3890,35.1200
0.2901,0.0320,-0.1340,1.1890,5.2060,21.8780,-41.2210,35.2600
0.2970,0.0390,-0.1380,1.1990,3.1150,20.1530,-40.7480,35.2600
0.3093,0.0690,-0.1400,1.2370,2.3050,22.5190,-40.4890,35.2100
0.3166,0.0620,-0.1330,1.2170,1.6950,25.0080,-40.1830,35.4500
0.3286,0.0630,-0.1300,1.2100,0.8550,23.0840,-40.8550,35.2600
0.3408,0.0510,-0.1330,1.2000,0.0610,19.6490,-42.6260,35.2100
0.3479,0.0280,-0.1350,1.2340,1.3890,13.3130,-43.4660,35.3500
0.3601,0.0460,-0.1550,1.2490,3.8630,10.3210,-44.1980,35.2600
0.3667,0.0600,-0.1670,1.2600,5.5730,11.9850,-43.9390,35.2100
0.3789,0.0550,-0.1770,1.2550,5.2060,12.8090,-43.3130,35.2600
0.3910,0.0740,-0.1690,1.2990,6.4730,16.6720,-42.2900,35.3100
0.3984,0.0810,-0.1570,1.2900,7.6340,23.3130,-41.1910,35.3100
0.4106,0.0740,-0.1540,1.2700,9.4050,25.1450,-40.8700,35.2600
0.4176,0.0500,-0.1520,1.2200,11.0840,27.2370,-41.2060,35.2100
0.4294,0.0490,-0.1350,1.2160,7.2520,24.1680,-41.0690,35.2100
0.4366,0.0620,-0.1360,1.2100,5.2820,25.8020,-41.3130,35.1700
0.4489,0.0180,-0.1290,1.1990,4.0760,27.8930,-40.6870,35.3100
0.4610,0.0060,-0.1210,1.1890,2.9620,28.5650,-39.0990,35.2100
0.4678,-0.0050,-0.1180,1.2070,1.4500,24.9160,-37.6180,35.2600
0.4798,0.0270,-0.1130,1.2170,2.0920,20.0150,-37.6790,35.2100
0.4867,0.0320,-0.1290,1.2000,4.3660,18.1370,-38.2140,35.2100
0.4992,0.0430,-0.1400,1.1710,3.2060,15.8930,-38.7940,35.2600
0.5064,0.0600,-0.1330,1.1840,0.7940,11.1300,-40.3210,35.3100
0.5183,0.0780,-0.1340,1.2560,7.3130,12.2750,-40.5950,35.2100
0.5314,0.0650,-0.1340,1.2380,9.6340,20.3660,-40.3360,35.3500
0.5373,0.0270,-0.1270,1.2330,10.6410,21.2820,-39.6030,35.2100
0.5495,0.0230,-0.1320,1.2070,11.4200,15.2520,-39.3740,35.3100
0.5563,0.0410,-0.1120,1.1850,12.1370,20.1530,-37.6180,35.2600
0.5685,0.0480,-0.0930,1.1730,11.1300,20.6870,-36.5500,35.3100
0.5809,0.0560,-0.0770,1.1270,9.7560,22.8550,-36.7630,35.1700
0.5877,0.0190,-0.0830,1.1620,5.4810,15.0990,-37.2060,35.3500
0.5998,0.0190,-0.1010,1.1830,6.3210,17.7860,-36.7330,35.2100
0.6069,0.0440,-0.0980,1.1990,6.4730,13.2370,-37.8470,35.2600
0.6191,0.0750,-0.1210,1.2200,9.6490,11.6950,-39.1450,35.2600
0.6266,0.0800,-0.1310,1.2000,11.2670,10.8090,-40.1070,35.2100
0.6382,0.0610,-0.0990,1.2210,10.4430,13.4960,-40.5800,35.3500
0.6504,0.0550,-0.0790,1.2400,11.9390,15.5420,-39.7860,35.2600
0.6574,0.0340,-0.0970,1.2190,13.3890,18.0920,-38.6410,35.3100
0.6695,0.0600,-0.0730,1.1990,12.9160,19.1450,-37.0380,35.2600
0.6765,0.0610,-0.0760,1.2080,10.7940,17.1910,-36.6870,35.2600
0.6883,0.0750,-0.0730,1.2000,10.8700,20.8240,-36.2290,35.2100
0.7006,0.0840,-0.0720,1.1880,10.5040,20.4890,-35.6030,35.2600
0.7076,0.0920,-0.0660,1.1750,10.2440,22.0460,-36.4270,35.1700
0.7197,0.0930,-0.0710,1.1810,6.9770,22.4120,-37.7560,35.3100
0.7268,0.0770,-0.0850,1.2100,10.0920,14.7790,-39.8170,35.2600
0.7387,0.0940,-0.0810,1.2050,10.3820,15.7250,-41.7560,35.2100
0.7509,0.0760,-0.0930,1.1870,11.7400,15.8780,-42.4430,35.3500
0.7579,0.0240,-0.0740,1.2130,11.9850,14.6870,-41.4050,35.3500
0.7699,0.0350,-0.0710,1.2020,13.8320,13.0230,-39.5570,35.3100
0.7771,0.0390,-0.0620,1.1880,13.9540,16.6560,-38.4580,35.3100
0.7890,0.0390,-0.0580,1.1570,13.1760,19.3740,-37.6340,35.2600
0.8009,0.0540,-0.0380,1.1460,8.6870,21.2210,-36.0000,35.3100
0.8081,0.0410,-0.0750,1.1070,11.0530,17.8170,-35.9080,35.2600
0.8202,0.0560,-0.0550,1.0950,6.8090,16.8400,-34.2750,35.2600
0.8270,0.0780,-0.0540,1.1190,4.8700,14.9920,-33.6950,35.3100
0.8393,0.0960,-0.0520,1.1720,4.3210,18.9160,-33.1910,35.3100
0.8462,0.0990,-0.0620,1.1660,9.1910,16.4270,-33.3740,35.2600
0.8586,0.1160,-0.0410,1.2100,8.3970,20.8400,-33.3590,35.3100
0.8707,0.1150,-0.0280,1.1820,10.6870,17.1300,-34.9470,35.1700
0.8777,0.1210,-0.0190,1.1490,10.5800,14.8240,-35.1910,35.2600
0.8896,0.1440,-0.0110,1.1470,8.6110,13.9240,-36.1220,35.3100
0.8970,0.1820,-0.0010,1.1650,3.4960,15.1450,-38.7020,35.1700
0.9090,0.1770,-0.0230,1.1750,3.8170,9.6340,-42.6720,35.2600
0.9211,0.1780,-0.0410,1.2030,4.1680,14.9770,-45.3590,35.3100
0.9283,0.1260,-0.0600,1.1870,4.2900,12.2900,-47.8170,35.1700
0.9406,0.1220,-0.0610,1.2420,5.7250,14.2440,-47.6030,35.2600
0.9474,0.1060,-0.0790,1.2710,8.7480,16.9470,-47.1760,35.3100
0.9593,0.1080,-0.0750,1.2520,13.3440,22.7940,-46.0610,35.2600
0.9664,0.0690,-0.0520,1.2130,14.4120,28.9620,-44.1220,35.2600
0.9783,0.0490,-0.0540,1.1730,12.4730,26.5950,-41.8170,35.2100
0.9905,0.0140,-0.0680,1.1490,14.7940,21.0990,-42.2750,35.2600
0.9972,0.0630,-0.0160,1.1700,12.7020,21.4660,-40.7630,35.2600
1.0094,0.0550,-0.0030,1.1770,10.8400,23.8170,-40.4270,35.3100
1.0162,0.0480,0.0120,1.1880,8.7630,25.0530,-40.0000,35.2600
1.0288,0.0340,0.0220,1.2070,7.2980,24.1530,-39.7400,35.2600
1.0410,0.0470,0.0280,1.2000,8.5500,21.2210,-39.9080,35.3100
1.0480,0.0700,0.0150,1.1950,4.2140,20.6410,-38.7330,35.1700
1.0603,0.1070,0.0030,1.2410,6.7630,16.3820,-40.9920,35.2100
1.0672,0.1590,-0.0100,1.2650,8.6560,18.2290,-43.5880,35.3100
1.0795,0.1510,-0.0160,1.2550,8.6720,18.1680,-48.5040,35.1700
1.0865,0.0820,-0.0600,1.2320,9.4200,14.2750,-52.9010,35.2100
