Time,AX,AY,AZ,GX,GY,GZ,T
0.0000,-0.0110,0.1810,1.3390,-9.2520,15.6180,-34.4580,34.0800
0.0005,-0.0670,0.1740,1.3660,-15.5880,13.0080,-35.8320,34.0400
0.0009,-0.1030,0.1340,1.2670,-18.3820,17.4050,-42.6560,34.0800
0.0013,-0.0850,0.1180,1.2370,-18.0920,23.6180,-48.8240,34.0400
0.0018,-0.0600,0.0840,1.2080,-16.9310,27.5880,-53.9540,34.0800
0.0022,-0.0290,0.0690,1.1910,-16.8700,31.3130,-58.2440,33.9900
0.0026,0.0210,0.0610,1.1800,-16.5340,33.8630,-60.7630,34.0400
0.0030,0.0790,0.0490,1.1430,-14.6110,36.6260,-60.8240,34.0800
0.0034,0.1390,0.0710,1.1820,-13.7250,38.7480,-57.2520,34.0400
0.0040,0.1620,0.0660,1.2310,-13.4500,40.5190,-50.7940,33.8900
0.0045,0.1010,0.0970,1.2420,-15.8170,38.6870,-43.7560,34.0400
0.0049,0.0580,0.1130,1.2080,-15.1300,29.9850,-36.5190,33.9400
0.0055,0.0140,0.0980,1.2500,-15.8780,20.7180,-29.2060,33.9900
0.0061,-0.0110,0.0920,1.2550,-18.9160,9.4500,-22.9160,34.0400
0.0067,-0.0350,0.0910,1.2440,-20.4730,5.4960,-20.8550,34.1300
0.0070,-0.0330,0.0910,1.2490,-22.6410,6.4580,-20.5800,33.9900
0.0074,-0.0490,0.0660,1.2130,-22.8090,8.0310,-22.9160,34.1300
0.0078,-0.0860,0.0410,1.2200,-23.0530,8.1370,-27.2370,34.0800
0.0081,-0.0950,0.0160,1.1340,-22.0460,13.0530,-34.3510,33.9400
0.0085,-0.0620,0.0060,1.0930,-17.5420,16.4430,-41.3590,34.0400
0.0089,0.0020,-0.0110,1.1160,-15.0990,14.7330,-43.7400,33.9900
0.0093,0.0290,-0.0340,1.0890,-9.8930,12.2140,-44.3660,33.9400
0.0097,0.0740,-0.0310,1.1300,-9.8930,11.2980,-42.9770,33.9900
0.0100,0.1440,-0.0290,1.1450,-9.4660,12.9770,-38.6720,34.0400
0.0104,0.1580,0.0190,1.2260,-12.4430,15.4960,-32.1830,34.1300
0.0107,0.0960,0.0400,1.2090,-15.3740,14.1370,-26.3970,33.9900
0.0111,-0.0110,0.0530,1.2170,-15.8020,9.0690,-25.0840,34.0400
0.0114,-0.0670,0.0630,1.2350,-17.8780,2.5190,-27.0990,34.0400
0.0118,-0.0820,0.0530,1.2150,-20.1680,-2.1680,-31.3280,33.9900
0.0121,-0.0660,0.0330,1.1490,-19.6790,0.1370,-37.9240,34.0400
0.0124,-0.0420,0.0160,1.1390,-17.9690,5.1910,-45.6340,34.0800
0.0129,0.0210,-0.0030,1.1060,-16.3660,14.6410,-52.3050,34.0400
0.0133,0.0450,-0.0350,1.0770,-11.3590,20.1680,-56.9470,34.0400
0.0140,0.0230,-0.0650,1.0210,-4.0610,23.3740,-60.0610,34.0800
0.0145,-0.0120,-0.0620,0.9730,6.4580,25.6030,-64.6720,34.1300
0.0149,-0.1800,-0.1440,1.0200,18.3820,6.6410,-76.3360,33.9900
0.0153,0.0880,-0.0240,1.1660,2.7330,18.7180,-65.3740,34.0400
