Time AX AY AZ GX GY GZ
0.01916166600130964 -0.03 -0.105 1.093 -6.053 12.023 -33.87
0.02587583300191909 -0.034 -0.11 1.11 -5.183 13.565 -36.008
0.03840558300726116 -0.027 -0.106 1.103 -3.977 14.313 -38.008
0.05017733300337568 -0.018 -0.1 1.093 -3.29 15.611 -40.046
0.05718779101152904 -0.008 -0.101 1.074 -1.832 17.832 -41.481
0.06905787500727456 -0.0 -0.064 1.069 -2.122 19.947 -42.458
0.07621183300216217 0.003 -0.074 1.086 -2.458 21.603 -42.626
0.08813395800825674 0.012 -0.093 1.088 -2.55 23.565 -43.939
0.10020645800977945 0.007 -0.092 1.095 -3.084 24.855 -44.374
0.10711195800104178 0.019 -0.08 1.103 -2.817 26.137 -44.176
0.11925279100250918 -0.007 -0.076 1.1 -1.634 26.954 -43.565
0.12601091600663494 -0.009 -0.068 1.115 -1.29 25.817 -43.947
0.1380144580034539 -0.01 -0.088 1.121 -1.542 23.412 -43.947
0.1501832909998484 0.005 -0.087 1.116 -0.695 22.099 -43.962
0.15711833300883882 0.018 -0.084 1.107 0.565 22.756 -43.153
0.1692759580037091 0.018 -0.076 1.089 0.718 24.702 -43.908
0.1763972500048112 0.019 -0.063 1.097 1.107 25.809 -44.13
0.18868929101154208 0.002 -0.051 1.112 1.893 25.137 -43.275
0.19451833300990984 -0.008 -0.039 1.126 2.298 23.244 -43.176
0.20766654099861626 -0.015 -0.041 1.124 2.779 20.405 -42.046
0.21983570800512098 -0.018 -0.033 1.123 3.29 17.527 -41.206
0.2266345829993952 0.001 -0.04 1.117 2.664 17.145 -40.656
0.2389462499995716 -0.006 -0.033 1.115 2.206 17.481 -40.275
0.24574554100399837 -0.017 -0.018 1.118 0.992 16.725 -40.336
0.25782574999902863 0.0 -0.016 1.115 -1.802 18.252 -40.435
0.2700900409981841 0.008 -0.015 1.135 -3.305 17.924 -41.611
0.2768878330098232 0.046 -0.038 1.103 -3.809 20.191 -42.718
0.2890566660062177 0.057 -0.06 1.099 -3.427 23.198 -44.916
0.2956819160026498 0.072 -0.073 1.073 -2.695 27.924 -47.122
0.30805170800886117 0.094 -0.058 1.065 -2.84 34.405 -49.321
0.32006025000009686 0.085 -0.042 1.093 -4.229 41.412 -50.351
0.32684249999874737 0.046 -0.013 1.139 -6.038 44.71 -49.611
0.3391362080001272 0.002 0.004 1.173 -7.229 45.565 -46.504
0.34588908300793264 -0.043 0.013 1.23 -7.687 41.649 -43.023
0.3578285830008099 -0.078 -0.0 1.233 -7.382 34.466 -38.374
0.37018229100794997 -0.086 -0.024 1.252 -6.481 26.214 -34.191
0.37678262501140125 -0.09 -0.042 1.255 -4.198 17.107 -30.466
0.3889218330004951 -0.079 -0.049 1.21 -3.0 11.084 -27.374
0.39559491600084584 -0.052 -0.057 1.175 -3.015 8.626 -25.298
0.4079203330038581 -0.056 -0.1 1.176 -1.45 7.313 -24.344
0.4202059579984052 -0.063 -0.118 1.16 2.183 7.427 -25.183
0.42724054100108333 -0.063 -0.115 1.14 5.076 9.0 -28.496
0.43927341600647196 -0.05 -0.117 1.123 7.053 10.74 -31.962
0.44629866600735113 -0.03 -0.11 1.107 7.252 12.809 -36.565
0.45828954099852126 -0.0 -0.101 1.1 6.16 16.916 -39.618
0.4704386250086827 0.011 -0.099 1.098 5.359 22.359 -41.977
0.47745366601157 0.017 -0.096 1.111 3.427 28.71 -43.802
0.4897564999992028 -0.005 -0.093 1.136 1.214 32.489 -45.45
0.49665108299814165 -0.039 -0.078 1.159 -0.626 32.534 -45.954
0.508538916008547 -0.068 -0.056 1.183 -3.176 28.191 -44.954
0.5206012499984354 -0.051 -0.078 1.177 -2.656 23.351 -44.183
0.527750624998589 -0.065 -0.07 1.167 0.84 20.061 -43.58
0.5395253750029951 -0.062 -0.065 1.128 4.053 17.328 -43.137
0.5466584160021739 -0.062 -0.072 1.114 6.397 16.313 -43.214
0.5585612499999115 -0.042 -0.068 1.09 8.427 15.595 -45.046
0.5657704160112189 0.005 -0.078 1.066 8.962 18.221 -47.107
0.5778575410076883 0.031 -0.064 1.057 7.634 23.962 -50.282
0.5900255000015022 0.021 -0.051 1.095 4.298 29.298 -52.74
0.5971500410087174 0.005 -0.033 1.119 1.832 32.565 -54.687
0.6089595410012407 -0.016 -0.034 1.136 -0.092 34.542 -56.183
0.6159553330071503 -0.032 -0.034 1.161 -1.626 31.26 -54.779
0.6279174579976825 -0.027 -0.048 1.157 -0.595 26.443 -52.176
0.6400085409986787 -0.024 -0.036 1.128 0.985 23.748 -48.534
0.6467992079997202 -0.034 -0.045 1.138 2.863 21.229 -44.519
0.6589914159994805 -0.059 -0.042 1.133 5.504 16.427 -40.145
0.6659340830083238 -0.07 -0.05 1.113 6.901 11.649 -35.931
0.6780750000034459 -0.077 -0.084 1.132 8.679 7.168 -34.061
0.6902155410061823 -0.064 -0.103 1.124 10.107 3.985 -34.267
0.6971058330091182 -0.022 -0.125 1.114 10.931 3.74 -36.695
0.7093171660089865 -0.001 -0.131 1.096 12.595 7.405 -40.252
0.716285708011128 0.03 -0.109 1.069 12.511 13.244 -43.298
0.7283598330104724 0.033 -0.072 1.046 9.962 22.13 -46.351
0.7404625409981236 -0.004 -0.062 1.069 7.557 29.435 -48.084
0.7473642910044873 -0.066 -0.036 1.108 5.427 29.519 -48.397
0.7595717500080355 -0.076 -0.037 1.146 4.344 25.74 -47.115
0.766258707997622 -0.092 -0.057 1.173 6.489 21.214 -47.122
0.7785762080020504 -0.078 -0.056 1.183 10.443 17.076 -47.336
0.7905025830114027 -0.056 -0.066 1.165 14.504 15.153 -46.756
0.7974042910063872 -0.04 -0.025 1.116 13.382 15.389 -46.298
0.8095135410112562 -0.024 -0.003 1.104 6.931 19.137 -46.038
0.8164981250010896 -0.019 0.019 1.112 -4.656 24.328 -46.985
0.828367750000325 -0.025 -0.021 1.167 -12.611 28.282 -48.328
0.8402865000098245 -0.044 -0.034 1.208 -14.206 29.038 -50.168
0.8471863750019111 -0.022 -0.026 1.204 -13.618 29.595 -50.924
0.8590327499987325 0.005 -0.021 1.194 -12.924 31.824 -52.45
0.8659262910077814 0.018 -0.006 1.169 -12.893 36.824 -52.252
0.8777990410017082 -0.004 0.034 1.164 -15.13 40.13 -50.069
0.8899919160030549 -0.029 0.054 1.156 -21.29 43.947 -46.885
0.8969187910115579 -0.07 0.031 1.202 -26.359 44.237 -44.122
0.9087883330066688 -0.113 0.003 1.26 -26.725 38.794 -41.42
0.9157536249986151 -0.128 -0.045 1.274 -23.603 30.901 -39.672
0.9276158330030739 -0.144 -0.063 1.266 -19.382 20.321 -39.611
0.9395206250046613 -0.104 -0.058 1.221 -15.786 14.115 -41.061
0.9462240410066443 -0.054 -0.048 1.161 -15.435 13.885 -42.42
0.9581579579971731 -0.039 -0.034 1.145 -15.695 17.191 -43.603
0.9699733750021551 -0.041 -0.031 1.136 -15.634 20.977 -44.328
0.9767187910038047 -0.058 -0.012 1.163 -16.725 23.397 -45.45
0.9888762500049779 -0.065 -0.04 1.186 -19.0 23.466 -46.496
0.9956900410033995 -0.073 -0.069 1.226 -18.489 20.71 -48.519
1.0076051659998484 -0.062 -0.084 1.231 -14.496 15.359 -49.947
1.0194186250009807 -0.007 -0.073 1.198 -8.687 13.565 -49.55
1.0261345830076607 -0.001 -0.066 1.153 -1.733 12.847 -48.641
1.0384561250102706 0.007 -0.039 1.132 1.916 13.405 -45.435
1.0442272500076797 -0.009 -0.008 1.139 2.824 13.702 -42.275
1.0575645830103895 -0.03 -0.003 1.187 3.481 11.183 -38.893
1.0697960000106832 -0.046 -0.017 1.167 4.42 8.214 -36.87
1.076928708003834 -0.044 -0.05 1.196 7.122 7.794 -36.809
