AX,AY,AZ,GX,GY,GZ
0.424,-0.054,1.130,-23.405,-25.901,67.214
0.531,-0.068,1.135,-20.473,-13.519,57.557
0.561,-0.063,1.139,-15.206,0.931,44.130
0.524,-0.044,1.112,-10.870,14.092,30.130
0.445,-0.012,1.120,-9.130,22.489,20.107
0.380,0.006,1.125,-9.573,26.443,15.336
0.348,0.016,1.133,-12.237,26.031,12.092
0.338,0.007,1.148,-16.611,21.198,7.779
0.336,-0.008,1.174,-19.733,16.031,4.779
0.372,-0.038,1.193,-20.328,13.321,0.695
0.406,-0.057,1.194,-18.489,13.893,-6.481
0.399,-0.049,1.191,-14.443,16.908,-14.786
0.362,-0.017,1.178,-10.031,21.481,-22.023
0.310,0.004,1.166,-6.031,23.870,-27.015
0.270,0.005,1.168,-3.550,24.573,-32.099
0.210,-0.002,1.160,-1.954,20.649,-35.962
0.180,-0.003,1.158,-2.756,15.046,-38.389
0.156,-0.004,1.155,-5.511,9.580,-38.687
0.170,-0.014,1.130,-9.145,6.962,-39.107
0.189,-0.029,1.177,-11.450,4.733,-39.603
0.222,-0.031,1.182,-11.519,4.924,-41.939
0.211,-0.027,1.177,-10.809,8.023,-45.008
0.184,-0.023,1.199,-9.145,10.756,-46.702
0.162,-0.018,1.191,-7.260,13.107,-46.511
0.152,-0.024,1.180,-6.099,16.198,-46.779
0.150,-0.031,1.190,-5.916,17.679,-47.672
0.136,-0.028,1.196,-6.160,17.511,-49.908
0.115,-0.026,1.187,-7.504,17.863,-50.641
0.101,-0.020,1.195,-9.008,17.725,-50.389
0.085,-0.044,1.216,-10.183,15.366,-51.389
0.076,-0.047,1.227,-10.397,10.023,-53.092
0.054,-0.051,1.214,-9.664,6.542,-54.565
0.055,-0.034,1.230,-7.893,4.931,-54.267
0.060,-0.030,1.209,-6.458,4.092,-52.412
0.074,-0.016,1.204,-4.634,6.473,-51.359
0.093,-0.009,1.167,-3.466,11.221,-50.511
0.093,-0.001,1.164,-2.985,16.313,-49.084
0.074,0.008,1.171,-4.275,19.687,-48.275
0.062,-0.002,1.172,-5.008,20.473,-47.878
0.040,-0.007,1.183,-5.435,19.405,-47.298
0.041,-0.014,1.191,-4.634,18.267,-46.336
0.057,-0.025,1.181,-3.649,17.718,-46.214
0.064,-0.025,1.177,-3.107,18.130,-46.878
0.044,-0.029,1.175,-2.397,17.802,-48.145
0.022,-0.023,1.183,-1.481,15.389,-47.947
0.033,-0.009,1.169,-1.038,14.183,-46.588
0.044,0.000,1.149,-0.885,15.618,-45.000
0.059,0.004,1.156,-1.107,18.214,-44.221
0.069,-0.000,1.150,-1.298,21.160,-43.809
0.055,0.003,1.142,-1.740,24.008,-43.557
0.041,0.006,1.157,-2.664,23.893,-43.664
0.025,-0.000,1.161,-3.313,21.687,-42.931
0.023,0.002,1.165,-3.443,19.382,-43.122
0.036,-0.000,1.164,-3.870,16.504,-43.687
0.053,-0.005,1.158,-4.336,15.061,-43.794
0.066,-0.001,1.150,-4.427,15.809,-44.298
0.056,-0.006,1.146,-4.130,17.832,-44.641
0.049,-0.004,1.149,-3.473,18.794,-44.351
0.038,0.001,1.138,-3.305,19.771,-43.687
0.035,-0.005,1.141,-2.779,20.885,-42.420
0.042,0.001,1.146,-2.840,20.924,-41.527
0.057,0.000,1.140,-2.962,20.924,-41.412
0.054,-0.001,1.124,-3.855,22.687,-41.473
0.052,-0.003,1.133,-4.702,23.038,-41.244
0.055,-0.018,1.151,-5.290,21.725,-41.603
0.052,-0.020,1.160,-5.550,18.992,-42.183
0.045,-0.032,1.161,-5.924,17.496,-42.450
0.058,-0.028,1.163,-5.534,16.786,-41.786
0.074,-0.026,1.160,-5.305,17.756,-41.710
0.079,-0.021,1.159,-4.954,20.061,-42.229
0.069,-0.020,1.158,-4.221,20.511,-42.099
0.055,-0.015,1.169,-3.878,21.405,-41.550
0.058,-0.019,1.168,-4.496,21.809,-41.550
0.044,-0.033,1.188,-3.962,19.794,-42.084
0.042,-0.033,1.195,-3.496,16.237,-42.824
0.047,-0.022,1.184,-3.275,15.855,-41.855
0.069,-0.022,1.182,-2.931,16.718,-40.443
0.087,-0.028,1.184,-2.733,17.641,-40.008
0.092,-0.027,1.186,-2.282,19.802,-40.786
0.093,-0.018,1.191,-1.939,21.031,-40.756
0.096,-0.005,1.177,-2.206,22.947,-40.573
0.088,0.002,1.182,-2.427,24.160,-41.137
0.077,-0.004,1.189,-2.527,22.870,-41.519
0.075,-0.014,1.186,-2.580,20.588,-42.237
0.075,-0.011,1.177,-2.656,19.282,-42.107
0.072,-0.019,1.177,-3.244,19.779,-42.198
0.081,-0.027,1.178,-3.031,19.176,-42.344
0.081,-0.021,1.180,-3.069,17.794,-42.832
0.075,-0.020,1.170,-3.473,19.977,-42.786
0.074,-0.014,1.168,-3.290,22.031,-41.985
0.055,-0.015,1.181,-2.893,22.947,-41.679
0.044,-0.018,1.183,-2.809,21.389,-41.313
0.055,-0.025,1.177,-2.779,21.176,-40.702
0.056,-0.018,1.173,-2.573,21.305,-40.061
0.055,-0.023,1.166,-1.962,21.038,-40.260
0.054,-0.024,1.164,-1.618,20.229,-40.237
0.053,-0.033,1.145,-1.718,20.664,-40.450
0.063,-0.019,1.151,-1.718,20.908,-40.229
0.075,-0.017,1.138,-1.641,21.687,-40.618
0.080,-0.004,1.117,-1.931,23.382,-40.931
0.066,-0.005,1.128,-2.557,24.046,-41.168
0.055,-0.011,1.149,-3.298,22.519,-41.366
0.038,-0.019,1.141,-4.229,19.748,-41.916
0.032,-0.026,1.147,-5.611,17.756,-41.641
0.030,-0.036,1.143,-6.344,16.206,-40.771
0.056,-0.041,1.156,-6.351,15.794,-39.847
0.081,-0.040,1.155,-6.092,18.252,-39.321
0.088,-0.029,1.161,-5.000,21.641,-39.198
0.088,-0.021,1.155,-4.053,24.878,-39.382
0.079,-0.010,1.158,-3.603,26.817,-38.328
0.081,-0.007,1.147,-4.107,27.435,-37.802
0.094,-0.002,1.136,-4.802,27.611,-38.122
0.103,-0.003,1.149,-5.695,26.977,-39.305
0.081,-0.012,1.163,-7.015,25.824,-40.763
0.068,-0.023,1.166,-7.137,22.824,-41.847
0.051,-0.035,1.184,-7.252,18.672,-43.489
0.061,-0.035,1.189,-6.427,15.115,-43.649
0.080,-0.027,1.175,-6.550,14.840,-42.588
0.127,-0.036,1.193,-7.031,17.328,-41.038
0.214,-0.043,1.214,-8.870,18.748,-41.473
0.283,-0.041,1.243,-10.023,22.534,-42.099
0.367,-0.039,1.255,-11.824,31.015,-41.450
0.460,-0.054,1.332,-11.901,37.115,-46.076
0.556,-0.068,1.322,-11.008,41.328,-54.634
0.659,-0.077,1.353,-8.702,48.473,-65.435
0.757,-0.101,1.419,-5.435,50.969,-79.069
0.774,-0.133,1.474,0.924,43.786,-96.252
0.741,-0.139,1.484,9.282,28.519,-114.748
0.706,-0.125,1.458,17.656,12.603,-130.412
0.719,-0.086,1.374,26.023,3.550,-140.855
0.780,-0.059,1.311,35.679,3.252,-149.489
0.865,-0.032,1.205,45.023,12.450,-159.542
0.912,-0.009,1.099,51.008,29.206,-168.244
0.912,0.029,0.989,54.244,49.252,-175.397
0.863,0.030,0.954,55.458,63.855,-184.115
0.790,0.035,0.899,53.145,68.000,-193.771
0.735,0.030,0.875,50.389,66.473,-204.183
