AX,AY,AZ,GX,GY,GZ
0.466,-0.218,1.144,-32.718,9.672,91.328
0.451,-0.188,1.138,-30.076,19.137,76.626
0.393,-0.142,1.168,-27.947,26.336,69.389
0.352,-0.102,1.190,-26.656,32.122,67.695
0.343,-0.104,1.225,-25.985,28.977,65.076
0.346,-0.124,1.244,-23.931,21.450,60.282
0.373,-0.141,1.242,-22.336,18.023,54.832
0.393,-0.172,1.238,-19.656,16.878,46.290
0.391,-0.188,1.271,-15.664,11.534,35.489
0.386,-0.175,1.271,-11.710,7.130,25.137
0.390,-0.149,1.252,-8.351,5.588,17.031
0.393,-0.120,1.240,-5.519,2.527,9.137
0.385,-0.107,1.229,-3.679,0.740,2.084
0.400,-0.096,1.218,-3.099,2.603,-1.847
0.424,-0.085,1.194,-2.977,6.412,-5.252
0.445,-0.076,1.176,-3.366,12.198,-9.962
0.425,-0.076,1.185,-2.885,18.420,-15.855
0.380,-0.064,1.180,-2.183,22.786,-21.412
0.312,-0.069,1.189,-1.779,24.634,-26.076
0.255,-0.074,1.191,-1.168,21.382,-30.038
0.221,-0.069,1.181,-1.511,16.863,-33.115
0.200,-0.062,1.189,-1.870,12.473,-35.405
0.194,-0.070,1.186,-1.443,8.344,-38.382
0.205,-0.085,1.173,-1.725,6.046,-41.153
0.196,-0.098,1.198,0.191,6.206,-44.244
0.201,-0.098,1.195,3.000,6.397,-47.282
0.183,-0.081,1.179,4.679,7.374,-49.366
0.158,-0.062,1.164,6.176,9.198,-50.397
0.151,-0.034,1.140,5.809,11.924,-50.290
0.144,-0.016,1.127,3.855,16.740,-49.244
0.132,-0.017,1.122,2.351,19.740,-48.206
0.122,-0.032,1.124,0.206,21.870,-48.282
0.108,-0.038,1.120,-2.115,22.702,-49.405
0.083,-0.037,1.154,-3.664,22.023,-50.718
0.056,-0.040,1.167,-3.878,19.397,-52.863
0.044,-0.037,1.172,-4.069,14.252,-54.183
0.022,-0.041,1.171,-4.427,10.649,-54.542
0.009,-0.056,1.186,-3.962,7.443,-54.878
0.002,-0.054,1.179,-3.496,4.634,-54.405
0.023,-0.038,1.167,-2.198,4.221,-52.550
0.055,-0.020,1.155,-1.595,7.244,-49.824
0.095,-0.013,1.136,-1.550,13.817,-47.603
0.100,0.003,1.135,-2.107,21.328,-45.855
0.092,0.005,1.122,-3.275,27.687,-44.580
0.067,0.009,1.142,-4.725,31.511,-44.038
0.043,-0.012,1.161,-5.718,31.061,-43.954
0.025,-0.026,1.177,-5.710,27.366,-45.198
0.019,-0.043,1.182,-5.443,22.466,-46.855
0.014,-0.045,1.190,-5.221,18.252,-48.000
0.020,-0.039,1.187,-3.786,16.214,-47.916
0.032,-0.039,1.196,-1.885,15.099,-47.412
0.040,-0.032,1.174,0.008,15.985,-46.855
0.048,-0.024,1.151,0.382,18.282,-46.382
0.027,-0.017,1.179,-0.763,19.939,-45.779
0.024,-0.036,1.192,-1.519,20.740,-43.916
0.043,-0.051,1.194,-1.718,22.252,-42.389
0.065,-0.052,1.195,-0.718,24.328,-42.763
0.066,-0.035,1.196,0.389,27.183,-44.191
0.038,-0.017,1.200,1.863,29.168,-44.321
0.034,-0.029,1.191,3.206,29.473,-43.557
0.010,-0.042,1.205,4.687,28.275,-43.450
0.008,-0.035,1.183,6.176,25.282,-44.191
0.007,-0.026,1.160,5.634,22.076,-44.344
0.015,-0.019,1.152,4.061,21.336,-44.458
0.006,-0.016,1.149,2.939,20.626,-44.489
0.007,-0.014,1.145,1.840,18.397,-45.237
0.011,-0.003,1.123,0.702,18.076,-44.504
0.023,0.003,1.112,-0.977,20.198,-43.099
0.029,0.000,1.130,-1.824,23.092,-42.496
0.026,-0.003,1.130,-2.420,22.924,-42.725
0.007,-0.013,1.136,-3.328,21.802,-42.405
-0.002,-0.019,1.140,-3.542,22.344,-41.557
0.004,-0.020,1.165,-3.145,19.702,-40.771
0.029,-0.025,1.147,-2.878,18.855,-40.496
0.046,-0.032,1.155,-2.366,20.321,-40.718
