AX,AY,AZ,GX,GY,GZ
0.467,-0.120,1.192,-8.366,1.229,31.160
0.495,-0.115,1.138,-7.000,12.443,26.924
0.484,-0.113,1.150,-4.466,25.939,20.473
0.435,-0.102,1.189,-3.099,29.885,16.282
0.422,-0.112,1.190,-3.076,30.229,13.160
0.453,-0.128,1.206,-4.237,28.206,8.321
0.477,-0.125,1.215,-4.664,25.260,2.473
0.474,-0.125,1.215,-4.771,22.534,-4.008
0.436,-0.124,1.221,-3.672,19.977,-10.740
0.405,-0.122,1.232,-1.427,14.298,-16.855
0.395,-0.114,1.218,1.160,11.366,-20.962
0.385,-0.106,1.201,4.435,12.328,-23.069
0.382,-0.098,1.191,7.099,15.618,-23.634
0.394,-0.095,1.159,8.313,20.511,-24.069
0.405,-0.105,1.149,8.305,24.618,-26.962
0.380,-0.105,1.178,7.511,25.534,-32.229
0.345,-0.099,1.158,5.847,26.328,-35.168
0.327,-0.095,1.148,3.198,27.130,-37.176
0.303,-0.086,1.175,2.206,27.000,-39.221
0.295,-0.076,1.179,2.061,25.878,-41.374
0.303,-0.094,1.155,2.000,28.168,-43.863
0.264,-0.110,1.194,3.412,27.939,-47.924
0.198,-0.127,1.206,5.092,23.603,-51.595
0.152,-0.123,1.188,6.450,18.015,-53.344
0.145,-0.105,1.197,6.939,11.458,-53.405
0.155,-0.101,1.154,6.328,9.321,-52.794
0.178,-0.083,1.159,6.099,11.221,-52.725
0.182,-0.062,1.134,5.290,13.565,-52.321
0.197,-0.052,1.111,3.710,19.076,-50.672
0.185,-0.048,1.125,1.985,25.092,-48.847
0.162,-0.047,1.124,0.084,28.962,-47.153
0.142,-0.061,1.148,-1.313,30.382,-46.809
0.110,-0.071,1.169,-1.718,26.504,-48.183
0.085,-0.076,1.189,-1.122,20.260,-50.153
0.084,-0.075,1.185,-0.160,13.198,-52.031
0.105,-0.065,1.160,0.664,9.794,-52.023
0.120,-0.067,1.159,0.206,10.176,-51.336
0.123,-0.081,1.176,-0.710,11.611,-50.840
0.127,-0.092,1.159,-0.748,12.924,-50.519
0.132,-0.072,1.151,-0.725,16.496,-49.069
0.147,-0.041,1.141,-1.206,22.176,-46.664
0.132,-0.031,1.167,-1.725,27.244,-46.084
0.098,-0.038,1.168,-1.786,26.344,-46.580
0.070,-0.050,1.172,-1.389,22.542,-47.099
0.066,-0.054,1.184,-0.107,19.687,-46.580
0.089,-0.037,1.154,1.084,17.733,-46.412
0.100,-0.039,1.157,1.344,17.649,-46.672
0.104,-0.048,1.146,1.443,17.389,-46.374
0.108,-0.044,1.118,1.115,19.588,-45.870
0.116,-0.023,1.109,-0.046,22.160,-45.252
0.106,-0.020,1.115,-2.053,23.969,-44.756
0.074,-0.041,1.135,-3.389,24.191,-44.962
0.059,-0.053,1.134,-4.321,22.863,-44.626
0.051,-0.065,1.146,-4.992,21.550,-43.824
0.068,-0.066,1.162,-4.527,20.626,-43.160
0.082,-0.078,1.156,-3.840,19.427,-43.634
0.094,-0.079,1.154,-2.718,18.214,-44.710
0.079,-0.060,1.149,-1.916,20.427,-44.992
0.073,-0.048,1.156,-1.336,22.420,-43.603
0.083,-0.045,1.142,-0.954,23.954,-42.099
0.092,-0.052,1.137,-1.420,26.191,-41.519
0.083,-0.047,1.137,-1.954,27.244,-41.588
0.074,-0.041,1.140,-2.740,27.008,-41.405
0.062,-0.040,1.146,-4.191,25.870,-41.733
0.064,-0.052,1.157,-4.885,23.977,-41.702
0.067,-0.063,1.163,-4.870,22.282,-41.802
0.082,-0.063,1.156,-4.511,20.901,-42.099
0.091,-0.053,1.154,-4.710,21.656,-42.580
0.092,-0.054,1.178,-3.977,22.076,-43.710
0.072,-0.059,1.186,-3.008,20.427,-44.168
0.064,-0.061,1.188,-2.153,18.557,-43.901
0.072,-0.056,1.179,-2.092,16.817,-42.763
0.093,-0.055,1.172,-2.389,17.725,-42.443
0.107,-0.053,1.186,-2.710,18.939,-42.931
0.106,-0.058,1.184,-2.763,20.786,-42.870
0.096,-0.059,1.182,-3.008,22.847,-42.053
0.088,-0.065,1.177,-2.916,24.252,-41.855
0.073,-0.065,1.194,-2.053,24.046,-42.137
0.064,-0.059,1.200,-0.954,22.061,-42.069
0.056,-0.057,1.175,-0.641,20.405,-41.084
0.070,-0.064,1.201,-0.603,19.229,-40.511
0.084,-0.070,1.186,-0.015,17.603,-40.947
0.106,-0.065,1.187,0.374,16.092,-41.939
0.110,-0.061,1.176,0.496,16.603,-42.351
0.103,-0.053,1.168,0.611,17.634,-42.313
0.096,-0.052,1.158,0.420,19.221,-41.763
0.099,-0.048,1.163,-0.145,19.885,-40.939
0.097,-0.054,1.164,-0.893,20.557,-40.084
0.100,-0.050,1.155,-1.305,21.893,-39.122
0.104,-0.051,1.162,-1.107,22.840,-38.382
0.114,-0.054,1.167,-0.374,22.702,-38.061
0.120,-0.058,1.160,0.023,22.656,-37.885
0.132,-0.056,1.166,0.115,22.695,-37.916
0.139,-0.055,1.159,-0.145,22.557,-38.344
0.147,-0.053,1.158,-0.550,22.351,-39.328
0.143,-0.044,1.152,-1.260,21.733,-40.092
0.141,-0.043,1.156,-1.626,21.076,-41.191
0.133,-0.041,1.148,-2.145,20.229,-42.053
0.129,-0.045,1.135,-2.542,20.878,-41.901
0.127,-0.035,1.150,-2.817,22.015,-40.565
0.156,-0.049,1.150,-2.878,20.924,-39.802
0.171,-0.056,1.143,-3.191,22.489,-39.794
0.187,-0.058,1.142,-3.244,26.160,-39.542
0.192,-0.051,1.151,-3.344,29.206,-39.107
0.191,-0.044,1.156,-3.733,30.939,-40.099
0.184,-0.035,1.151,-4.313,31.405,-41.527
0.177,-0.035,1.149,-5.351,31.450,-42.840
0.170,-0.040,1.161,-6.573,29.718,-43.290
0.193,-0.042,1.167,-7.206,29.565,-43.420
0.267,-0.052,1.173,-7.359,31.183,-42.298
0.341,-0.050,1.176,-6.664,36.366,-42.458
0.389,-0.062,1.185,-3.962,44.458,-45.763
0.388,-0.068,1.176,-0.427,50.924,-51.023
0.358,-0.056,1.178,3.160,54.366,-55.145
0.348,-0.038,1.182,5.122,54.351,-57.344
0.372,-0.017,1.163,4.962,53.557,-58.924
0.436,-0.008,1.173,4.481,52.489,-61.962
0.513,-0.001,1.199,4.870,51.000,-68.618
0.559,-0.013,1.184,6.191,47.244,-78.802
0.613,-0.022,1.191,6.901,44.794,-88.710
0.718,-0.052,1.195,6.275,45.420,-96.695
0.945,-0.106,1.209,5.679,52.466,-107.588
1.254,-0.202,1.218,11.695,64.786,-133.023
1.439,-0.297,1.272,20.550,65.092,-177.275
1.397,-0.336,1.260,35.641,60.122,-228.405
1.076,-0.318,1.268,47.542,39.626,-250.137
0.726,-0.334,1.296,56.076,2.244,-250.137
0.548,-0.328,1.136,58.885,-28.046,-250.137
0.534,-0.287,0.942,51.275,-30.504,-250.137
0.610,-0.278,0.835,43.351,-13.725,-250.137
0.542,-0.298,0.835,32.160,7.656,-250.137
0.345,-0.352,0.849,22.603,27.824,-250.137
0.148,-0.453,0.831,9.740,43.122,-250.137
-0.046,-0.564,0.847,-6.107,50.137,-250.137
-0.214,-0.647,0.961,-21.809,43.710,-250.137
-0.336,-0.706,1.033,-34.176,32.603,-250.137
-0.408,-0.695,1.043,-45.015,31.145,-250.137
-0.473,-0.658,1.088,-52.878,31.534,-250.137
-0.527,-0.614,1.075,-58.031,38.359,-250.137
-0.605,-0.597,1.102,-63.565,50.053,-234.527
-0.667,-0.616,1.188,-63.206,56.840,-213.099
-0.696,-0.629,1.222,-59.595,61.313,-194.504
-0.752,-0.617,1.249,-53.809,63.840,-177.603
-0.817,-0.583,1.244,-47.748,64.840,-159.412
-0.862,-0.552,1.268,-42.695,61.420,-138.534
-0.873,-0.530,1.286,-39.153,53.580,-119.565
-0.830,-0.521,1.280,-35.901,45.221,-102.702
-0.749,-0.523,1.284,-30.359,40.611,-89.702
-0.674,-0.496,1.270,-23.588,39.802,-81.397
-0.665,-0.461,1.286,-13.664,38.824,-74.947
-0.686,-0.394,1.260,-3.534,37.214,-67.092
-0.733,-0.344,1.262,6.176,31.359,-56.817
-0.719,-0.321,1.234,12.328,21.771,-49.053
-0.712,-0.256,1.203,17.656,10.985,-38.641
-0.621,-0.242,1.149,18.855,8.344,-27.031
-0.552,-0.243,1.142,18.153,4.885,-19.702
-0.519,-0.187,1.101,17.183,7.832,-9.847
-0.465,-0.158,1.107,14.550,17.695,3.809
-0.428,-0.182,1.164,12.893,15.878,8.084
-0.435,-0.193,1.154,11.863,14.092,10.634
-0.437,-0.218,1.161,11.595,16.679,15.664
-0.431,-0.240,1.204,13.733,17.092,19.611
-0.447,-0.269,1.256,18.305,14.542,22.832
-0.477,-0.267,1.257,25.534,12.115,28.672
-0.493,-0.262,1.201,30.046,11.275,36.725
-0.501,-0.250,1.192,32.321,8.916,45.611
-0.484,-0.236,1.173,32.328,5.962,54.679
-0.441,-0.213,1.137,30.710,6.244,65.466
-0.398,-0.196,1.132,27.634,7.954,76.282
-0.370,-0.185,1.133,22.878,8.031,86.863
-0.334,-0.179,1.122,17.992,11.458,96.588
-0.274,-0.188,1.111,13.756,18.122,107.573
-0.194,-0.213,1.105,10.481,25.511,114.344
-0.140,-0.233,1.125,8.481,31.267,114.580
-0.123,-0.228,1.148,7.389,33.443,111.435
-0.147,-0.224,1.136,6.695,32.466,109.153
-0.206,-0.209,1.143,7.748,28.252,110.901
-0.279,-0.225,1.144,10.809,17.908,115.504
