AX,AY,AZ,GX,GY,GZ
0.149,-0.086,1.213,-2.344,78.901,60.450
0.121,-0.132,1.231,-4.641,54.344,59.672
0.175,-0.159,1.232,-4.641,30.252,55.794
0.262,-0.154,1.221,-2.664,12.221,49.786
0.367,-0.116,1.185,-0.458,4.947,45.733
0.438,-0.093,1.197,1.656,7.397,42.687
0.482,-0.105,1.216,6.038,13.237,37.267
0.498,-0.109,1.208,10.756,18.511,31.366
0.486,-0.113,1.168,13.183,27.191,25.053
0.406,-0.092,1.160,15.481,30.489,18.977
0.346,-0.039,1.164,14.893,28.443,19.756
0.358,-0.039,1.178,11.710,25.725,22.489
0.389,-0.061,1.184,7.656,21.267,20.931
0.443,-0.090,1.187,4.015,19.443,18.565
0.516,-0.103,1.186,2.115,21.557,14.573
0.548,-0.092,1.183,1.550,25.565,5.481
0.498,-0.081,1.181,2.389,30.916,-0.504
0.447,-0.099,1.206,4.473,32.863,-7.435
0.368,-0.099,1.257,8.977,24.153,-15.252
0.326,-0.076,1.202,12.550,16.985,-16.863
0.373,-0.064,1.164,14.870,15.863,-18.725
0.388,-0.055,1.178,16.763,14.176,-22.489
0.381,-0.053,1.135,16.672,13.290,-26.099
0.378,-0.046,1.112,15.504,13.321,-29.435
0.360,-0.034,1.109,12.565,14.214,-32.115
0.329,-0.042,1.115,9.748,13.298,-35.840
0.296,-0.051,1.111,6.458,9.489,-38.885
0.288,-0.040,1.095,3.656,7.817,-40.992
0.290,-0.045,1.102,1.267,8.183,-41.756
0.274,-0.051,1.110,0.458,9.481,-43.229
0.250,-0.059,1.119,0.008,10.153,-44.595
0.237,-0.059,1.131,-0.153,10.771,-44.611
0.241,-0.058,1.136,-0.481,14.191,-44.176
0.249,-0.064,1.146,-0.198,17.015,-45.527
0.252,-0.080,1.140,-0.115,18.450,-48.611
0.214,-0.082,1.141,-0.244,19.206,-49.985
0.197,-0.074,1.135,0.496,20.550,-49.962
0.174,-0.057,1.121,0.427,20.763,-50.344
0.153,-0.047,1.137,-0.115,19.588,-51.420
0.139,-0.039,1.130,-2.282,16.863,-52.328
0.126,-0.046,1.153,-3.252,13.893,-54.053
0.116,-0.047,1.156,-3.870,9.588,-55.473
0.115,-0.045,1.159,-3.809,7.198,-54.695
0.114,-0.039,1.159,-3.542,7.863,-52.748
0.133,-0.037,1.145,-3.176,9.855,-51.198
0.140,-0.027,1.142,-3.298,12.794,-49.809
0.138,-0.035,1.143,-3.344,17.557,-48.168
0.134,-0.031,1.156,-3.458,20.687,-46.046
0.122,-0.035,1.141,-4.237,23.611,-44.084
0.137,-0.031,1.157,-4.290,26.725,-42.863
0.135,-0.038,1.175,-3.702,27.397,-43.664
0.125,-0.049,1.180,-3.160,25.053,-45.870
0.087,-0.054,1.179,-2.832,20.321,-47.435
0.062,-0.048,1.184,-2.710,15.947,-47.328
0.072,-0.041,1.165,-2.191,12.756,-45.115
0.117,-0.039,1.146,-2.710,12.382,-44.061
0.141,-0.047,1.147,-3.870,15.481,-43.305
0.125,-0.052,1.156,-4.443,18.863,-42.916
0.099,-0.049,1.167,-4.756,21.443,-41.130
0.096,-0.048,1.167,-4.290,22.824,-39.603
0.112,-0.038,1.157,-3.443,24.137,-38.542
0.112,-0.043,1.160,-3.008,25.954,-38.412
0.105,-0.059,1.170,-2.206,26.435,-38.626
0.098,-0.062,1.170,-1.901,25.595,-38.328
0.099,-0.059,1.156,-2.031,23.580,-38.061
0.095,-0.063,1.172,-2.542,21.237,-38.115
0.097,-0.071,1.198,-1.588,18.374,-38.641
0.097,-0.074,1.189,-0.069,16.916,-38.511
0.110,-0.066,1.171,1.763,18.710,-37.504
0.121,-0.079,1.188,3.573,21.756,-37.664
0.113,-0.080,1.200,6.649,23.351,-38.252
0.096,-0.074,1.187,9.466,24.130,-38.115
0.098,-0.056,1.172,10.252,25.252,-36.756
0.102,-0.044,1.157,9.313,25.244,-36.084
0.123,-0.034,1.148,7.252,24.863,-36.397
0.134,-0.019,1.130,4.000,24.397,-37.053
0.134,-0.012,1.137,0.611,24.802,-37.771
0.118,-0.031,1.154,-2.305,22.809,-38.580
0.120,-0.032,1.150,-3.855,20.550,-39.397
0.120,-0.037,1.172,-4.290,18.832,-40.397
0.129,-0.033,1.177,-3.664,16.580,-42.008
0.128,-0.046,1.174,-3.038,14.954,-43.252
0.117,-0.050,1.190,-1.992,13.588,-43.786
0.116,-0.053,1.172,-0.840,13.786,-42.977
0.133,-0.050,1.172,-0.061,14.573,-42.489
0.141,-0.048,1.171,0.092,16.947,-42.038
0.140,-0.053,1.152,0.092,19.580,-41.794
0.139,-0.034,1.147,-0.710,21.504,-41.130
0.121,-0.034,1.153,-1.649,22.595,-41.023
0.113,-0.036,1.161,-2.382,21.802,-41.137
0.122,-0.039,1.154,-2.420,19.931,-40.809
0.130,-0.043,1.167,-2.443,20.191,-40.351
0.142,-0.054,1.163,-1.832,20.527,-40.725
0.144,-0.043,1.153,-1.321,19.992,-41.618
0.137,-0.022,1.147,-1.160,20.496,-42.847
0.134,-0.023,1.144,-0.824,19.550,-42.901
0.131,-0.024,1.128,-1.000,19.076,-42.214
0.143,-0.015,1.124,-1.305,19.511,-41.443
0.150,-0.019,1.113,-2.038,20.695,-41.481
0.154,-0.019,1.116,-3.405,22.115,-41.847
0.134,-0.021,1.132,-5.031,22.130,-42.313
0.117,-0.033,1.125,-6.863,20.435,-42.649
0.104,-0.045,1.141,-8.595,18.931,-42.473
0.107,-0.051,1.174,-8.282,16.763,-41.863
0.114,-0.057,1.166,-7.473,16.702,-42.153
0.113,-0.078,1.183,-5.473,17.328,-41.962
0.117,-0.076,1.181,-3.420,17.153,-41.832
0.130,-0.068,1.160,-2.641,18.580,-41.557
0.137,-0.058,1.174,-2.504,20.344,-40.924
0.134,-0.048,1.171,-3.191,21.344,-40.763
0.132,-0.042,1.164,-4.237,21.771,-40.748
0.125,-0.042,1.170,-5.183,22.275,-40.603
0.115,-0.054,1.182,-4.985,21.817,-41.794
0.115,-0.052,1.179,-4.504,19.794,-42.252
0.115,-0.053,1.185,-3.947,19.221,-41.656
0.131,-0.056,1.175,-3.008,18.985,-40.947
0.147,-0.053,1.181,-2.351,20.115,-41.328
0.155,-0.052,1.178,-1.733,22.107,-40.939
0.155,-0.045,1.172,-0.992,24.328,-40.084
0.151,-0.041,1.171,-0.137,25.504,-39.061
0.173,-0.037,1.170,0.534,26.611,-38.267
0.194,-0.032,1.156,0.473,28.885,-36.992
0.232,-0.038,1.172,-0.176,30.595,-36.137
0.271,-0.030,1.175,-0.863,31.466,-36.176
0.327,-0.036,1.201,-1.969,30.985,-36.702
0.381,-0.039,1.220,-1.695,29.275,-38.489
0.456,-0.044,1.242,-1.260,25.015,-42.481
0.548,-0.054,1.261,1.137,20.229,-50.298
0.633,-0.048,1.239,3.160,18.366,-58.542
0.702,-0.024,1.225,5.183,21.290,-66.374
0.750,-0.008,1.214,7.298,25.366,-74.198
0.777,0.010,1.217,10.710,28.863,-80.718
0.797,0.040,1.187,15.863,30.412,-87.939
0.801,0.099,1.164,23.237,30.183,-95.252
0.824,0.184,1.070,30.298,30.901,-101.267
0.857,0.258,0.967,35.565,37.015,-104.824
0.853,0.305,0.873,38.649,44.702,-107.069
0.823,0.313,0.803,37.466,52.122,-109.344
0.741,0.291,0.762,28.534,53.740,-110.885
0.606,0.203,0.801,12.244,50.649,-112.038
0.449,0.076,0.914,-4.870,40.519,-114.725
0.313,-0.038,1.004,-23.305,21.542,-118.206
0.184,-0.150,1.108,-40.160,2.275,-120.954
0.145,-0.229,1.168,-46.359,-13.053,-119.634
0.226,-0.243,1.182,-42.244,-9.542,-114.901
0.364,-0.220,1.288,-23.389,8.779,-111.901
0.407,-0.188,1.322,-1.069,24.473,-116.824
0.319,-0.147,1.194,12.366,31.099,-123.824
0.142,-0.148,1.212,10.504,27.908,-129.069
-0.024,-0.222,1.218,-2.809,3.824,-138.611
-0.165,-0.278,1.221,-24.168,-30.420,-150.977
-0.205,-0.302,1.184,-46.885,-47.450,-159.794
-0.182,-0.309,1.222,-61.290,-47.718,-159.908
-0.101,-0.328,1.252,-67.038,-29.573,-150.351
-0.039,-0.392,1.337,-63.176,0.855,-143.878
-0.145,-0.448,1.374,-50.794,25.901,-142.779
-0.326,-0.466,1.404,-39.641,41.130,-138.496
-0.493,-0.493,1.472,-28.145,42.885,-133.985
-0.653,-0.502,1.484,-14.885,32.366,-127.504
-0.716,-0.457,1.413,-7.840,19.252,-116.794
-0.697,-0.401,1.357,-4.649,11.718,-104.802
-0.615,-0.370,1.318,-2.603,8.198,-95.840
-0.536,-0.328,1.255,-1.366,8.878,-88.718
-0.487,-0.266,1.197,-2.092,16.344,-79.573
-0.476,-0.232,1.193,-1.351,25.198,-71.092
-0.490,-0.219,1.192,0.817,28.107,-63.420
-0.488,-0.206,1.177,3.763,29.137,-54.214
-0.458,-0.198,1.171,8.321,28.244,-46.038
-0.404,-0.186,1.145,13.427,28.145,-41.061
-0.372,-0.155,1.097,17.198,28.977,-35.893
-0.345,-0.116,1.047,18.786,30.733,-30.908
-0.335,-0.082,1.005,17.397,30.802,-25.427
-0.319,-0.065,1.020,13.809,29.573,-20.916
-0.287,-0.062,1.028,8.962,26.985,-16.405
-0.265,-0.058,1.020,3.618,25.298,-12.809
-0.247,-0.085,1.039,-0.992,24.618,-9.916
-0.248,-0.099,1.061,-4.504,22.458,-6.992
-0.250,-0.113,1.089,-6.298,19.420,-2.618
-0.226,-0.107,1.100,-7.565,19.885,2.382
-0.187,-0.104,1.129,-7.458,20.870,6.924
-0.136,-0.107,1.114,-6.779,23.031,10.176
-0.128,-0.115,1.149,-5.229,25.237,11.611
-0.121,-0.114,1.149,-4.015,24.374,12.878
-0.134,-0.106,1.147,-3.718,22.809,15.427
-0.128,-0.103,1.161,-4.260,20.611,19.824
-0.101,-0.114,1.162,-4.947,18.206,23.885
-0.052,-0.132,1.152,-5.603,17.130,26.786
-0.002,-0.144,1.153,-6.206,18.565,27.824
0.027,-0.157,1.175,-6.893,21.557,26.489
0.023,-0.157,1.197,-4.924,21.847,23.817
0.018,-0.115,1.169,-3.924,22.099,23.130
0.023,-0.103,1.196,-3.679,22.710,24.588
-0.017,-0.064,1.223,-2.962,17.893,32.527
0.029,-0.084,1.174,-4.420,17.137,40.458
0.063,-0.116,1.193,-7.198,17.718,43.473
0.094,-0.149,1.218,-8.130,16.611,43.221
0.130,-0.144,1.219,-9.084,17.206,42.435
0.153,-0.142,1.195,-8.847,22.542,42.427
0.168,-0.135,1.239,-7.160,26.321,42.603
