AX,AY,AZ,GX,GY,GZ
0.283,-0.120,1.229,1.656,14.031,39.344
0.345,-0.114,1.188,5.023,19.580,35.275
0.364,-0.108,1.179,6.298,25.237,30.015
0.356,-0.086,1.155,5.679,30.947,25.595
0.314,-0.089,1.159,2.145,34.061,21.267
0.277,-0.100,1.222,-2.115,30.542,19.695
0.294,-0.114,1.203,-7.489,25.718,18.679
0.322,-0.122,1.222,-10.336,22.206,16.374
0.353,-0.137,1.216,-10.885,21.458,13.122
0.400,-0.147,1.205,-9.260,25.366,6.031
0.387,-0.143,1.227,-5.824,28.702,-1.718
0.336,-0.137,1.227,-1.160,29.061,-6.435
0.285,-0.127,1.218,2.641,29.115,-8.450
0.253,-0.107,1.219,5.359,24.458,-8.237
0.258,-0.125,1.225,7.374,20.977,-8.679
0.281,-0.140,1.201,8.802,16.870,-9.427
0.338,-0.136,1.192,9.626,18.061,-9.893
0.355,-0.121,1.176,10.763,24.382,-12.885
0.343,-0.095,1.154,10.794,28.160,-17.115
0.309,-0.072,1.135,10.160,31.153,-21.977
0.244,-0.047,1.146,9.733,29.191,-25.634
0.215,-0.035,1.127,8.038,24.038,-26.656
0.203,-0.031,1.126,5.313,19.435,-27.275
0.214,-0.024,1.127,2.626,13.656,-27.595
0.259,-0.015,1.111,0.252,11.099,-25.794
0.314,-0.037,1.097,-2.473,15.763,-25.588
0.347,-0.053,1.124,-3.481,21.435,-29.053
0.327,-0.040,1.118,-4.198,25.763,-33.153
0.272,-0.041,1.131,-4.405,27.733,-36.443
0.223,-0.047,1.141,-4.420,24.092,-39.137
0.194,-0.068,1.170,-4.649,17.260,-41.931
0.186,-0.077,1.161,-5.527,10.061,-45.061
0.187,-0.093,1.161,-6.450,5.008,-47.466
0.189,-0.091,1.163,-7.183,0.481,-50.458
0.202,-0.082,1.149,-7.565,-0.137,-51.931
0.205,-0.058,1.146,-7.435,2.389,-51.397
0.195,-0.059,1.145,-7.664,9.641,-49.985
0.173,-0.053,1.144,-6.885,16.145,-48.710
0.154,-0.057,1.144,-6.137,19.534,-47.115
0.139,-0.068,1.157,-6.160,23.382,-45.695
0.128,-0.074,1.156,-6.084,24.092,-44.947
0.118,-0.077,1.164,-6.634,21.672,-45.496
0.107,-0.084,1.180,-6.603,17.374,-47.130
0.095,-0.092,1.188,-6.046,13.031,-49.130
0.112,-0.086,1.182,-4.962,9.687,-50.176
0.122,-0.065,1.179,-3.664,8.641,-50.061
0.125,-0.068,1.156,-3.366,10.527,-49.947
0.107,-0.079,1.177,-3.183,11.214,-49.496
0.100,-0.085,1.167,-3.061,12.473,-48.298
0.108,-0.060,1.140,-3.496,17.023,-46.298
0.115,-0.042,1.151,-4.137,22.008,-43.443
0.110,-0.062,1.173,-4.015,25.969,-42.214
0.103,-0.080,1.168,-3.359,28.160,-42.282
0.080,-0.093,1.196,-1.702,27.000,-43.168
0.078,-0.076,1.188,0.214,23.870,-43.107
0.074,-0.070,1.169,1.176,20.328,-43.275
0.096,-0.054,1.169,1.084,15.710,-44.962
0.072,-0.060,1.184,1.511,8.878,-48.099
