AX,AY,AZ,GX,GY,GZ
0.419,-0.076,1.146,-17.221,34.069,50.779
0.440,-0.081,1.175,-16.359,34.397,39.542
0.430,-0.077,1.177,-14.840,30.977,26.794
0.373,-0.069,1.207,-12.489,25.191,16.282
0.304,-0.057,1.211,-8.794,15.137,10.290
0.271,-0.054,1.198,-6.458,7.748,7.023
0.304,-0.042,1.193,-5.618,3.947,4.901
0.383,-0.044,1.181,-4.504,2.374,1.656
0.428,-0.039,1.179,-2.992,7.359,-4.374
0.417,-0.037,1.175,-1.008,14.420,-10.168
0.380,-0.041,1.161,0.275,22.947,-14.924
0.344,-0.048,1.191,1.351,26.679,-19.420
0.301,-0.043,1.173,1.084,27.565,-24.076
0.270,-0.031,1.176,-0.908,26.420,-30.092
0.213,-0.044,1.200,-3.634,21.748,-35.206
0.180,-0.045,1.208,-6.237,13.611,-39.229
0.177,-0.046,1.182,-8.969,7.885,-42.290
0.184,-0.052,1.222,-9.359,5.267,-44.885
0.198,-0.059,1.228,-7.313,2.969,-48.931
0.191,-0.056,1.206,-5.435,4.740,-53.214
0.158,-0.043,1.230,-2.580,6.244,-55.504
0.125,-0.043,1.227,1.061,8.786,-55.924
0.109,-0.048,1.228,4.550,10.832,-55.023
0.113,-0.034,1.203,6.832,13.756,-54.573
0.119,-0.014,1.149,7.092,17.756,-54.366
0.097,0.001,1.158,5.794,22.344,-53.557
0.066,-0.002,1.184,5.275,23.145,-51.679
0.043,-0.013,1.196,5.115,22.298,-50.649
0.036,-0.024,1.180,5.145,20.626,-50.901
0.053,-0.013,1.154,4.252,19.328,-53.053
0.048,0.029,1.122,2.252,20.267,-54.626
0.039,0.043,1.160,0.527,20.733,-55.191
0.030,0.033,1.164,-0.244,18.679,-54.229
0.015,0.022,1.144,-1.130,17.573,-53.443
0.028,0.016,1.148,-1.847,17.153,-52.542
0.028,0.023,1.138,-2.969,18.168,-51.969
0.039,0.025,1.129,-2.977,20.855,-51.359
0.051,0.026,1.135,-2.244,23.740,-50.679
0.037,0.025,1.134,-2.275,25.153,-49.916
0.031,0.030,1.128,-3.221,26.221,-49.321
0.026,0.029,1.133,-4.053,26.023,-49.000
0.017,0.028,1.146,-3.893,24.420,-48.931
0.023,0.026,1.149,-4.191,22.061,-49.557
0.010,0.011,1.158,-4.611,19.687,-50.412
-0.007,0.001,1.156,-4.733,16.664,-51.656
-0.013,-0.005,1.177,-4.534,14.076,-51.267
0.004,0.004,1.165,-3.595,13.901,-50.534
0.016,0.011,1.159,-2.947,16.153,-49.565
0.010,0.019,1.168,-2.626,18.573,-48.466
0.018,0.023,1.178,-1.756,21.985,-46.870
0.027,0.021,1.170,-1.351,24.870,-45.374
0.040,0.017,1.161,-1.427,27.969,-45.206
0.026,0.013,1.156,-2.046,29.809,-45.275
-0.010,0.014,1.176,-1.908,28.809,-45.786
-0.023,0.013,1.189,-2.115,25.389,-45.649
-0.019,0.001,1.185,-2.282,21.557,-45.267
-0.018,-0.005,1.182,-2.420,18.542,-45.649
-0.014,-0.008,1.184,-1.824,16.542,-45.710
-0.005,0.000,1.188,-2.099,15.076,-44.954
0.027,-0.001,1.182,-1.626,16.397,-43.504
0.034,-0.002,1.178,-0.511,18.763,-43.359
0.035,0.011,1.180,-0.321,20.214,-43.779
0.029,0.017,1.171,-0.725,21.252,-43.198
0.028,0.017,1.164,-1.275,22.725,-42.229
0.030,0.020,1.177,-2.405,23.115,-42.000
0.029,0.012,1.175,-2.802,22.145,-42.794
0.022,-0.003,1.182,-2.634,21.458,-44.031
