AX,AY,AZ,GX,GY,GZ
0.090,-0.064,1.216,-2.084,23.183,-40.267
0.094,-0.060,1.194,-0.328,21.817,-40.908
0.100,-0.052,1.182,1.000,21.580,-41.527
0.104,-0.048,1.173,2.046,22.145,-41.679
0.105,-0.047,1.167,2.496,22.954,-41.916
0.105,-0.036,1.156,2.626,21.832,-42.282
0.113,-0.031,1.159,2.275,21.832,-42.534
0.102,-0.026,1.158,1.145,21.672,-42.405
0.105,-0.031,1.150,-0.168,22.206,-42.130
0.106,-0.039,1.160,-0.901,22.137,-41.893
0.113,-0.040,1.156,-1.496,21.725,-41.634
0.114,-0.035,1.156,-2.046,22.527,-41.893
0.101,-0.038,1.162,-2.229,22.260,-42.069
0.093,-0.045,1.174,-1.824,21.427,-41.740
0.095,-0.036,1.177,-0.870,20.336,-41.344
0.107,-0.043,1.173,-0.122,19.504,-41.450
0.120,-0.039,1.170,1.221,19.267,-41.534
0.128,-0.035,1.156,1.985,20.160,-41.695
0.128,-0.024,1.152,1.656,21.779,-41.687
0.114,-0.028,1.153,0.565,22.260,-41.802
0.110,-0.032,1.165,-0.893,21.496,-41.344
0.116,-0.027,1.153,-2.107,20.176,-40.763
0.136,-0.033,1.161,-3.756,19.656,-41.725
0.133,-0.030,1.186,-3.740,19.504,-42.542
0.117,-0.036,1.170,-3.359,19.168,-42.710
0.113,-0.039,1.187,-2.786,18.985,-43.145
0.112,-0.041,1.185,-1.908,17.878,-43.336
0.116,-0.043,1.197,-1.145,17.435,-43.779
0.117,-0.039,1.186,-0.053,17.061,-43.840
0.123,-0.036,1.184,0.756,18.115,-42.870
0.122,-0.028,1.181,1.756,20.260,-41.924
0.123,-0.029,1.160,2.053,21.611,-41.237
0.125,-0.020,1.157,2.023,23.115,-40.687
0.115,-0.019,1.148,1.519,24.328,-40.115
0.113,-0.016,1.150,0.817,24.176,-39.771
0.113,-0.010,1.151,-0.031,23.359,-40.382
0.108,-0.014,1.159,-0.763,21.954,-40.344
0.106,-0.022,1.156,-1.298,20.053,-40.412
0.110,-0.016,1.154,-1.573,18.557,-40.916
0.110,-0.023,1.163,-1.336,17.786,-41.443
0.115,-0.021,1.154,-1.008,17.901,-40.809
0.124,-0.025,1.145,-1.122,18.519,-40.412
0.134,-0.023,1.149,-1.359,20.435,-40.252
0.132,-0.021,1.144,-1.450,21.817,-39.939
0.133,-0.022,1.150,-1.412,22.908,-39.565
0.131,-0.021,1.142,-1.237,23.695,-40.313
0.116,-0.027,1.155,-1.389,23.481,-41.275
0.115,-0.027,1.156,-1.198,21.237,-41.847
0.108,-0.028,1.153,-2.046,19.206,-42.878
0.102,-0.018,1.150,-2.695,18.198,-42.718
0.120,-0.030,1.147,-3.000,18.687,-42.282
0.141,-0.026,1.151,-2.969,19.916,-42.000
0.143,-0.025,1.154,-2.702,22.191,-42.626
0.115,-0.031,1.179,-2.275,22.824,-43.092
0.097,-0.032,1.164,-1.557,22.420,-43.183
0.115,-0.030,1.160,-1.427,21.725,-42.389
0.122,-0.024,1.165,-2.359,21.588,-42.802
0.115,-0.024,1.158,-2.458,21.573,-43.595
0.102,-0.029,1.161,-2.366,21.489,-43.672
0.109,-0.039,1.162,-2.267,21.656,-42.863
0.117,-0.039,1.175,-1.977,22.313,-43.351
0.121,-0.038,1.169,-1.298,22.389,-44.489
0.099,-0.036,1.172,-0.595,21.588,-44.733
0.094,-0.027,1.162,-0.687,20.588,-44.267
0.101,-0.012,1.158,-1.008,20.458,-42.794
0.102,-0.010,1.152,-1.779,20.542,-41.664
0.115,-0.013,1.151,-2.786,22.206,-40.863
0.117,-0.024,1.164,-3.145,22.855,-40.511
0.116,-0.022,1.165,-3.107,23.527,-40.366
0.102,-0.029,1.176,-3.038,23.855,-40.985
0.095,-0.033,1.188,-2.290,19.878,-41.473
0.109,-0.028,1.165,-1.733,16.534,-41.038
0.132,-0.021,1.159,-1.427,16.275,-40.313
0.148,-0.014,1.138,-1.710,17.863,-39.405
0.169,-0.017,1.142,-2.137,21.000,-39.221
0.169,-0.015,1.146,-3.557,23.542,-39.916
0.148,-0.025,1.158,-4.450,24.061,-40.840
0.123,-0.038,1.181,-4.153,22.229,-41.382
0.121,-0.038,1.178,-3.740,17.618,-41.832
0.120,-0.036,1.172,-3.000,14.695,-43.244
0.139,-0.030,1.176,-1.901,13.656,-43.931
0.158,-0.022,1.153,-0.840,15.008,-43.191
0.174,-0.019,1.136,-0.840,19.153,-42.550
0.172,-0.011,1.134,-2.000,23.985,-42.122
0.156,-0.012,1.149,-3.679,26.130,-42.084
0.132,-0.030,1.168,-5.443,25.962,-42.878
0.104,-0.047,1.172,-6.580,23.656,-44.046
0.102,-0.054,1.194,-6.473,19.786,-44.939
0.100,-0.054,1.195,-5.611,17.885,-45.901
0.108,-0.058,1.205,-3.588,17.626,-47.221
0.106,-0.056,1.207,-1.229,16.595,-47.908
0.106,-0.041,1.183,0.198,17.015,-47.450
0.113,-0.027,1.162,0.748,19.069,-45.802
0.130,-0.022,1.150,0.290,21.069,-43.366
0.164,-0.020,1.148,-0.321,24.573,-41.733
0.180,-0.015,1.154,-0.962,29.221,-41.634
0.165,-0.014,1.153,-0.496,31.740,-42.214
0.156,-0.017,1.150,-0.542,31.130,-42.840
0.150,-0.021,1.164,-1.046,28.206,-45.298
0.134,-0.037,1.176,-1.366,22.809,-48.382
0.113,-0.045,1.180,-1.542,17.176,-50.634
0.130,-0.048,1.181,-0.649,13.275,-52.695
0.135,-0.044,1.162,-0.359,11.397,-54.107
0.139,-0.031,1.160,0.221,12.809,-53.313
0.165,-0.027,1.154,0.641,15.168,-51.214
0.190,-0.031,1.143,-0.496,19.656,-48.725
0.203,-0.016,1.136,-1.779,25.466,-46.687
0.206,-0.019,1.139,-3.435,30.053,-45.641
0.191,-0.020,1.160,-4.328,33.145,-46.359
0.168,-0.032,1.186,-4.603,31.977,-49.031
0.139,-0.049,1.219,-3.092,25.252,-52.191
0.121,-0.038,1.227,-2.504,17.053,-54.008
0.150,-0.037,1.237,-1.771,9.115,-53.427
