AX,AY,AZ,GX,GY,GZ
0.185,-0.030,1.240,1.947,42.702,13.489
0.200,-0.077,1.262,2.115,24.916,10.947
0.275,-0.075,1.230,1.183,13.397,8.084
0.363,-0.043,1.193,1.344,12.573,6.847
0.438,-0.003,1.191,2.031,18.840,6.435
0.465,0.007,1.191,4.145,28.885,2.977
0.415,0.001,1.190,7.718,37.267,-2.427
0.335,0.010,1.176,8.977,37.870,-5.710
0.302,-0.002,1.187,10.145,36.267,-5.366
0.314,-0.022,1.204,12.282,33.817,-5.748
0.345,-0.012,1.165,13.679,31.901,-7.496
0.339,0.008,1.165,12.504,33.893,-9.053
0.348,0.018,1.153,12.084,34.664,-11.519
0.348,0.016,1.153,11.916,32.618,-15.985
0.311,0.016,1.135,11.191,29.863,-20.710
0.272,0.016,1.121,9.046,25.855,-23.603
0.235,0.029,1.122,6.580,18.809,-25.076
0.236,0.044,1.110,4.221,13.656,-25.603
0.274,0.062,1.086,1.565,11.824,-25.130
0.318,0.061,1.071,-1.252,14.702,-23.855
0.351,0.046,1.065,-4.427,22.893,-22.786
0.358,0.035,1.088,-6.550,31.527,-22.687
0.350,0.029,1.113,-7.153,36.603,-24.160
0.308,0.030,1.107,-6.985,38.420,-25.038
0.277,0.027,1.125,-7.656,37.771,-25.351
0.244,0.017,1.139,-7.756,34.382,-26.962
0.232,-0.003,1.153,-7.542,27.611,-29.336
0.237,-0.013,1.154,-7.542,20.420,-31.626
0.239,-0.021,1.139,-7.481,16.023,-33.336
0.253,-0.024,1.140,-7.374,14.313,-35.099
0.257,-0.021,1.147,-7.198,13.275,-37.771
0.259,-0.013,1.129,-7.809,15.466,-39.443
0.244,-0.015,1.139,-7.374,18.008,-40.481
0.227,-0.024,1.141,-7.382,18.855,-41.214
0.210,-0.029,1.143,-7.656,19.496,-41.214
0.209,-0.016,1.143,-8.557,20.679,-39.962
0.199,-0.020,1.151,-9.511,22.863,-40.206
0.190,-0.033,1.161,-10.000,22.855,-40.458
0.179,-0.028,1.163,-9.786,21.870,-40.565
0.181,-0.030,1.155,-9.084,22.496,-39.573
0.186,-0.025,1.154,-8.366,24.618,-39.130
0.182,-0.033,1.166,-7.618,25.489,-39.969
0.169,-0.035,1.163,-6.924,25.542,-41.565
0.141,-0.035,1.176,-6.664,23.107,-42.885
0.141,-0.025,1.168,-7.000,19.588,-43.504
0.143,-0.031,1.166,-7.282,18.832,-43.153
0.149,-0.031,1.184,-7.527,18.168,-43.260
