AX,AY,AZ,GX,GY,GZ
0.226,-0.315,1.280,13.244,16.397,-44.916
0.239,-0.316,1.250,16.458,15.855,-44.313
0.239,-0.310,1.208,19.244,16.771,-44.153
0.220,-0.302,1.177,21.550,16.359,-44.443
0.210,-0.290,1.139,21.763,15.885,-44.427
0.192,-0.291,1.108,21.672,14.153,-44.168
0.184,-0.289,1.091,20.641,13.443,-43.840
0.174,-0.297,1.082,19.023,12.779,-43.649
0.179,-0.295,1.077,17.916,14.015,-43.405
0.171,-0.300,1.071,16.779,15.931,-43.092
0.146,-0.300,1.075,16.092,16.908,-42.305
0.136,-0.307,1.072,16.244,17.779,-41.992
0.136,-0.313,1.092,17.687,19.443,-41.130
0.152,-0.306,1.067,19.061,21.405,-40.893
0.147,-0.290,1.055,19.160,21.450,-41.443
0.143,-0.262,1.032,17.740,20.756,-41.802
0.152,-0.255,1.039,15.160,19.771,-41.573
0.149,-0.243,1.043,12.076,19.336,-40.893
0.154,-0.244,1.056,8.786,20.695,-39.939
0.163,-0.250,1.074,6.962,22.634,-38.969
0.168,-0.258,1.120,6.710,21.550,-38.649
0.152,-0.274,1.152,7.359,18.756,-38.962
0.160,-0.289,1.170,9.366,16.023,-39.267
0.186,-0.273,1.163,11.153,15.718,-39.122
0.210,-0.263,1.145,12.260,18.176,-38.282
0.221,-0.241,1.165,12.748,21.458,-38.366
0.221,-0.230,1.167,11.519,23.237,-38.588
0.212,-0.225,1.192,10.244,23.046,-38.542
0.231,-0.241,1.199,9.344,23.397,-38.290
0.235,-0.236,1.218,9.779,22.595,-38.275
0.225,-0.236,1.230,10.802,20.473,-38.885
0.225,-0.232,1.238,11.252,18.710,-39.000
0.242,-0.228,1.246,11.802,17.168,-39.153
0.237,-0.222,1.234,12.382,15.573,-39.710
0.253,-0.231,1.235,14.916,16.313,-40.321
0.270,-0.242,1.238,19.229,17.641,-41.588
0.266,-0.237,1.211,22.786,19.931,-43.122
0.239,-0.219,1.194,24.718,19.145,-44.450
0.208,-0.197,1.189,25.046,15.656,-45.221
0.200,-0.187,1.178,23.168,11.779,-45.221
0.216,-0.185,1.181,20.740,10.809,-44.168
0.246,-0.182,1.178,19.214,13.191,-43.191
0.251,-0.180,1.186,19.374,17.321,-43.183
0.241,-0.188,1.171,20.450,21.389,-43.534
0.233,-0.189,1.162,21.550,23.962,-44.206
0.219,-0.182,1.168,23.985,24.038,-44.313
0.176,-0.169,1.167,25.115,18.580,-44.672
0.164,-0.160,1.149,25.817,12.664,-44.527
0.179,-0.151,1.118,24.969,8.702,-43.573
0.215,-0.129,1.118,23.664,8.015,-42.756
0.240,-0.119,1.133,21.275,7.420,-42.893
0.221,-0.123,1.123,19.321,10.275,-42.809
0.224,-0.129,1.133,18.450,13.542,-41.481
0.227,-0.144,1.139,18.687,16.244,-40.908
0.220,-0.132,1.134,19.298,18.733,-41.069
0.202,-0.125,1.155,19.519,18.305,-41.084
0.200,-0.120,1.160,20.130,16.679,-41.145
0.196,-0.116,1.147,19.794,15.252,-40.481
0.199,-0.110,1.154,18.924,13.275,-39.672
0.214,-0.112,1.161,18.382,12.099,-39.168
0.212,-0.118,1.164,18.985,10.374,-38.893
0.203,-0.124,1.177,20.824,7.405,-39.740
0.202,-0.122,1.167,22.198,5.740,-40.908
0.219,-0.099,1.144,21.916,6.504,-40.679
0.237,-0.082,1.120,21.718,9.565,-39.427
0.250,-0.074,1.137,21.672,13.840,-38.611
0.256,-0.071,1.105,20.321,17.756,-38.107
0.246,-0.068,1.117,20.771,19.519,-38.122
0.248,-0.082,1.124,21.168,21.679,-38.260
0.213,-0.082,1.139,21.733,17.634,-38.832
0.188,-0.097,1.158,23.702,13.885,-39.672
0.180,-0.080,1.149,23.969,5.458,-39.504
0.200,-0.073,1.137,23.305,-0.450,-38.794
0.243,-0.067,1.131,21.695,-2.076,-39.115
0.258,-0.057,1.131,20.557,-1.221,-38.870
0.281,-0.054,1.118,20.038,3.580,-37.893
0.298,-0.065,1.131,20.366,9.466,-37.641
0.290,-0.072,1.128,21.519,14.244,-38.229
0.277,-0.077,1.136,23.756,16.023,-39.939
0.271,-0.062,1.133,26.244,15.344,-41.756
0.261,-0.043,1.122,27.626,14.397,-42.382
0.265,-0.019,1.102,27.107,12.290,-42.351
0.271,-0.002,1.097,25.634,8.740,-42.656
0.267,0.002,1.084,22.481,8.275,-42.687
0.263,0.011,1.105,20.344,7.351,-41.908
0.288,0.004,1.098,18.618,7.183,-41.214
0.304,0.004,1.071,17.656,9.176,-42.313
0.309,0.008,1.081,17.733,10.924,-43.420
0.295,0.016,1.097,18.229,11.198,-43.672
0.291,0.013,1.076,17.840,13.244,-44.466
0.279,0.022,1.105,16.282,11.221,-44.557
0.271,0.034,1.089,15.634,8.977,-44.298
0.281,0.034,1.087,14.496,9.069,-43.672
0.285,0.024,1.088,13.435,8.992,-44.504
0.291,0.026,1.097,12.740,10.908,-44.863
0.275,0.026,1.111,13.420,12.977,-45.130
0.285,0.021,1.115,14.855,13.870,-45.359
0.272,0.025,1.115,15.344,13.916,-45.290
0.273,0.031,1.118,15.710,15.397,-45.405
0.267,0.040,1.102,15.649,15.107,-45.252
0.270,0.050,1.091,15.489,15.748,-44.878
0.260,0.049,1.107,16.046,15.504,-44.817
0.246,0.054,1.103,16.641,13.840,-44.939
0.229,0.066,1.100,16.275,11.931,-44.107
0.236,0.068,1.089,15.519,10.939,-42.496
0.272,0.066,1.080,14.366,11.046,-41.298
0.286,0.072,1.073,12.275,12.061,-41.198
0.290,0.073,1.067,10.420,13.359,-41.405
0.286,0.084,1.084,7.977,14.435,-40.756
0.302,0.075,1.076,6.511,15.489,-40.229
0.310,0.074,1.094,5.611,17.840,-39.870
0.314,0.066,1.077,5.550,21.015,-40.427
0.314,0.056,1.099,6.160,23.382,-41.672
0.296,0.057,1.093,6.504,24.153,-42.679
0.283,0.054,1.087,6.695,24.198,-42.924
0.271,0.057,1.104,5.870,22.435,-42.443
0.244,0.059,1.104,5.031,20.008,-41.931
0.254,0.050,1.112,5.725,16.664,-41.336
0.258,0.045,1.103,6.489,15.824,-41.099
0.263,0.039,1.108,8.130,15.664,-40.985
0.273,0.053,1.101,9.405,16.885,-40.756
0.299,0.058,1.094,10.137,19.840,-39.977
0.322,0.059,1.087,10.229,22.702,-40.611
0.314,0.070,1.091,9.809,24.824,-42.244
0.294,0.073,1.087,8.443,24.153,-43.389
0.292,0.080,1.108,7.855,21.710,-43.962
0.297,0.071,1.106,7.756,20.244,-44.733
0.292,0.074,1.114,7.969,18.550,-44.870
0.308,0.074,1.113,7.832,17.725,-45.427
0.306,0.066,1.125,8.351,16.992,-46.802
0.303,0.065,1.129,9.672,17.229,-48.038
0.288,0.067,1.117,11.702,17.534,-48.473
0.267,0.087,1.110,11.916,17.794,-48.481
0.282,0.091,1.089,10.985,18.511,-46.916
0.292,0.102,1.110,9.809,21.985,-45.794
0.306,0.084,1.127,9.198,22.221,-46.099
0.304,0.080,1.136,10.969,22.511,-47.763
0.285,0.064,1.165,14.351,23.267,-49.145
0.277,0.071,1.123,18.748,20.489,-49.702
0.271,0.096,1.181,21.573,20.176,-49.206
0.298,0.117,1.105,23.420,20.046,-48.687
0.328,0.133,1.104,22.641,21.847,-49.206
0.327,0.140,1.136,23.802,22.214,-50.267
0.310,0.148,1.105,23.511,24.504,-50.634
0.283,0.159,1.103,21.481,22.710,-50.282
0.279,0.167,1.087,19.145,22.412,-48.863
0.286,0.166,1.072,15.969,21.137,-47.237
0.294,0.171,1.089,13.023,20.954,-46.565
0.291,0.172,1.086,11.336,18.656,-46.695
0.310,0.161,1.060,9.153,18.672,-47.252
0.303,0.143,1.132,10.313,20.038,-47.565
0.279,0.135,1.145,14.321,17.305,-47.595
0.280,0.129,1.175,19.565,16.504,-48.252
0.284,0.147,1.124,22.985,14.794,-48.725
0.294,0.168,1.088,21.985,17.824,-48.756
0.306,0.200,1.057,19.397,20.374,-47.695
0.305,0.219,1.010,13.939,24.573,-45.679
0.274,0.228,0.990,6.634,26.489,-43.489
0.266,0.214,0.963,-0.611,26.748,-41.802
0.251,0.185,0.976,-4.649,24.206,-40.977
0.244,0.165,0.967,-6.802,21.038,-40.939
0.254,0.141,0.935,-8.725,18.466,-40.618
0.267,0.134,0.902,-11.344,18.687,-39.916
0.278,0.115,0.853,-15.313,19.137,-38.947
0.273,0.112,0.812,-20.450,21.672,-37.802
0.253,0.097,0.795,-27.565,22.412,-36.237
0.221,0.075,0.796,-35.336,21.687,-35.733
0.193,0.072,0.725,-45.053,23.664,-34.076
0.174,0.093,0.659,-61.473,24.427,-31.359
0.160,0.089,0.589,-81.351,29.702,-27.595
0.140,0.095,0.413,-106.634,35.489,-22.527
0.132,0.088,0.366,-139.351,39.038,-15.450
0.132,0.036,0.330,-169.595,36.588,-10.290
0.105,-0.025,0.351,-195.947,33.084,-14.053
0.051,-0.082,0.347,-213.298,34.122,-13.046
-0.002,-0.142,0.384,-228.000,30.420,-2.183
0.025,-0.242,0.433,-235.565,27.221,8.221
0.124,-0.314,0.505,-236.855,27.916,12.931
0.198,-0.352,0.583,-233.115,35.008,9.794
0.166,-0.342,0.725,-227.588,39.176,5.267
0.133,-0.320,0.779,-222.344,38.427,1.260
0.159,-0.297,0.739,-218.137,38.565,-0.870
0.229,-0.280,0.735,-220.489,43.969,1.038
0.244,-0.329,0.854,-228.031,42.115,7.756
0.198,-0.443,0.970,-233.076,35.748,13.618
0.165,-0.577,1.044,-236.664,30.863,16.061
0.177,-0.712,1.162,-236.641,25.351,16.794
0.251,-0.839,1.320,-226.733,23.649,14.420
0.335,-0.931,1.469,-209.191,25.664,6.038
0.324,-0.969,1.641,-184.206,20.000,-2.435
0.310,-1.005,1.706,-154.351,20.611,-9.099
0.320,-1.017,1.710,-123.489,25.260,-15.473
0.329,-1.012,1.689,-99.840,25.779,-22.145
0.293,-1.013,1.631,-78.603,27.794,-27.664
0.275,-0.990,1.616,-61.595,27.443,-31.634
0.296,-0.946,1.552,-46.542,26.038,-33.115
0.343,-0.902,1.512,-32.763,30.641,-33.427
0.371,-0.853,1.446,-20.328,36.153,-34.420
0.380,-0.821,1.372,-11.458,43.878,-34.908
