AX,AY,AZ,GX,GY,GZ
0.144,-0.405,1.393,5.031,34.176,-50.305
0.187,-0.382,1.324,7.053,32.466,-49.771
0.197,-0.368,1.287,6.832,31.786,-49.489
0.218,-0.378,1.236,7.878,32.137,-50.473
0.218,-0.378,1.205,9.473,33.489,-51.328
0.185,-0.357,1.207,10.832,33.420,-49.870
0.163,-0.345,1.180,12.626,30.649,-45.977
0.189,-0.354,1.148,14.374,27.466,-43.389
0.198,-0.351,1.131,14.870,24.870,-42.519
0.216,-0.344,1.097,13.168,23.824,-42.550
0.240,-0.346,1.085,12.069,26.160,-43.656
0.240,-0.353,1.114,12.687,27.023,-44.321
0.219,-0.355,1.095,11.053,28.794,-45.015
0.188,-0.352,1.082,9.992,29.847,-44.771
0.189,-0.362,1.107,10.832,31.214,-44.313
0.198,-0.358,1.080,11.389,33.137,-45.069
0.191,-0.342,1.088,12.305,33.351,-45.015
0.150,-0.339,1.086,12.756,32.000,-45.206
0.140,-0.337,1.088,11.611,29.435,-44.893
0.155,-0.344,1.076,11.328,28.870,-44.863
0.187,-0.345,1.058,10.824,31.313,-45.061
0.173,-0.324,1.068,11.794,33.817,-45.069
0.117,-0.300,1.074,10.702,32.634,-43.344
0.084,-0.312,1.089,9.855,29.824,-41.305
0.117,-0.320,1.085,9.328,26.412,-40.382
0.156,-0.307,1.096,8.649,25.992,-40.420
0.146,-0.314,1.144,9.595,23.053,-40.504
0.137,-0.330,1.142,11.641,21.076,-40.115
0.158,-0.336,1.152,14.252,18.321,-40.496
0.195,-0.310,1.103,13.786,21.130,-41.618
0.213,-0.281,1.112,11.466,25.198,-42.031
0.187,-0.274,1.141,9.206,26.206,-41.321
0.154,-0.308,1.162,9.282,25.733,-40.511
0.168,-0.341,1.156,11.359,24.611,-40.740
0.178,-0.315,1.150,12.069,25.939,-41.298
0.193,-0.286,1.128,12.588,26.649,-41.443
0.190,-0.271,1.118,12.786,27.481,-41.321
0.169,-0.278,1.111,11.817,27.435,-40.977
0.164,-0.288,1.125,11.420,25.435,-41.580
0.175,-0.289,1.091,11.855,23.863,-42.198
0.185,-0.279,1.106,12.321,24.061,-42.634
0.191,-0.264,1.101,13.099,23.000,-43.015
0.193,-0.263,1.089,13.145,22.702,-43.221
0.180,-0.254,1.088,12.122,22.168,-43.504
0.180,-0.250,1.073,11.229,21.214,-43.916
0.191,-0.241,1.050,9.710,21.626,-44.237
0.184,-0.250,1.059,8.069,22.221,-44.550
0.167,-0.240,1.062,6.122,21.924,-44.550
0.162,-0.251,1.061,4.504,21.672,-44.870
0.162,-0.255,1.076,2.992,21.924,-44.733
0.143,-0.260,1.092,1.450,20.198,-43.740
0.136,-0.273,1.113,0.710,20.221,-43.191
