AX,AY,AZ,GX,GY,GZ
0.235,0.002,0.776,-16.702,48.740,-57.977
0.197,0.013,0.748,-17.924,55.885,-59.282
0.156,0.021,0.708,-21.473,59.221,-59.939
0.135,0.023,0.642,-32.191,59.931,-59.466
0.092,0.012,0.675,-48.176,57.153,-57.687
0.065,-0.010,0.722,-59.679,47.870,-53.099
0.068,-0.050,0.756,-66.008,36.099,-50.137
0.114,-0.085,0.776,-66.504,25.649,-52.191
0.194,-0.088,0.793,-63.008,20.771,-59.023
0.245,-0.035,0.714,-61.443,22.145,-64.817
0.240,0.041,0.674,-66.496,33.099,-66.374
0.164,0.085,0.698,-74.183,37.038,-64.626
0.050,0.092,0.745,-81.435,34.008,-59.603
-0.027,0.053,0.834,-89.580,23.702,-53.809
-0.026,0.013,0.928,-96.954,8.458,-49.641
0.029,-0.016,0.961,-101.893,-3.351,-46.107
0.153,-0.009,0.982,-100.832,-1.748,-41.878
0.307,0.012,1.032,-91.710,9.656,-40.046
0.397,0.039,1.094,-74.611,26.450,-42.626
0.371,0.076,1.125,-59.099,34.656,-40.046
0.302,0.038,1.206,-55.229,32.924,-37.634
0.249,-0.033,1.344,-55.336,16.573,-44.840
0.264,-0.053,1.394,-64.626,-9.137,-58.229
0.260,-0.033,1.433,-84.214,-26.481,-64.389
0.333,-0.059,1.461,-102.954,-23.740,-58.267
0.447,-0.159,1.616,-109.351,-10.267,-51.931
0.495,-0.299,1.733,-101.137,14.344,-49.916
0.460,-0.401,1.828,-80.824,38.153,-49.870
0.347,-0.432,1.878,-60.878,47.733,-50.924
0.234,-0.431,1.895,-42.412,47.389,-55.176
0.160,-0.376,1.850,-29.618,39.267,-58.748
0.138,-0.316,1.818,-24.740,23.160,-57.458
0.180,-0.284,1.781,-26.466,13.794,-54.496
0.261,-0.294,1.728,-26.802,15.817,-50.260
0.338,-0.303,1.686,-26.771,24.611,-47.084
0.336,-0.321,1.688,-23.504,31.435,-46.840
0.285,-0.320,1.654,-17.450,34.740,-48.870
0.233,-0.317,1.621,-9.885,32.756,-50.221
0.196,-0.306,1.573,-2.763,29.069,-50.382
0.201,-0.296,1.541,3.710,27.565,-48.573
0.229,-0.275,1.492,9.595,26.427,-47.534
0.241,-0.251,1.422,12.756,27.809,-46.847
0.245,-0.229,1.365,14.580,28.885,-46.206
0.230,-0.229,1.327,15.435,28.916,-45.130
0.207,-0.224,1.285,15.870,27.626,-43.076
0.204,-0.222,1.267,16.557,25.740,-41.053
0.208,-0.215,1.241,16.779,23.519,-39.893
0.222,-0.216,1.208,18.084,21.779,-40.237
0.224,-0.219,1.199,19.885,20.122,-41.107
0.213,-0.225,1.191,21.366,18.649,-41.053
0.211,-0.225,1.174,22.359,17.649,-41.916
0.203,-0.219,1.165,21.672,18.305,-42.206
0.198,-0.217,1.145,20.847,20.435,-40.557
0.191,-0.210,1.133,19.534,22.527,-38.580
0.182,-0.208,1.149,18.656,21.496,-38.275
0.172,-0.211,1.152,17.550,18.473,-38.450
0.181,-0.212,1.120,17.427,17.206,-38.840
0.194,-0.227,1.126,18.573,18.725,-38.611
0.208,-0.224,1.120,19.756,20.756,-39.137
0.188,-0.215,1.108,20.359,22.595,-40.473
0.154,-0.198,1.102,20.466,22.733,-40.664
0.145,-0.182,1.102,18.374,22.527,-39.282
0.155,-0.178,1.094,16.969,22.038,-37.672
0.176,-0.182,1.124,16.168,21.527,-36.794
0.180,-0.194,1.117,15.588,20.214,-37.489
0.169,-0.189,1.124,16.412,20.137,-38.053
0.185,-0.185,1.127,16.763,20.244,-36.603
0.189,-0.179,1.142,16.450,20.244,-36.046
0.196,-0.165,1.134,15.756,21.824,-35.977
0.202,-0.156,1.166,15.527,20.534,-36.160
0.205,-0.157,1.147,15.740,19.344,-36.740
0.198,-0.158,1.151,16.573,18.870,-37.527
0.203,-0.149,1.140,16.557,18.977,-37.183
0.218,-0.137,1.115,16.107,20.374,-36.954
0.217,-0.122,1.129,15.550,20.809,-37.481
0.210,-0.119,1.112,14.618,20.160,-37.802
0.226,-0.121,1.115,14.092,20.870,-37.557
0.222,-0.123,1.128,13.893,19.069,-37.840
0.222,-0.121,1.096,12.725,18.969,-38.832
0.215,-0.116,1.119,11.687,17.321,-38.977
0.215,-0.120,1.119,10.809,16.344,-39.519
0.226,-0.127,1.120,10.145,16.015,-40.344
0.238,-0.123,1.104,9.679,15.550,-40.969
0.226,-0.122,1.105,9.328,17.137,-40.992
0.231,-0.126,1.096,9.008,19.298,-40.595
0.223,-0.133,1.094,9.473,21.901,-40.641
0.227,-0.125,1.096,10.260,24.366,-40.603
0.216,-0.118,1.113,10.389,23.588,-41.160
0.206,-0.105,1.101,10.153,22.275,-41.634
0.205,-0.101,1.093,8.611,21.008,-41.626
0.208,-0.100,1.111,7.015,19.634,-41.824
0.208,-0.103,1.115,5.397,18.672,-41.725
0.207,-0.103,1.115,3.885,19.229,-41.687
0.201,-0.097,1.119,2.450,19.710,-41.038
0.206,-0.100,1.131,0.947,20.282,-40.466
0.218,-0.098,1.141,0.504,20.786,-39.137
0.206,-0.100,1.164,0.206,19.885,-38.160
0.201,-0.107,1.159,-0.626,21.115,-37.947
0.191,-0.121,1.181,-0.183,19.092,-37.420
0.220,-0.117,1.176,-0.176,20.443,-38.573
0.223,-0.112,1.188,0.939,20.840,-39.443
