AX,AY,AZ,GX,GY,GZ
0.180,-0.106,1.209,2.496,19.634,-39.053
0.183,-0.105,1.206,2.473,18.351,-38.588
0.201,-0.094,1.207,2.489,18.176,-37.733
0.217,-0.094,1.227,2.435,18.183,-37.328
0.215,-0.089,1.237,2.733,18.275,-37.305
0.213,-0.087,1.232,2.458,19.214,-37.015
0.214,-0.091,1.237,2.405,21.832,-36.153
0.208,-0.086,1.248,3.626,23.672,-35.672
0.209,-0.084,1.261,4.427,23.458,-34.962
0.186,-0.084,1.277,5.672,21.336,-35.550
0.178,-0.087,1.279,6.908,16.374,-35.817
0.195,-0.081,1.267,8.206,14.092,-35.366
0.224,-0.079,1.281,9.450,13.267,-35.046
0.245,-0.080,1.271,11.855,14.397,-35.221
0.254,-0.072,1.267,13.832,16.656,-35.855
0.244,-0.063,1.246,15.008,19.221,-36.137
0.221,-0.063,1.242,16.420,21.550,-36.145
0.215,-0.049,1.224,16.977,21.412,-34.824
0.214,-0.042,1.214,16.053,21.145,-33.725
0.211,-0.037,1.200,14.718,19.237,-33.412
0.198,-0.043,1.224,13.725,17.069,-32.924
0.204,-0.044,1.229,14.672,14.779,-33.168
0.227,-0.041,1.194,15.885,14.366,-32.985
0.248,-0.037,1.193,17.107,13.916,-33.092
0.250,-0.040,1.177,18.176,14.542,-34.260
0.240,-0.047,1.210,21.145,12.893,-36.405
0.250,-0.050,1.183,23.160,12.092,-39.664
0.235,-0.030,1.199,24.939,6.725,-40.618
0.220,-0.021,1.168,25.305,3.702,-40.489
0.224,-0.010,1.163,24.656,1.740,-38.992
0.240,-0.012,1.150,24.015,0.145,-38.321
0.275,-0.014,1.129,23.565,1.779,-39.221
0.290,-0.019,1.142,23.618,5.527,-40.374
0.290,-0.023,1.121,24.496,8.038,-43.160
0.252,-0.010,1.113,24.489,11.740,-43.931
0.223,-0.007,1.117,26.092,13.115,-41.901
0.235,-0.017,1.113,28.282,12.420,-40.206
0.240,-0.014,1.094,29.084,12.557,-40.954
0.222,0.002,1.083,29.214,12.000,-41.992
0.216,0.012,1.085,29.626,10.641,-42.221
0.220,0.018,1.066,29.588,8.221,-42.458
0.225,0.021,1.066,28.427,5.817,-43.038
0.218,0.034,1.039,26.244,3.023,-43.137
0.214,0.038,1.041,23.244,0.534,-42.107
0.229,0.044,1.042,20.084,0.351,-41.710
0.245,0.043,1.061,17.557,0.718,-41.344
0.271,0.042,1.052,16.672,3.710,-41.901
0.287,0.039,1.047,16.947,7.977,-42.420
0.276,0.033,1.053,17.443,13.221,-42.710
0.266,0.046,1.047,18.817,16.374,-42.076
0.267,0.054,1.048,18.122,18.626,-41.611
0.252,0.064,1.051,16.878,17.840,-42.382
0.224,0.073,1.059,14.397,13.779,-42.969
0.219,0.070,1.066,12.779,9.107,-42.710
0.232,0.066,1.075,11.191,4.824,-41.985
0.271,0.052,1.083,10.885,3.901,-42.359
0.278,0.050,1.084,11.229,5.481,-43.405
0.278,0.061,1.076,11.076,7.588,-43.374
0.299,0.074,1.083,10.939,10.794,-43.130
0.300,0.082,1.085,9.366,13.397,-43.290
0.296,0.083,1.111,9.031,15.328,-43.000
0.301,0.073,1.098,9.038,17.603,-43.496
0.300,0.068,1.101,9.954,18.893,-45.275
0.289,0.075,1.095,11.527,19.595,-46.191
0.272,0.087,1.096,12.534,19.863,-45.282
0.260,0.092,1.086,12.733,20.000,-45.397
0.252,0.107,1.093,11.740,16.992,-44.863
0.254,0.119,1.071,9.985,14.435,-44.939
0.265,0.114,1.072,7.160,13.527,-44.214
0.279,0.110,1.074,4.809,14.435,-43.916
0.281,0.115,1.065,3.305,18.145,-44.092
0.300,0.107,1.056,2.397,23.595,-45.160
0.288,0.116,1.058,1.641,28.595,-43.786
0.274,0.118,1.061,0.985,32.191,-40.771
0.255,0.115,1.083,0.817,30.702,-39.870
0.229,0.106,1.098,2.069,24.389,-41.771
0.216,0.107,1.085,3.489,16.618,-42.840
0.210,0.110,1.084,3.939,10.962,-42.817
0.249,0.103,1.066,4.672,8.695,-43.115
0.285,0.114,1.049,4.031,9.718,-42.466
0.305,0.121,1.024,2.038,13.405,-42.015
0.307,0.124,1.035,-0.611,19.046,-41.344
0.295,0.123,1.061,-2.275,23.672,-41.000
0.280,0.117,1.070,-3.092,26.489,-40.359
0.275,0.118,1.079,-4.145,26.779,-39.496
0.272,0.101,1.085,-4.382,27.924,-39.275
0.289,0.104,1.089,-4.130,27.802,-39.588
0.301,0.113,1.089,-4.702,28.947,-40.458
0.290,0.118,1.094,-5.641,28.565,-40.947
0.267,0.111,1.101,-6.321,25.916,-41.771
0.251,0.107,1.110,-6.802,20.931,-42.344
0.257,0.110,1.121,-7.374,16.924,-42.198
0.274,0.106,1.115,-7.725,14.748,-42.817
0.290,0.102,1.110,-7.878,15.229,-43.145
0.287,0.109,1.109,-8.458,16.794,-42.931
0.286,0.111,1.104,-8.107,19.847,-41.985
0.296,0.100,1.137,-7.611,22.252,-41.916
0.283,0.093,1.136,-7.214,22.702,-42.038
0.255,0.085,1.162,-6.244,22.198,-41.947
0.257,0.094,1.167,-4.450,20.420,-41.573
0.269,0.089,1.168,-3.618,18.916,-40.817
0.289,0.086,1.148,-3.053,18.527,-40.794
0.293,0.097,1.174,-2.153,17.458,-41.481
0.302,0.103,1.161,-1.550,18.115,-42.267
