AX,AY,AZ,GX,GY,GZ
0.237,0.103,0.795,-30.206,36.847,-46.756
0.220,0.090,0.769,-32.573,39.366,-47.687
0.180,0.089,0.737,-37.015,40.664,-47.817
0.144,0.075,0.720,-40.893,40.565,-47.229
0.100,0.084,0.677,-48.809,40.725,-44.504
0.099,0.070,0.687,-54.573,38.802,-40.954
0.116,0.055,0.659,-61.603,38.954,-38.809
0.136,0.024,0.686,-67.985,41.527,-37.832
0.156,0.005,0.684,-73.260,42.588,-36.435
0.159,-0.020,0.685,-79.008,47.198,-36.191
0.123,-0.038,0.708,-84.412,44.718,-36.435
0.076,-0.055,0.745,-89.992,41.840,-35.305
0.089,-0.090,0.826,-95.275,35.580,-31.534
0.149,-0.118,0.880,-98.634,32.740,-30.282
0.197,-0.153,0.944,-101.130,28.618,-32.160
0.226,-0.164,0.954,-100.687,29.534,-34.924
0.229,-0.162,0.962,-100.115,33.275,-35.771
0.229,-0.156,0.942,-102.115,40.000,-36.763
0.214,-0.149,0.924,-103.053,47.298,-37.458
0.182,-0.137,0.905,-104.008,54.931,-37.008
0.144,-0.127,0.890,-107.656,59.985,-34.328
0.150,-0.122,0.887,-112.878,62.695,-31.336
0.207,-0.091,0.889,-117.664,66.679,-31.290
0.221,-0.077,0.939,-122.344,68.756,-33.611
0.178,-0.094,0.996,-127.336,58.168,-36.298
0.104,-0.162,1.063,-127.489,46.092,-39.443
0.005,-0.240,1.212,-125.863,23.885,-42.664
-0.053,-0.306,1.282,-121.489,0.756,-43.427
-0.014,-0.346,1.351,-116.405,-12.519,-38.511
0.116,-0.351,1.408,-109.618,-12.099,-30.695
0.276,-0.352,1.426,-103.611,3.183,-25.847
0.373,-0.333,1.502,-97.557,21.000,-24.504
0.393,-0.345,1.539,-92.382,38.366,-26.466
0.349,-0.376,1.579,-86.496,49.786,-30.282
0.260,-0.398,1.663,-83.611,44.702,-34.603
0.185,-0.433,1.679,-80.702,34.672,-37.817
0.143,-0.450,1.740,-76.893,18.176,-39.565
0.192,-0.472,1.749,-72.336,3.939,-39.802
0.273,-0.495,1.788,-64.366,-2.511,-39.427
0.387,-0.512,1.772,-54.473,4.412,-41.557
0.423,-0.521,1.813,-42.954,14.176,-43.130
0.432,-0.532,1.793,-30.947,24.298,-44.824
0.380,-0.528,1.781,-21.053,31.588,-45.901
0.347,-0.539,1.736,-11.969,36.412,-48.076
0.318,-0.522,1.681,-4.809,39.412,-49.565
0.281,-0.500,1.632,-0.069,40.267,-49.641
0.260,-0.485,1.598,4.527,38.053,-49.496
0.247,-0.483,1.557,9.427,32.725,-50.527
0.235,-0.469,1.516,15.000,27.969,-52.008
0.251,-0.445,1.447,20.038,25.412,-52.046
0.268,-0.417,1.388,23.099,26.573,-52.198
0.272,-0.397,1.338,25.382,28.053,-51.672
0.250,-0.385,1.287,26.954,29.031,-51.237
0.230,-0.374,1.243,27.542,29.282,-51.130
0.208,-0.365,1.234,27.435,28.153,-49.679
0.191,-0.367,1.221,27.420,25.160,-48.702
0.184,-0.374,1.216,27.779,20.817,-48.565
0.178,-0.372,1.208,28.130,16.885,-48.672
0.178,-0.377,1.208,28.924,14.252,-48.550
0.175,-0.382,1.192,30.710,11.412,-48.634
0.176,-0.381,1.196,31.588,11.336,-48.786
0.164,-0.368,1.187,32.038,11.000,-47.664
0.166,-0.366,1.207,32.588,8.618,-46.702
0.170,-0.363,1.190,32.702,7.771,-46.076
0.190,-0.363,1.194,33.763,8.450,-46.153
0.204,-0.357,1.188,35.725,10.382,-45.863
0.202,-0.338,1.179,37.382,13.466,-46.092
0.193,-0.326,1.189,39.511,14.427,-45.924
0.164,-0.324,1.191,40.542,11.916,-46.389
0.153,-0.319,1.190,40.504,9.229,-46.191
0.171,-0.305,1.190,40.046,6.779,-45.511
0.197,-0.289,1.193,39.275,5.947,-45.420
0.215,-0.279,1.192,39.580,5.901,-46.115
0.222,-0.276,1.181,40.885,6.855,-46.901
0.198,-0.268,1.182,41.870,7.885,-46.649
0.187,-0.257,1.186,42.748,8.084,-45.840
0.188,-0.256,1.195,42.679,6.206,-46.000
0.175,-0.242,1.179,42.534,4.206,-46.305
0.176,-0.235,1.199,41.901,1.221,-46.084
0.204,-0.239,1.193,41.695,0.710,-45.305
0.218,-0.241,1.203,41.809,0.298,-45.779
0.226,-0.232,1.185,42.901,2.450,-46.626
0.226,-0.212,1.187,44.687,5.023,-46.809
0.208,-0.203,1.173,45.962,6.786,-46.412
0.189,-0.191,1.173,46.092,6.351,-45.519
0.196,-0.192,1.163,45.718,5.725,-44.153
0.213,-0.190,1.170,45.519,4.832,-44.328
0.222,-0.189,1.155,45.679,4.534,-46.122
0.211,-0.169,1.157,46.985,4.695,-46.466
0.210,-0.157,1.158,48.458,4.603,-46.008
0.217,-0.149,1.148,49.450,4.664,-45.687
0.223,-0.137,1.130,50.015,4.542,-45.221
0.235,-0.117,1.116,49.053,5.137,-45.000
0.228,-0.118,1.112,47.939,5.893,-45.565
0.223,-0.112,1.116,46.763,4.618,-46.023
0.211,-0.118,1.104,46.282,3.099,-45.466
0.215,-0.111,1.120,45.176,2.183,-45.015
0.218,-0.100,1.113,45.153,1.756,-43.947
0.244,-0.090,1.121,44.916,2.489,-43.557
0.262,-0.087,1.111,45.313,4.374,-43.527
0.269,-0.077,1.110,46.015,6.435,-43.679
0.260,-0.062,1.102,46.298,7.550,-44.023
