AX,AY,AZ,GX,GY,GZ
0.143,-0.326,1.215,34.809,16.435,-49.649
0.145,-0.322,1.195,36.443,15.053,-50.718
0.158,-0.320,1.201,39.618,13.817,-50.336
0.160,-0.306,1.217,41.153,12.527,-49.710
0.160,-0.297,1.215,42.702,11.710,-49.122
0.158,-0.306,1.239,45.733,12.588,-48.771
0.181,-0.309,1.251,51.710,13.450,-48.061
0.198,-0.298,1.256,58.725,15.557,-47.985
0.210,-0.266,1.253,64.626,17.481,-49.153
0.208,-0.230,1.211,68.168,17.366,-51.267
0.174,-0.187,1.177,66.779,15.183,-50.786
0.163,-0.189,1.196,64.748,10.802,-49.473
0.151,-0.191,1.179,62.481,7.527,-48.061
0.191,-0.186,1.192,62.435,7.221,-49.405
0.220,-0.181,1.202,62.504,8.298,-50.748
0.219,-0.156,1.194,63.313,11.527,-52.275
0.211,-0.146,1.184,62.466,13.695,-52.840
0.189,-0.127,1.163,61.573,17.809,-52.038
0.172,-0.134,1.218,62.817,18.298,-50.733
0.166,-0.138,1.220,65.328,18.702,-49.626
0.165,-0.135,1.235,67.298,18.374,-48.496
0.171,-0.116,1.214,68.908,18.206,-47.885
0.171,-0.099,1.192,69.374,18.481,-47.779
0.162,-0.066,1.176,68.076,16.687,-47.038
0.148,-0.048,1.185,65.443,14.237,-47.153
0.153,-0.049,1.186,64.481,11.832,-47.771
0.161,-0.044,1.153,63.153,11.985,-47.954
0.178,-0.033,1.145,62.031,12.290,-47.649
0.210,-0.024,1.154,63.870,14.336,-47.473
0.212,-0.007,1.124,65.092,17.969,-46.992
0.188,0.019,1.121,64.099,20.840,-46.214
0.177,0.026,1.141,64.405,20.198,-45.748
0.168,0.024,1.148,65.008,16.504,-46.229
0.162,0.044,1.121,63.962,14.321,-46.840
0.155,0.057,1.150,63.977,11.496,-46.351
0.183,0.071,1.110,62.931,10.282,-45.832
0.194,0.089,1.089,61.153,12.557,-45.695
0.194,0.101,1.108,59.580,14.305,-45.107
0.189,0.117,1.087,57.779,15.267,-44.702
0.203,0.134,1.064,54.893,17.786,-44.298
0.198,0.139,1.088,53.748,18.198,-42.863
0.189,0.131,1.100,54.527,16.947,-42.366
0.165,0.131,1.116,55.855,13.198,-42.550
0.164,0.142,1.096,56.733,9.137,-43.267
0.191,0.176,1.050,53.160,7.282,-43.893
0.212,0.207,1.020,48.763,7.695,-44.076
0.225,0.224,1.003,43.366,10.748,-42.473
0.232,0.210,1.024,38.534,14.573,-41.214
0.218,0.189,1.041,37.802,15.824,-41.031
0.205,0.178,1.062,39.298,13.977,-41.939
0.193,0.187,1.042,39.901,12.931,-43.802
0.200,0.208,1.028,38.298,11.450,-43.931
0.201,0.220,0.993,35.611,11.679,-43.382
0.213,0.227,0.996,33.008,12.527,-42.916
0.248,0.226,1.007,31.008,17.061,-43.389
0.223,0.233,1.013,31.298,13.733,-44.260
0.196,0.233,1.002,31.015,15.443,-45.076
0.179,0.223,1.033,30.290,10.878,-44.611
0.189,0.226,1.026,30.679,8.397,-44.344
0.216,0.247,1.001,28.664,12.221,-43.664
0.236,0.266,0.987,25.519,15.725,-43.382
0.221,0.266,0.987,23.687,19.191,-43.679
0.225,0.246,1.005,22.954,22.214,-42.916
0.212,0.235,1.034,23.962,23.809,-42.969
0.211,0.235,1.019,25.588,24.160,-45.153
0.183,0.255,1.040,27.634,22.557,-45.557
0.188,0.284,0.977,26.435,22.611,-45.328
0.184,0.289,1.010,25.099,22.992,-45.046
0.201,0.300,0.973,22.748,22.366,-45.656
0.208,0.302,0.974,20.053,25.313,-45.763
0.195,0.288,0.996,20.427,25.603,-45.359
0.211,0.283,0.995,20.992,25.099,-46.053
0.217,0.294,0.992,21.160,25.496,-46.580
0.213,0.325,0.941,18.298,25.244,-47.229
0.219,0.339,1.002,15.298,28.069,-46.099
0.228,0.344,1.000,14.496,23.489,-46.924
0.224,0.344,0.922,11.145,25.954,-46.328
0.213,0.333,0.974,10.824,27.008,-44.603
0.225,0.319,0.974,11.756,25.260,-44.786
0.230,0.305,0.962,11.489,22.710,-46.130
0.210,0.329,0.931,7.305,21.229,-47.962
0.184,0.343,0.893,-0.611,19.939,-47.359
0.137,0.351,0.910,-11.015,14.878,-44.496
0.144,0.327,0.886,-21.618,10.290,-41.588
0.171,0.312,0.849,-33.603,8.954,-38.595
0.165,0.295,0.810,-46.557,9.985,-36.374
0.152,0.272,0.785,-59.344,13.099,-33.908
0.109,0.261,0.759,-70.740,14.969,-30.916
0.090,0.253,0.706,-83.840,16.443,-26.389
0.047,0.252,0.678,-101.122,13.511,-19.702
0.020,0.245,0.615,-121.557,9.939,-12.420
0.029,0.232,0.540,-148.031,6.412,-3.534
0.075,0.215,0.360,-184.710,4.939,3.947
0.133,0.182,0.219,-229.550,7.840,3.435
0.175,0.125,0.133,-250.137,14.298,0.794
0.147,0.082,0.098,-250.137,18.794,3.863
0.115,-0.024,0.078,-250.137,16.863,16.641
0.083,-0.180,0.163,-250.137,13.565,35.611
0.170,-0.448,0.296,-250.137,13.298,47.382
0.236,-0.711,0.480,-250.137,17.992,43.237
0.203,-0.898,0.880,-250.137,10.076,38.099
0.210,-1.023,1.075,-250.137,16.359,33.718
0.234,-1.094,1.273,-250.137,28.664,31.061
0.235,-1.114,1.440,-250.137,39.092,28.229
0.142,-1.098,1.539,-250.137,44.557,30.069
0.085,-1.071,1.568,-250.137,47.099,35.321
0.108,-1.061,1.566,-214.031,45.420,39.664
0.210,-1.082,1.430,-184.176,57.015,37.511
0.262,-1.072,1.409,-161.366,66.672,31.221
0.222,-1.051,1.507,-138.229,62.565,25.015
0.209,-1.054,1.545,-112.939,57.618,18.962
0.225,-1.064,1.551,-88.954,51.183,10.298
