AX,AY,AZ,GX,GY,GZ
0.285,-0.499,1.400,-11.534,23.588,-48.237
0.287,-0.550,1.365,-5.221,19.588,-53.275
0.271,-0.555,1.324,2.618,18.908,-55.328
0.252,-0.530,1.277,10.008,19.397,-53.366
0.229,-0.498,1.183,14.084,23.405,-49.191
0.217,-0.499,1.122,15.458,26.908,-46.107
0.193,-0.495,1.100,15.947,28.824,-44.992
0.181,-0.501,1.072,16.107,30.672,-44.702
0.172,-0.507,1.068,17.053,29.855,-44.092
0.147,-0.505,1.044,18.389,28.221,-44.359
0.135,-0.492,1.030,18.695,26.031,-44.382
0.160,-0.482,0.992,17.527,25.710,-45.206
0.176,-0.470,0.995,16.053,25.817,-48.771
0.159,-0.462,0.986,15.076,26.046,-49.763
0.151,-0.455,1.009,13.061,26.282,-49.252
0.149,-0.471,1.016,12.023,27.237,-48.519
0.154,-0.480,1.038,11.267,28.229,-47.084
0.159,-0.496,1.060,11.908,28.863,-45.908
0.155,-0.496,1.069,13.649,28.321,-46.313
0.156,-0.486,1.060,15.160,29.931,-47.282
0.148,-0.472,1.052,15.450,29.725,-47.695
0.145,-0.458,1.045,14.969,29.840,-47.374
0.125,-0.443,1.038,14.153,29.061,-46.191
0.128,-0.441,1.066,13.824,27.832,-45.366
0.127,-0.436,1.062,13.656,26.885,-44.252
0.147,-0.443,1.081,12.893,25.053,-43.076
0.154,-0.435,1.101,13.359,22.916,-43.069
0.151,-0.428,1.090,13.664,20.664,-43.115
0.160,-0.431,1.098,12.733,20.885,-43.145
0.174,-0.433,1.101,12.359,21.069,-43.420
0.170,-0.431,1.104,12.595,21.824,-43.496
0.168,-0.433,1.118,13.000,21.809,-43.542
0.167,-0.448,1.150,14.137,21.977,-43.267
0.175,-0.454,1.161,17.107,23.214,-43.107
0.181,-0.457,1.173,19.237,22.718,-43.511
0.189,-0.435,1.168,21.061,23.237,-43.664
0.201,-0.425,1.165,22.550,24.992,-43.901
0.204,-0.416,1.151,23.107,26.069,-44.008
0.188,-0.413,1.160,24.298,25.855,-44.389
0.183,-0.403,1.135,26.137,25.840,-44.702
0.177,-0.388,1.126,26.527,25.550,-44.969
0.171,-0.375,1.111,24.977,25.779,-44.672
0.166,-0.374,1.125,23.618,25.282,-44.504
0.165,-0.377,1.130,23.344,23.687,-45.137
0.158,-0.379,1.134,23.351,23.389,-44.168
0.163,-0.379,1.124,24.130,23.893,-44.267
0.159,-0.370,1.130,25.183,23.710,-44.427
0.165,-0.369,1.121,25.496,23.656,-44.634
0.167,-0.349,1.124,26.458,24.000,-45.046
0.166,-0.345,1.127,26.183,23.137,-44.794
0.161,-0.336,1.133,25.366,22.947,-44.740
0.144,-0.340,1.132,24.229,22.252,-44.061
0.141,-0.352,1.148,24.313,21.252,-43.550
0.149,-0.343,1.142,25.267,20.733,-42.565
0.157,-0.329,1.135,27.374,22.260,-41.397
0.167,-0.320,1.125,29.099,22.534,-41.344
0.172,-0.308,1.130,28.634,21.290,-42.336
0.162,-0.307,1.134,28.313,20.382,-43.359
0.166,-0.299,1.129,28.321,19.000,-43.870
0.152,-0.288,1.133,26.427,17.702,-43.740
0.153,-0.297,1.127,24.313,18.496,-43.908
0.147,-0.292,1.146,22.794,17.924,-43.748
0.156,-0.288,1.156,22.160,19.656,-42.725
0.173,-0.279,1.167,22.183,22.969,-42.053
0.183,-0.272,1.170,23.809,24.221,-41.412
0.179,-0.281,1.187,24.870,24.924,-41.588
0.159,-0.278,1.198,26.962,23.977,-42.443
0.146,-0.285,1.200,28.466,20.458,-42.901
0.142,-0.279,1.184,30.359,18.649,-43.450
0.137,-0.265,1.178,31.573,17.015,-43.519
0.140,-0.236,1.166,30.771,17.779,-42.313
0.160,-0.234,1.148,29.427,19.954,-41.412
0.165,-0.221,1.138,27.534,21.313,-40.901
0.149,-0.224,1.156,25.237,21.718,-40.076
0.147,-0.230,1.162,23.511,21.229,-41.008
0.130,-0.235,1.163,23.023,20.260,-42.435
0.126,-0.223,1.155,22.794,20.092,-42.405
0.127,-0.214,1.145,23.252,19.695,-41.252
0.131,-0.201,1.160,23.916,17.160,-40.061
0.134,-0.200,1.135,24.176,13.710,-39.420
0.149,-0.200,1.143,23.595,10.962,-40.282
0.167,-0.198,1.134,23.405,8.160,-42.107
0.170,-0.186,1.112,22.534,7.519,-43.321
0.168,-0.167,1.100,20.985,8.374,-43.389
0.151,-0.165,1.119,18.847,8.046,-42.969
0.147,-0.175,1.130,17.878,5.977,-44.122
0.140,-0.181,1.130,16.939,1.855,-45.473
0.155,-0.173,1.120,17.000,1.275,-45.527
0.178,-0.164,1.105,17.176,3.947,-43.954
0.197,-0.147,1.111,17.534,7.198,-41.718
0.204,-0.141,1.098,17.130,11.351,-39.076
0.202,-0.149,1.098,16.450,14.710,-37.786
0.187,-0.149,1.141,16.885,13.260,-36.969
0.176,-0.167,1.128,18.069,11.328,-37.916
0.191,-0.167,1.130,20.336,10.168,-40.656
0.207,-0.159,1.121,23.908,12.748,-41.855
0.204,-0.137,1.128,26.771,14.947,-41.450
0.209,-0.122,1.087,27.893,17.557,-40.313
0.186,-0.120,1.096,27.397,18.206,-41.183
0.163,-0.115,1.096,25.977,14.931,-41.412
0.162,-0.112,1.088,23.901,12.092,-41.740
0.169,-0.113,1.094,22.427,8.282,-42.099
0.197,-0.110,1.073,21.481,8.290,-43.740
0.204,-0.099,1.089,20.924,11.115,-43.282
0.217,-0.096,1.082,21.397,14.832,-43.496
0.192,-0.090,1.083,21.282,16.794,-43.076
0.169,-0.093,1.104,21.145,16.206,-43.053
0.174,-0.097,1.107,20.855,15.237,-42.916
0.185,-0.092,1.106,20.382,16.244,-42.809
0.201,-0.077,1.086,20.099,17.794,-43.710
0.209,-0.063,1.068,19.794,21.023,-44.420
