AX,AY,AZ,GX,GY,GZ
0.289,-0.778,1.250,4.237,44.359,-37.901
0.265,-0.803,1.253,7.397,37.847,-42.527
0.236,-0.812,1.233,12.550,27.397,-49.733
0.216,-0.801,1.182,16.076,19.458,-56.817
0.192,-0.789,1.155,20.191,11.824,-62.847
0.181,-0.767,1.142,24.221,7.611,-66.145
0.203,-0.748,1.142,29.466,4.038,-66.870
0.233,-0.716,1.093,34.053,5.931,-65.656
0.255,-0.681,1.059,36.237,13.031,-62.916
0.248,-0.643,1.016,35.580,19.649,-57.214
0.249,-0.633,0.980,32.076,28.015,-48.985
0.249,-0.644,0.982,27.916,34.015,-43.046
0.241,-0.659,0.981,22.908,36.779,-41.763
0.217,-0.669,1.005,18.687,34.969,-43.160
0.205,-0.663,1.018,16.076,30.443,-45.130
0.214,-0.663,1.031,14.611,27.191,-47.504
0.236,-0.658,1.060,16.031,20.496,-48.603
0.246,-0.643,1.062,18.863,19.099,-49.473
0.244,-0.634,1.070,22.779,17.015,-50.931
0.234,-0.639,1.062,26.267,15.534,-52.214
0.214,-0.636,1.065,29.061,14.130,-52.076
0.194,-0.652,1.074,30.962,13.069,-51.069
0.198,-0.653,1.078,31.595,10.198,-51.450
0.217,-0.644,1.079,32.786,8.023,-54.008
0.240,-0.612,1.060,32.557,9.565,-54.695
0.257,-0.593,1.063,32.504,14.137,-54.359
0.255,-0.587,1.082,33.511,16.366,-54.031
0.240,-0.579,1.036,32.863,20.221,-53.550
0.220,-0.574,1.054,31.878,22.542,-53.313
0.207,-0.569,1.073,32.710,20.244,-52.290
0.221,-0.582,1.082,33.382,20.840,-52.672
0.225,-0.576,1.119,36.015,20.565,-54.504
0.211,-0.564,1.133,40.198,16.397,-55.847
0.211,-0.568,1.113,43.924,14.626,-57.458
0.224,-0.576,1.091,45.267,12.412,-59.267
0.234,-0.561,1.076,45.336,11.435,-60.290
0.236,-0.549,1.126,46.534,10.580,-59.519
0.239,-0.547,1.135,49.679,12.947,-57.267
0.265,-0.557,1.151,54.565,17.244,-55.817
0.261,-0.545,1.140,59.824,22.145,-56.748
0.241,-0.532,1.142,64.397,24.725,-57.389
0.232,-0.512,1.097,66.023,27.313,-57.634
0.217,-0.497,1.146,67.786,26.176,-57.687
0.215,-0.484,1.147,70.542,22.580,-57.603
0.201,-0.470,1.155,72.656,20.817,-58.137
0.198,-0.453,1.110,73.641,17.695,-59.664
0.219,-0.446,1.065,71.634,18.122,-61.573
0.244,-0.432,1.084,69.557,18.198,-63.145
0.227,-0.413,1.155,71.244,15.511,-62.649
0.217,-0.400,1.161,75.809,14.725,-60.947
0.217,-0.399,1.171,81.046,17.542,-59.160
0.243,-0.381,1.103,83.244,20.573,-59.023
0.275,-0.357,1.041,81.863,27.000,-60.313
0.251,-0.327,1.075,79.847,30.779,-60.931
0.230,-0.314,1.115,79.183,29.298,-61.580
0.205,-0.303,1.100,79.756,27.664,-61.595
0.194,-0.299,1.104,79.870,27.397,-62.466
0.175,-0.285,1.152,82.473,21.275,-63.763
0.167,-0.276,1.124,84.405,15.962,-64.718
0.170,-0.240,1.115,85.099,13.611,-63.939
0.188,-0.208,1.080,84.527,10.756,-61.939
0.214,-0.184,1.004,78.832,15.679,-59.382
0.221,-0.169,1.022,72.626,22.023,-56.344
0.234,-0.169,1.051,70.099,24.718,-54.924
0.218,-0.169,1.097,70.656,24.412,-54.748
0.204,-0.172,1.106,73.672,24.763,-55.901
0.205,-0.153,1.120,76.664,24.176,-56.435
0.203,-0.131,1.123,79.336,21.321,-55.786
0.193,-0.095,1.088,79.466,18.969,-54.710
0.193,-0.068,1.066,76.412,16.924,-53.878
0.215,-0.049,1.023,70.275,16.397,-53.092
0.231,-0.042,1.042,64.573,17.244,-52.702
0.220,-0.037,1.051,60.206,18.183,-52.031
0.222,-0.040,1.048,57.496,20.176,-50.710
0.236,-0.037,1.062,55.458,22.053,-49.580
0.243,-0.029,1.089,54.748,22.305,-49.481
0.242,-0.009,1.047,51.863,22.038,-49.183
0.241,-0.009,1.033,47.710,24.664,-49.160
0.232,-0.013,1.073,45.473,22.176,-49.702
0.222,-0.004,1.083,46.122,19.145,-48.885
0.251,0.004,1.060,47.725,20.969,-48.885
0.244,0.031,1.075,48.763,19.244,-49.000
0.251,0.052,1.017,47.313,19.863,-48.985
0.241,0.067,1.005,43.153,21.336,-47.634
0.213,0.080,0.992,38.115,19.954,-46.344
0.209,0.071,0.984,31.878,19.344,-46.260
0.196,0.085,1.004,27.260,16.198,-45.916
0.216,0.081,1.000,24.580,15.748,-45.038
0.237,0.074,1.020,22.840,16.550,-44.389
0.238,0.063,1.037,23.321,18.275,-44.466
0.243,0.083,1.031,23.397,20.069,-45.168
0.230,0.097,1.039,22.947,20.122,-45.145
0.211,0.120,1.038,21.771,19.267,-43.137
0.215,0.117,1.021,19.092,18.573,-40.229
0.232,0.129,1.041,16.122,16.534,-42.588
0.211,0.145,1.016,13.053,14.168,-44.015
0.219,0.143,1.014,8.496,14.458,-41.847
0.233,0.124,1.054,6.168,15.198,-40.290
0.239,0.109,1.076,6.573,15.298,-40.542
0.247,0.104,1.089,8.794,17.031,-40.954
0.257,0.107,1.079,10.023,18.908,-40.977
0.253,0.131,1.061,8.504,18.962,-41.519
0.227,0.141,1.057,6.282,18.779,-41.832
0.212,0.144,1.062,3.275,15.756,-41.962
0.221,0.142,1.074,0.786,12.511,-40.908
0.234,0.132,1.094,-0.443,12.618,-40.550
0.249,0.116,1.115,-0.565,12.153,-40.924
0.272,0.119,1.096,-0.580,13.176,-41.069
0.269,0.123,1.115,-0.809,16.634,-41.115
0.269,0.128,1.131,0.008,18.313,-41.405
0.265,0.127,1.123,0.519,19.076,-42.038
0.249,0.121,1.165,1.969,19.191,-41.748
0.254,0.119,1.152,3.321,18.496,-41.527
0.256,0.120,1.174,5.313,17.412,-41.244
0.258,0.136,1.140,6.282,16.656,-41.550
0.260,0.140,1.119,6.985,19.275,-42.000
0.258,0.132,1.125,5.527,18.504,-41.725
0.265,0.139,1.116,4.542,19.008,-42.145
0.252,0.130,1.168,4.321,17.214,-42.672
0.225,0.135,1.150,5.489,16.137,-42.496
0.230,0.132,1.165,6.824,16.458,-40.969
0.248,0.125,1.159,8.168,16.092,-40.115
0.271,0.137,1.138,7.397,17.580,-40.298
0.258,0.145,1.167,6.397,17.527,-41.069
0.231,0.155,1.158,7.122,16.168,-38.336
0.291,0.132,1.145,5.695,18.344,-39.443
0.292,0.137,1.159,6.313,18.130,-43.206
0.284,0.148,1.111,6.840,19.595,-43.733
0.290,0.147,1.114,7.595,22.153,-43.336
0.278,0.148,1.099,7.756,22.206,-43.847
0.262,0.165,1.102,7.496,22.160,-44.626
0.263,0.168,1.080,7.191,19.573,-44.626
0.274,0.171,1.059,5.389,18.160,-44.618
0.271,0.169,1.052,3.550,19.397,-44.863
0.273,0.157,1.053,2.603,18.450,-45.176
0.284,0.146,1.039,2.794,19.802,-45.519
0.284,0.144,1.042,3.611,22.611,-45.176
0.283,0.149,1.026,3.061,23.695,-45.489
0.267,0.160,1.021,2.519,22.794,-46.527
0.256,0.178,0.979,1.687,23.214,-42.351
0.309,0.152,0.978,-0.969,25.840,-42.557
0.312,0.158,0.962,-2.069,27.160,-46.595
0.290,0.157,0.913,-4.504,29.435,-47.672
0.297,0.130,0.889,-7.916,31.542,-47.046
0.330,0.085,0.848,-12.412,35.290,-48.023
0.329,0.060,0.853,-13.275,38.435,-50.244
0.313,0.038,0.810,-14.466,41.412,-49.534
0.316,0.013,0.769,-17.252,45.237,-53.550
0.256,0.018,0.689,-22.115,43.366,-57.725
0.173,0.005,0.625,-31.977,40.641,-59.130
0.129,-0.012,0.550,-43.534,40.489,-60.534
0.076,-0.031,0.531,-54.069,38.191,-61.824
0.010,-0.048,0.494,-63.885,34.855,-61.588
-0.013,-0.074,0.457,-73.802,36.000,-59.115
-0.015,-0.092,0.464,-81.656,36.031,-55.779
-0.002,-0.104,0.431,-88.908,39.664,-52.885
0.002,-0.099,0.441,-96.336,44.496,-50.427
0.006,-0.099,0.448,-104.115,48.305,-48.267
0.020,-0.095,0.445,-109.519,51.855,-45.450
0.053,-0.100,0.438,-116.198,58.977,-42.992
0.089,-0.096,0.444,-121.084,68.145,-42.046
0.102,-0.100,0.488,-121.458,74.817,-42.099
0.088,-0.089,0.555,-118.321,71.382,-41.985
0.054,-0.042,0.553,-117.260,60.412,-39.603
0.058,0.021,0.545,-127.244,46.962,-37.076
0.109,0.069,0.527,-145.794,33.557,-36.290
0.153,0.083,0.628,-170.618,22.366,-37.069
0.106,0.013,0.837,-196.038,7.992,-34.351
0.078,-0.181,1.113,-208.534,-3.977,-32.214
0.066,-0.383,1.439,-206.565,-21.916,-30.702
0.086,-0.572,1.755,-192.847,-36.817,-33.313
0.137,-0.700,1.974,-165.092,-40.733,-37.366
0.203,-0.741,2.000,-134.481,-38.305,-36.092
0.343,-0.726,2.000,-108.870,-17.870,-32.527
0.435,-0.650,2.000,-93.687,2.679,-28.000
0.436,-0.566,2.000,-87.130,16.863,-26.458
0.392,-0.552,2.000,-81.969,20.557,-30.351
0.375,-0.588,2.000,-76.099,19.092,-38.015
0.392,-0.644,2.000,-63.679,17.939,-46.160
0.414,-0.652,2.000,-47.053,22.107,-52.504
0.414,-0.600,2.000,-31.855,32.504,-53.443
0.398,-0.548,1.964,-20.145,43.061,-51.443
0.364,-0.535,1.932,-8.336,47.527,-51.397
0.352,-0.536,1.831,3.496,47.328,-54.664
0.332,-0.507,1.701,11.328,48.863,-57.344
0.281,-0.477,1.633,17.237,44.710,-57.458
0.253,-0.460,1.532,20.069,39.969,-56.137
0.234,-0.438,1.455,22.557,37.832,-55.817
0.240,-0.422,1.394,23.771,34.763,-54.122
0.240,-0.401,1.324,24.656,33.069,-52.603
